Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Racial, Ethnic, and Sex Diversity in Academic Medical Leadership.",Meadows AM; Skinner MM; Hazime AA; Day RG; Fore JA; Day CS,"IMPORTANCE: For the past 50 years, significant gaps have existed in gender and racial diversity across various medical specialties, despite the many benefits of a diverse physician workforce. One proposed approach to increasing diversity is top-down diversification, in which diverse leadership results in increased minority and female workforce representation. OBJECTIVE: To investigate the changes in academic medical leadership diversity from 2007 to 2019 and to assess the recent leadership diversity of various specialties compared with the averages across all specialties. DESIGN, SETTING, AND PARTICIPANTS: This was a cross-sectional analysis of physicians in varying academic roles in 2007, 2019, and 2020. Demographic data were collected via specialized reports from the Association of American Medical Colleges. Included were 4 primary care specialties (internal medicine, family medicine, pediatrics, obstetrics/gynecology [OB/GYN] and 4 surgical specialties (orthopedic surgery, neurologic surgery, otolaryngology [ENT], general surgery). Study participants were faculty, program directors, and chairpersons. Data were analyzed for the years 2007, 2019, and 2020. INTERVENTION: Self-reporting of demographic information to residency programs collected via the Graduate Medical Education Track Survey. MAIN OUTCOMES AND MEASURES: Proportions of each race/ethnicity and sex among cohorts of participants and comparisons between them. RESULTS: The total number of individuals investigated included 186 210 faculty from 2019 (79 441 female [42.7%]), 6417 program directors from 2020 (2392 female [37.3%]), 1016 chairpersons from 2007 (89 female [8.8%]), and 2424 chairpersons from 2019 (435 female [17.9%]). When comparing chairperson diversity from 2007 to 2019, only internal medicine and general surgery experienced significant increases in minority (aggregate category used throughout the investigation to refer to anyone who self-identified as anything other than non-Hispanic White) representation (90% increase [11.7 percentage points, from 13.0% in 2007 to 24.7% in 2019]; P = .01 and 96% increase [13.0 percentage points, from 13.5% in 2007 to 26.5% in 2019]; P < .001), respectively; meanwhile, several specialties saw significant increases in female representation during this period (family medicine by 107.4%, P =.002; pediatrics by 83.1%, P =.006; OB/GYN by 53.2%, P =.045; orthopedic surgery by +4.1 percentage points, P =.04; general surgery by 226.9%, P =.005). In general, surgical specialties had lower leadership diversity than the average diversity of all residency programs, whereas primary care specialties had similar or increased diversity. CONCLUSIONS AND RELEVANCE: Study results suggest that some specialties have made significant contributions toward bridging diversity gaps whereas others continue to lag behind. Our recommendations to improve academic medical leadership diversity include programs and institutions (1) publishing efforts and outcomes of diversity representation, (2) incorporating a representative demographic for leadership selection committees, and (3) actively promoting the importance of diversity throughout the selection process.",2023,Sep,JAMA Netw Open,6,9,e2335529,,10.1001/jamanetworkopen.2023.35529,37747731,#11,Meadows 2023,"",""
Women Neurosurgeons in Academic and Other Leadership Positions in the United States.,Feng R; Hoffman SE; Wagner K; Ullman JS; Stippler M; Germano IM,"OBJECTIVE: To provide the status of women neurosurgeons (WNS) in academic faculty and/or leadership positions in neurosurgery in the United States. METHODS: Neurosurgery academic programs were defined as having an Accreditation Council for Graduate Medical Education (ACGME) neurosurgery residency program (NSRP). Using a Google search, gender, academic rank, postgraduate degrees, academic and clinical titles, and subspecialty were recorded for each neurosurgery faculty. Officer gender was recorded for the top 7 neurosurgery U.S. organizations, 7 subspecialty sections, and 50 state neurosurgical societies. RESULTS: WNS were faculty at 77% (89/115) of ACGME NSRPs and constituted 10% of the workforce (186/1773). WNS residents were in 92% of ACGME NSRPs and constituted 19% of the workforce (293/1515). Two NSRPs (8%) had neither WNS faculty nor WNS residents. Of NSRPs without WNS faculty, 52% (13/25) had a faculty size >10. WNS accounted for 3% of NSRP chair positions. Academic rank of WNS faculty was lower than academic rank of men neurosurgeons faculty (P < 0.05). WNS faculty had a higher number of postgraduate degrees (P < 0.05). Pediatrics was the most common subspecialty (30%) among WNS. Over time, WNS held 1% of the leadership positions within the top 7 U.S. neurosurgery organizations and 7% within the 7 subspecialty sections. Over the past 20 years, 28% (14/50) of U.S. state neurosurgical societies had WNS serve as president. CONCLUSIONS: In 2020, the gender gap for U.S. WNS faculty and residents still exists. By providing informed benchmarks, our study might help neurosurgery organizations, medical school leadership, hiring committees, editors, and conference speakers to plan their next steps.",2021,Mar,World Neurosurg,147,,80-88,,10.1016/j.wneu.2020.12.069,33358734,#12,Feng 2021,"",""
Gender Diversity in Primary Care Sports Medicine Leadership.,Mattson LM; Rosario-Concepcion RA; Hurdle MFB; Pagan-Rosado RD; Clapp AD; Maynard JR,"Diversity, equity, and inclusion have been recognized as important drivers of excellence and innovation in the physician workforce. Given the historical underrepresentation of women in medicine, gender diversity is of interest. In this cross-sectional study, we sought to quantify leadership representation of female physicians in primary care sports medicine settings, including primary care sports medicine fellowship programs, select sports medicine societies, and select sports medicine-related scientific journals. Data were collected by querying the corresponding web site for each fellowship program, society, and journal and analyzed in a descriptive manner. Results showed that fewer female physicians hold primary care sports medicine leadership roles than men do. This work establishes a baseline for female representation in primary care sports medicine leadership; efforts should continue to increase the presence of women in leadership positions.",2022,Aug,Curr Sports Med Rep,21,8,303-308,,10.1249/JSR.0000000000000979,35946849,#13,Mattson 2022,"",""
Gynecologic oncology fellowship leadership trends by gender.,Rodriguez Yanes N; Vilariño V; Rodriguez GF; Rosete OJ; Zippi Z; Schachner B; Schlumbrecht MP,"Our objective was to examine the educational, research, and leadership trends among gynecologic oncology (GYO) fellowship program directors (PD) and how these vary by gender. PDs were identified using the Society of Gynecologic Oncology Fellowship Directory. Surveys were sent to PDs' emails to obtain information about demographics, education, and research background. Publicly available data and institutional biographies were used to supplement primary survey data for incomplete responses or survey non-responders. Scopus was used to determine the h-index and number of publications and citations for each PD. Parametric data were compared using unpaired two-tailed t-tests. Chi-square and Fisher's exact tests were performed for categorical data. The significance level was p < 0.05. Approximately one-half of PDs were female (50.8%). Female PDs had a younger mean age than male PDs (46.4 years vs 51.9 years, p = 0.0014). The average overall h-index was 22 (SD = 14.5) and the average number of publications was 71.2 (SD = 63.3). The average h-index was higher in male PDs than females (27.8 vs 16.3, p = 0.0012), as were the number of publications (97.3 vs 45.8, p = 0.0008). Differences exist among GYO PDs by gender. While research productivity may be reflective of age, gender-based equity in research time should be further explored.",2023,Oct,Gynecol Oncol Rep,49,,101256,,10.1016/j.gore.2023.101256,37636494,#14,RodriguezYanes 2023,"",""
Women in Academic Pathology: Pathways to Department Chair.,Lipscomb MF; Bailey DN; Howell LP; Johnson R; Joste N; Leonard DGB; Markwood P; Pinn VW; Powell D; Thornburg M; Zander DS,"The Association of Pathology Chairs, an organization of American and Canadian academic pathology departments, has a record percent of women department chairs in its ranks (31%), although still not representative of the percent of women pathology faculty (43%). These women chairs were surveyed to determine what had impeded and what had facilitated their academic advancement before becoming chairs. The 2 most frequently identified impediments to their career advancement were heavy clinical loads and the lack of time, training, and/or funding to pursue research. Related to the second impediment, only one respondent became chair of a department which was in a top 25 National Institutes of Health-sponsored research medical school. Eighty-nine percent of respondents said that they had experienced gender bias during their careers in pathology, and 31% identified gender bias as an important impediment to advancement. The top facilitator of career advancement before becoming chairs was a supportive family. Strikingly, 98% of respondents have a spouse or partner, 75% have children, and 38% had children younger than 18 when becoming chairs. Additional top facilitators were opportunities to attend national meetings and opportunities to participate in leadership. Previous leadership experiences included directing a clinical service, a residency training program, and/or a medical student education program. These results suggest important ways to increase the success of women in academic pathology and increasing the percent of women department chairs, including supporting a family life and providing time, encouragement and resources for research, attending national meetings, and taking on departmental leadership positions.",2021,Jan-Dec,Acad Pathol,8,,23742895211010322,,10.1177/23742895211010322,35155746,#15,Lipscomb 2021,"",""
Leadership Programs for Academic Women: Building Self-Efficacy and Organizational Leadership Capacity.,Ford AY; Dannels S; Morahan P; Magrane D,"Background: Although numerous programs have evolved to develop leadership skills in women, few have conducted rigorous longitudinal evaluation of program outcomes. The purpose of this evaluation study is to measure the continuing impact of the Hedwig van Ameringen Executive Leadership in Academic Medicine (ELAM(®)) program in its third decade of operation and to compare outcomes for graduates across the two programs (ELAM and Executive Leadership in Academic Technology, Engineering and Science [ELATES at Drexel(®)]), using a revised Leadership Learning and Career Development (LLCD) Survey. Methods: The LLCD survey was administered to program graduates between 2013 and 2016 upon entry, immediately after graduation, and 2 years after program completion. Two-way mixed effects analysis of variances were used to analyze differences between programs and changes over time. Descriptive statistics and narrative responses were analyzed for trends and themes. Results: Of 287 graduates, 69% responded to all three survey administrations. Respondents rated competencies in strategic finance, organizational dynamics, communities of leadership practice, and personal and professional leadership development as highly important at all points of measurement. Ratings of ability to conduct the selected competencies (i.e., self-efficacy), increased during the program and were maintained over the 2 years that followed. Applications and offers for leadership positions increased over the course of the program and the subsequent 2 years. Respondents showed a strong preference for serving the institution that both sponsored their participation in the leadership program development and supported their continuing contributions to the institution. Personal development goals became more elaborated, institutionally focused, and strategic. Conclusions: The findings support the effectiveness of two national leadership programs in supporting growth and maintenance of graduates' self-efficacy as they advanced in institutional leadership roles. The findings also provide practical direction for leadership professional development curricula and institutional support that can help to decrease the gender gap in academic leadership.",2021,May,J Womens Health (Larchmt),30,5,672-680,,10.1089/jwh.2020.8758,33064580,#16,Ford 2021,"",""
Diversity of leadership in academic emergency medicine: Are we making progress?,Linden JA; Baird J; Madsen TE; Rounds K; Lall MD; Raukar NP; Fang A; Lin M; Sethuraman K; Dobiesz VA,"BACKGROUND: Faculty who identify as women or racial/ethnic groups underrepresented in medicine (URiM) are less likely to occupy senior leadership positions or be promoted. Recent attention has focused on interventions to decrease this gap; thus, we aim to evaluate changes in leadership and academic promotion for these populations over time. METHODS: Successive cross-sectional observational study of six years (2015 to 2020) of data from the Academy of Administrators/Association of Academic Chairs of Emergency Medicine- Benchmark Survey. Primary analyses focused on gender/URiM differences in leadership roles and academic rank. Secondary analysis focused on disparities during the first 10 years of practice. Statistical modeling was conducted to address the primary aim of assessing differences in gender/URiM representation in EM leadership roles/rank over time. RESULTS: 12,967 responses were included (4589 women, 8378 men). Women had less median years as faculty (7 vs 11). Women and URiM were less likely to hold a leadership role and had lower academic rank with no change over the study period. More women were consistently in the early career cohort (within 10 years or less as faculty) : 2015 =-75.0% [95% CI:± 3.8%] v 61.4% [95% CI:± 3.0%]; 2020 =-75.1% [95% CI: ± 2.9%] v 63.3%, [95% CI:: ± 2.5%]. Men were significantly more likely to have any leadership role compared to women in 2015 and 2020 (2015 = 54.3% [95% CI: ± 3.1%] v 44.8%, [95% CI: ± 4.3%]; 2020 = 43.1% [95% CI:± 2.5%] v 34.8 [95% CI:± 3.1%]). Higher academic rank (associate/professor) was significantly more frequent among early career men than women in 2015 (21.1% [95% CI:± 2.58%] v 12.9%; [95% CI:± 3.0%]) and 2020 (23.1% [95% CI:± 2.2%] v 17.4%; [95% CI:± 2.5%]). CONCLUSIONS: Disparities in women and URiM faculty leadership and academic rank persist, with no change over a six-year time span. Men early career faculty are more likely to hold leadership positions and be promoted to higher academic rank, suggesting early career inequities must be a target for future interventions.",2022,Jul,Am J Emerg Med,57,,6-13,,10.1016/j.ajem.2022.04.009,35462120,#17,Linden 2022,"",""
Salary disparities based on gender in academic emergency medicine leadership.,Wiler JL; Wendel SK; Rounds K; McGowan B; Baird J,"OBJECTIVE: There are significantly fewer women than men in leadership roles in health care. Previous studies have shown that, overall, male physicians earn nearly $20,000 more annually than their female physician colleagues after adjusting for confounding factors. However, there has not been a description of physician leadership compensation in relation to gender. METHODS: This was a successive cross-sectional observation study design of 154 emergency departments in the United States from 5 years (2013, 2015-2018) using Association of Academic Chairs in Emergency Medicine and Academy of Administrators in Academic EM survey data. The primary variable of interest, leadership role, was attained by recoding the survey responses to assign primary job duty into four main categories: no leadership role, operations leadership, education leadership, and executive leadership. RESULTS: Overall, 8820 responses were included. Across all survey years, the mean (±SD) percentage of women in any leadership role was significantly less than men (44.5% [95% CI: 42.8, 46.2%] vs. 55.3% [95% CI: 54.1, 56.5%]). Women in leadership roles worked more clinical hours than men in the same position (female median = 1008, male median = 960). Women also had significantly lower salaries than men at each of the 5-year time points that data are reported, with unadjusted mean salary differences of -$54,409 per year for executives, -$27,803 for operational leaders, and -$17,803 for education leaders. CONCLUSIONS: Female physicians hold fewer leadership roles in academic emergency medicine (EM), and when they do, they work more clinical hours and are paid less than male physicians. As a specialty, EM should continue to investigate and report on gender achievement disparities as work is done to rectify the system inequalities.",2022,Mar,Acad Emerg Med,29,3,286-293,,10.1111/acem.14404,34689369,#18,Wiler 2022,"",""
Leadership and Impostor Syndrome in Surgery.,Iwai Y; Yu AYL; Thomas SM; Fayanju OA; Sudan R; Bynum DL; Fayanju OM,"BACKGROUND: Impostor syndrome is an internalized sense of incompetence and not belonging. We examined associations between impostor syndrome and holding leadership positions in medicine. STUDY DESIGN: A cross-sectional survey was distributed to US physicians from June 2021 to December 2021 through medical schools and professional organizations. Differences were tested with the chi-square test and t -test for categorical and continuous variables, respectively. Logistic regression was used to identify factors associated with holding leadership positions and experiencing impostor syndrome. RESULTS: A total of 2,183 attending and retired physicians were included in the analytic cohort; 1,471 (67.4%) were in leadership roles and 712 (32.6%) were not. After adjustment, male physicians were more likely than women to hold leadership positions (odds ratio 1.4; 95% CI 1.16 to 1.69; p < 0.001). Non-US citizens (permanent resident or visa holder) were less likely to hold leadership positions than US citizens (odds ratio 0.3; 95% CI 0.16 to 0.55; p < 0.001). Having a leadership position was associated with lower odds of impostor syndrome (odds ratio 0.54; 95% CI 0.43 to 0.68; p < 0.001). Female surgeons were more likely to report impostor syndrome compared to male surgeons (90.0% vs 67.7%; p < 0.001), an association that persisted even when female surgeons held leadership roles. Similar trends were appreciated for female and male nonsurgeons. Impostor syndrome rates did not differ by race and ethnicity, including among those underrepresented in medicine, even after adjustment for gender and leadership role. CONCLUSIONS: Female physicians were more likely to experience impostor syndrome than men, regardless of specialty or leadership role. Although several identity-based gaps persist in leadership, impostor syndrome among racially minoritized groups may not be a significant contributor.",2023,Oct,J Am Coll Surg,237,4,585-595,,10.1097/XCS.0000000000000788,37350479,#19,Iwai 2023,"",""
Women in leadership in orthopaedic sports medicine societies throughout the world.,Tanguilig G; Meyers J; Ierulli VK; Hiemstra L; Mulcahey MK,"OBJECTIVES: The proportion of women in orthopaedic surgery is low compared to other specialties, despite equal numbers of male and female students entering the medical profession. This gender disparity persists across various aspects of orthopaedic sports medicine, such as academic leadership, medical education, and on the sidelines. The purpose of this study was to conduct a comprehensive and updated global analysis of female representation in leadership positions within orthopaedic sports medicine and arthroscopy societies throughout the world. METHODS: Publicly available websites for orthopaedic sports medicine societies throughout the world were evaluated. For societies that met inclusion criteria, the following data were collected: types of leadership positions available and breakdown of male and female orthopaedic surgeons in those positions. RESULTS: There were a total of 55 societies analyzed from North America (5, 9.1%), South America (8, 14.5%), Europe (18, 32.7%), Asia (13, 23.6%), Africa (2, 3.6%), the Middle East (3, 5.5%) and Australia (3, 5.5%), as well as 3 international societies (5.5%). North America had the highest percentage of women in leadership positions with 19 of 97 positions (19.6%), followed by international societies with 11 of 92 (12.0%) positions filled by women. The Middle East and Australia had the fewest number of women, with all-male leadership. Globally, female orthopaedic surgeons served in 11 of 181 (6.1%) board of directors positions, 16 of 192 (8.3%) executive committees positions, 17 of 143 (11.9%) committee chair positions, 2 of 18 (11.1%) officer positions, 1 of 12 (8.3%) council positions, and 2 of 7 (28.6%) spokesperson positions. CONCLUSION: While some countries have higher representation than others, the number of women in leadership positions in orthopaedic sports medicine societies throughout the world is significantly less than their male counterparts. While this is a preliminary analysis, future studies should aim to evaluate these trends over time. Providing equitable opportunities for women to rise into high-ranking positions in orthopaedic sports medicine may contribute to the interest of women and other minorities in the field of sports medicine and help improve diversity. LEVEL OF EVIDENCE: Level V.",2024,Jun,J ISAKOS,9,3,438-443,,10.1016/j.jisako.2024.02.009,38403193,#20,Tanguilig 2024,"",""
Diversity of physicians in leadership and academic positions in Alberta: a cross-sectional survey.,Ruzycki SM; Roach P; Ahmed SB; Barnabe C; Holroyd-Leduc J,"BACKGROUND: Efforts to reduce barriers and disparities faced by marginalised physicians are limited by a lack of data on the current diversity of the Canadian physician workforce. We aimed to characterise the diversity of the Albertan physician workforce. METHODS: This cross-sectional survey, open to all Albertan physicians from 1 September 2020 to 6 October 2021, measured the proportion of physicians from traditionally under-represented groups, including those with diverse gender identities, disabilities and from racial minorities. RESULTS: There were 1087 respondents (9.3% response rate); of whom 33.4% identified as cisgender men (n=363), 46.8% as cisgender women (n=509) and less than 3% as gender diverse. Fewer than 5% were members of the LGBTQI2S+community. Half were white (n=547), 4.6% were black (n=50) and fewer than 3% were Indigenous or Latinx. Over one-third reported a disability (n=368, 33.9%). There were 303 white cisgender women (27.9%), 189 white cisgender men (17.4%), 136 black, Indigenous or person of colour (BIPOC) cisgender men (12.5%) and 151 BIPOC cisgender women (13.9%). Compared with BIPOC physicians, white participants were over-represented in leadership positions (64.2% and 32.1%; p=0.06) and academic roles (78.7% and 66.9%; p<0.01). Cisgender women had less often applied for academic promotion than cisgender men (85.4% and 78.3%, respectively, p=0.01), and BIPOC physicians had been denied promotion more frequently (7.7% compared with 4.4%; p=0.47). CONCLUSION: Many Albertan physicians may experience marginalisation through at least one protected characteristic. There were race-based and gender-based differences in experiences of medical leadership and academic promotion which may explain observed disparities in these positions. To increase diversity and representation in medicine, medical organisations should focus on inclusive cultures and environments. Universities should focus efforts on supporting BIPOC physicians, especially BIPOC cisgender women, in applying for promotion.",2022,Dec,BMJ Lead,6,4,278-285,,10.1136/leader-2021-000554,36794601,#21,Ruzycki 2022,"",""
Gender Diversity in Hand Surgery Leadership.,Brisbin AK; Chen W; Goldschmidt E; Smith BT; Bourne DA,"BACKGROUND: Diversity in leadership drives innovation; however, women are underrepresented in leadership positions across academic medicine. The aim of this study was to assess the current gender representation in hand surgery leadership positions. METHODS: This was a cross-sectional analysis of leaders in hand surgery. Leaders were defined as President, Board and Committee members of the American Society for Surgery of the Hand and the American Association for Hand Surgery, as well as hand surgery fellowship program directors and physician lead editors of peer-reviewed hand journals. The representation of women in leadership was compared to the percentage of female hand fellows over the same period. Years in practice, academic rank, additional degrees, h-index, m-index, National Institutes of Health (NIH) funding, publications, and citations were compared between male and female leaders. RESULTS: Twenty-nine of 213 leadership positions (13.6%) are held by women which is fewer than would be expected based on hand surgery fellowship composition. Female leaders were earlier in practice than their male counterparts (13.5 ± 5.7 versus 20.8 ± 11.1 years, P < .01). Women were more likely to hold position of assistant professor and less likely to be full professors (P < .05). There was no gender difference in NIH funding, h-index, m-index, publications, or citations. The greatest gender disparity was at the level of National Society President, which is a title held by only 2 women and 119 men. CONCLUSIONS: Gender disparities in hand surgery exist and are accentuated at the leadership level. Further work is needed to decrease leadership promotion disparities between men and women.",2023,Oct,Hand (N Y),18,7,1200-1207,,10.1177/15589447211038679,35272512,#22,Brisbin 2023,"",""
