Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
On the current state of deep learning for news recommendation,"Amir, N.; Jabeen, F.; Ali, Z.; Ullah, I.; Jan, A.U.; Kefalas, P.","The exponential outbreak of news articles makes it troublesome for the readers to find, select and read the most relevant ones and alleviate the resulting information and cognitive overload problems. In recent years, various deep learning (DL) models were developed to recommend personalized quality news articles and support readers. Yet, no survey paper highlights the strengths, weaknesses, and trends of news recommendation models employing DL methods. This survey fills this gap in the literature by identifying the current state of DL-based news recommendation methods. Specifically, it covers (1) the classification of DL-based news recommendation models, (2) their performance comparison, and (3) the essential issues faced by these models. It discusses the most commonly used datasets, evaluation methods, and implications for researchers working in this area.",2023,/,Artificial Intelligence Review,,,1101-44,,10.1007/s10462-022-10191-8,,#734,Amir 2023,"",""
"Quantitative approach to collaborative learning: Performance prediction, individual assessment, and group composition","Ling Cen; Ruta, D.; Powell, L.; Hirsch, B.; Ng, J.","The benefits of collaborative learning, although widely reported, lack the quantitative rigor and detailed insight into the dynamics of interactions within the group, while individual contributions and their impacts on group members and their collaborative work remain hidden behind joint group assessment. To bridge this gap we intend to address three important aspects of collaborative learning focused on quantitative evaluation and prediction of group performance. First, we use machine learning techniques to predict group performance based on the data of member interactions and thereby identify whether, and to what extent, the group’s performance is driven by specific patterns of learning and interaction. Specifically, we explore the application of Extreme Learning Machine and Classification and Regression Trees to assess the predictability of group academic performance from live interaction data. Second, we propose a comparative model to unscramble individual student performances within the group. These performances are then used further in a generative mixture model of group grading as an explicit combination of isolated individual student grade expectations and compared against the actual group performances to define what we coined as collaboration synergy - directly measuring the improvements of collaborative learning. Finally the impact of group composition of gender and skills on learning performance and collaboration synergy is evaluated. The analysis indicates a high level of predictability of group performance based solely on the style and mechanics of collaboration and quantitatively supports the claim that heterogeneous groups with the diversity of skills and genders benefit more from collaborative learning than homogeneous groups.",2016,06/,International Journal of Computer-Supported Collaborative Learning,11,2,187-225,,10.1007/s11412-016-9234-6,,#735,LingCen 2016,"",""
The OU-ISIR Large Population Gait Database with real-life carried object and its performance evaluation,"Uddin, Md. Zasim; Ngo, Thanh Trung; Makihara, Yasushi; Takemura, Noriko; Li, Xiang; Muramatsu, Daigo; Yagi, Yasushi","In this paper, we describe the world’s largest gait database with real-life carried objects (COs), which has been made publicly available for research purposes, and its application to the performance evaluation of vision-based gait recognition. Whereas existing databases for gait recognition include at most 4007 subjects, we constructed an extremely large-scale gait database that includes 62,528 subjects, with an equal distribution of males and females, and ages ranging from 2 to 95 years old. Moreover, whereas existing gait databases consider a few predefined CO positions on a subject’s body, we constructed a database that contained unconstrained variations of COs being carried in unconstrained positions. Additionally, gait samples were manually classified into seven carrying status (CS) labels. The extremely large-scale gait database enabled us to evaluate recognition performance under cooperative and uncooperative settings, the impact of the training data size, the recognition difficulty level of the CS labels, and the possibility of the classification of CS labels. Particularly, the latter two performance evaluations have not been investigated in previous gait recognition studies. © 2018, The Author(s).",2018,,IPSJ Transactions on Computer Vision and Applications,10,1,,,10.1186/s41074-018-0041-z,,#736,Uddin 2018,"",""
The OU-ISIR Gait Database comprising the Large Population Dataset with Age and performance evaluation of age estimation,"Xu, Chi; Makihara, Yasushi; Ogi, Gakuto; Li, Xiang; Yagi, Yasushi; Lu, Jianfeng","In this paper, we describe the world’s largest gait database, the ""OU-ISIR Gait Database, Large Population Dataset with Age (OULP-Age)"" and its application to a statistically reliable performance evaluation of gait-based age estimation. Whereas existing gait databases include only 4016 subjects at most, we constructed an extremely large-scale gait database that includes 63,846 subjects (31,093 males and 32,753 females) with ages ranging from 2 to 90 years old. Benchmark algorithms of gait-based age estimation were then implemented to evaluate statistically significant performance differences. Additionally, the dependence of gait-based age estimation performance on gender and age group, in addition to the number of training subjects, was investigated to provide several insights for future research on the topic. © 2017, The Author(s).",2017,,IPSJ Transactions on Computer Vision and Applications,9,1,,,10.1186/s41074-017-0035-2,,#737,Xu 2017,"",""
Performance-based testing for ICT skills assessing: a case study of students and teachers’ ICT skills in Finnish schools,"Kaarakainen, M.-T.; Kivinen, O.; Vainio, T.","Skills enabling and ensuring universal access to information have been investigated intensively during the past few years. The research results provide knowledge on the differences and digital divides. When examining ICT skill levels, the accuracy of assessment is one of the key issues to address the results and gain the applicable data for appropriate interventions to enhance digital inclusion. To date, ICT skill assessment is based mainly on self-reports and subjective evaluations. However, as previous studies have shown, people tend to overrate or underrate their own levels of competence. Thus, novel performance-based approach for assessing ICT skills is presented in this paper. The ICT skill test contains 42 tasks grouped into 17 ICT fields. The study was conducted with upper comprehensive and upper secondary level school students (n = 3159) and their teachers (n = 626) during years 2014–2016 in Finland. Using factor analysis, three ICT skills factors were created: basic digital skills, advanced technical skills, and professional ICT skills. The performance in the ICT skill test was also divided by gender, as the male students and teachers outperformed the female students and teacher. Outperformance also occurred by educational level, as both upper secondary level students and teachers were seen as possessing higher-level ICT skills than students and teachers at the comprehensive level. We thus argue that to compare the ICT skills and the validity of the assessments, we needed to ensure consistent assessment for both students and teachers. In addition, in order to diminish the ICT skill gap among students, interventions using formal education are urgently needed, and in particular, more attention should be given to both teacher training and in-service training.",2018,06/,Universal Access in the Information Society,17,2,349-60,,10.1007/s10209-017-0553-9,,#738,Kaarakainen 2018,"",""
Distribution of Bioelectrical Impedance Vector Analysis and Phase Angle in Korean Elderly and Sarcopenia,"Jiang, Fang-Lin; Tang, Saizhao; Eom, Seon-Ho; Lee, Jae-Young; Chae, Ji Heon; Kim, Chul-Hyun","Purpose: This study aimed to verify whether bioelectrical impedance vector analysis (BIVA) can support the clinical evaluation of sarcopenia in elderly individuals and evaluate the relationships between phase angle (PhA), physical performance, and muscle mass. Methods: The sample comprised 134 free-living elderly individuals of both sexes aged 69–91 years. Anthropometric parameters, grip strength, dual-energy X-ray absorptiometry findings, bioimpedance analysis results, and physical performance were also measured. The impedance vector distributions were evaluated in elderly individuals using BIVA. Results: BIVA revealed significant differences between the sarcopenia and non-sarcopenia groups (both sexes). The sarcopenia group had a significantly lower PhA than the non-sarcopenia group in both sexes (p 2 and physical performance in males. Conclusion: BIVA can be used as a field assessment method in elderly Koreans with sarcopenia. PhA is a good indicator of muscle strength, muscle quality, and physical performance in males. These methods can help diagnose sarcopenia in elderly individuals with reduced mobility. © 2023 by the authors.",2023,,Sensors,23,16,,,10.3390/s23167090,,#739,Jiang 2023,"",""
Researchers' attitudes towards the <i>h</i>-index on Twitter 2007-2020: criticism and acceptance,"Thelwall, M.; Kousha, K.","The h-index is an indicator of the scientific impact of an academic publishing career. Its hybrid publishing/citation nature and inherent bias against younger researchers, women, people in low resourced countries, and those not prioritizing publishing arguably give it little value for most formal and informal research evaluations. Nevertheless, it is well-known by academics, used in some promotion decisions, and is prominent in bibliometric databases, such as Google Scholar. In the context of this apparent conflict, it is important to understand researchers' attitudes towards the h-index. This article used public tweets in English to analyse how scholars discuss the h-index in public: is it mentioned, are tweets about it positive or negative, and has interest decreased since its shortcomings were exposed? The January 2021 Twitter Academic Research initiative was harnessed to download all English tweets mentioning the h-index from the 2006 start of Twitter until the end of 2020. The results showed a constantly increasing number of tweets. Whilst the most popular tweets unapologetically used the h-index as an indicator of research performance, 28.5% of tweets were critical of its simplistic nature and others joked about it (8%). The results suggest that interest in the h-index is still increasing online despite scientists willing to evaluate the h-index in public tending to be critical. Nevertheless, in limited situations it may be effective at succinctly conveying the message that a researcher has had a successful publishing career.",2021,/,Scientometrics,126,6,5361-8,,10.1007/s11192-021-03961-8,,#740,Thelwall 2021,"",""
Two decades of research on board gender diversity and financial outcomes: Mapping heterogeneity and future research agenda,"Laique, U.; Abdullah, F.; Rehman, I.U.; Sergi, B.S.","This study seeks to comprehend the sources of substantial heterogeneity in the findings of board gender diversity and firm financial performance over the last two decades. We present an explanatory framework primarily ignored in previous review studies and chronologically review theoretical perspectives, analytical frameworks, measures, associations, and methodologies from 1996 to 2022. We employ a four-step systematic review methodology and a three-point thematic analysis framework. Our findings provide an explanatory framework outlining various channels that impede and facilitate the impact of board gender diversity on firms' financial outcomes. Our review reveals a plethora of descriptive studies that focused solely on one rather than multiple theoretical perspectives, which is a potential limitation and the root cause of heterogeneity in existing study findings. Heterogeneity is also linked with differences across studies in capturing firm performance, statistical inquiry, periods of studies, study samples, gender diversity of independent board members, family or non-family affiliations, omitted variable bias, the proportion of women directors on corporate boards, and economic contexts. Another reason for disparities in existing research is that gender diversity is not the only measure of diversity. Consequently, it is unclear when and which kind of board diversity measure should capture a firm's financial performance. We highlight the significance of the complexity perspective to address the limitation of measuring firm financial performance intently as a function of BGD from a singular theoretical perspective. Further, to better understand the antecedents of BGD, studies should use psychological and behavioural perspectives via an interview-based research design to encapsulate the team and individual attributes of BGD. Based upon our review, we suggest that future research should consider cultural differences to understand the antecedents of BGD on firm financial performance. © 2023 John Wiley & Sons, Ltd and ERP Environment.",2023,/,Corporate Social Responsibility and Environmental Management,,,2121-44,,10.1002/csr.2510,,#741,Laique 2023,"",""
Comprehensive evaluation of farmland water conservancy facilities supply performance considering differential farmer income,"Jia, Xiaohu; Ma, Hengyun; Zhu, Yuchun","The evaluation index system of farmland water conservancy facilities' supply level was constructed in this paper, and the factor analysis method was adopted to evaluate the supply level. The min-max standardization process was then used to standardize the supply level and farmers' satisfaction for 180 villages investigated, the values were taken between 0 and 1, and then the mean values of the two were taken to characterize the supply performance of farmland water conservancy facilities. Finally, the hierarchical linear model was used to investigate the effect of influencing factors on farmland water conservancy facilities' supply performance from village level and farmer level, and analyze the way of influencing factors to affect irrigation facilities' supply performance, especially the farmers' agricultural income differences. Research shows that farmland water conservancy facilities' supply level in China is below the international average level, farmers' satisfaction of farmland water conservancy facilities has not reached rational expectations, and there is still great room for the farmland water conservancy facilities' supply performance to improve. The empirical analysis of the zero model suggests that there are differences in the supply performance of farmland water conservancy facilities between different villages, and the factors of villages and farmers affect the supply performance of farmland water conservancy facilities jointly, 48.8% caused by the factors of villages. Random intercept model was used to analyze the influence degree and direction of factors of villages and farmers. From the factors of villages, the number of motor-pumped wells, the length of channel and the collection rate of water fee have a significant positive effect on farmland water conservancy facilities' supply performance. The effect of agricultural income difference is significant at 5% level, and presents an inverted U-shaped relationship, and the distance away from the county doesn't have a significant influence on the farmland water conservancy facilities' supply performance. From the factors of farmers, the attention given by the government, the management of farmland water conservancy facilities, the changes of farmland water conservancy facilities in recent 5 years, comparison situation with nearby villages, convenience of irrigation and the satisfied degree to requirement of farmers have a significant positive influence on the supply performance of farmland water conservancy facilities; whether children attend school has a significant negative influence on the supply performance of farmland water conservancy facilities. Age, gender, education level, whether or not to be village cadres, the maintenance of farmland water conservancy facilities, supply mode and evaluation of water price don't have a significant influence on the supply performance of farmland water conservancy facilities. Using 3 different methods to measure farmers' income difference, the relationship between farmers' income difference and farmland water conservancy facilities' supply performance is consistent. Under the condition of no change of the direction and significance of the other variables, farmers' income differences measured by 3 indicators all keep an inverted U-shaped relationship with farmland water conservancy facilities' supply performance. This study can provide a reference for promoting the improvement of farmland water conservancy facilities' supply performance. © 2018, Editorial Department of the Transactions of the Chinese Society of Agricultural Engineering. All right reserved.",2018,,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,34,17,1-8,,10.11975/j.issn.1002-6819.2018.17.001,,#742,Jia 2018,"",""
Gap theory based performance analysis: A case study of an Indian hostel building with passive architectural character,"Valiyappurakkal, V.K.","Meeting diversified expectations of users is a constant challenge. Only limited studies examine the perception as expectation and satisfaction of hostel building indoor environments, especially in India. This identified research gap is addressed in this study to propose a systematic indicative post-occupancy evaluation method using gap theory under the SERVQUAL model. Through site visits and focus group meetings, six main performance aspects of the hostel’s facilities were identified: visual comfort, thermal comfort, aural comfort, fire safety, hygiene, and communication. Further, a perception survey had conducted for 234 users. The thermal and hygiene aspects had shown the least expectation and satisfaction, while fire safety was the highest. This gives the idea of the preconception of users on aspects. Further, the perceptions were evaluated based on user subgroups such as gender (male and female), room type (single and double), academic year (1 and > 1), and course (UG and PG). The results show that females, single rooms, academic year > 1, and PG hold expectations higher. The service gaps range from -0.09 (fire) to -1.05 (hygiene), where this gap can be reversed. Cubic regression models were used to explain the proportion of users against change in performance gap under the aspects. This could be used for benchmarking for similar projects. This methodology can be adopted for hostel buildings for perception studies. [All rights reserved Elsevier].",2021,,Journal of Building Engineering,41,,102395 (10 pp.),,10.1016/j.jobe.2021.102395,,#743,Valiyappurakkal 2021,"",""
ResneXt-Lenet: A hybrid deep learning for epileptic seizure prediction,"Borhade, R.R.; Barekar, S.S.; Ohatkar, S.N.; Mathurkar, P.K.; Borhade, R.H.; Bangare, P.M.","Encephalopathy is the result of epilepsy, which is defined as recurring seizures. Around the world, almost 65 million people suffer with epilepsy. Because an epileptic seizure involves a crucial clinical element and a clear contradiction with everyday activities, it can be difficult to predict it. The electroencephalogram (EEG) has been the established signal for clinical evaluation of brain activities. So far, several methodologies for the detection of epileptic seizures have been proposed but have not been effective. To bridge this gap, a powerful model for epileptic seizure prediction using ResneXt-LeNet is proposed. Here, a Kalman filter is used to preprocess the EEG signal to reduce noise levels in the signal. Then, feature extraction is performed to extract features, such as statistical and spectral. Feature selection is done using Fuzzy information gain that suggests appropriate choices for future processing, and finally, seizure prediction is done using hybrid ResneXt-LeNet, which is a combination of ResneXt and Lenet. The proposed ResneXt-LeNet achieved excellent performance with a maximum accuracy of 98.14%, a maximum sensitivity of 98.10%, and a specificity of 98.56%.",2024,/,Intelligent Decision Technologies,18,3,1675-93,,10.3233/IDT-240923,,#745,Borhade 2024,"",""
Comparative performance evaluation of automated segmentation methods of hippocampus from magnetic resonance images of temporal lobe epilepsy patients,"Hosseini, M.-P.; Nazem-Zadeh, M.-R.; Pompili, D.; Jafari-Khouzani, K.; Elisevich, K.; Soltanian-Zadeh, H.","Purpose: Segmentation of the hippocampus from magnetic resonance (MR) images is a key task in the evaluation of mesial temporal lobe epilepsy (mTLE) patients. Several automated algorithms have been proposed although manual segmentation remains the benchmark. Choosing a reliable algorithm is problematic since structural definition pertaining to multiple edges, missing and fuzzy boundaries, and shape changes varies among mTLE subjects. Lack of statistical references and guidance for quantifying the reliability and reproducibility of automated techniques has further detracted from automated approaches. The purpose of this study was to develop a systematic and statistical approach using a large dataset for the evaluation of automated methods and establish a method that would achieve results better approximating those attained by manual tracing in the epileptogenic hippocampus. Methods: A template database of 195 (81 males, 114 females; age range 32-67 yr, mean 49.16 yr) MR images of mTLE patients was used in this study. Hippocampal segmentation was accomplished manually and by two well-known tools (FreeSurfer and hammer) and two previously published methods developed at their institution [Automatic brain structure segmentation (ABSS) and LocalInfo]. To establish which method was better performing for mTLE cases, several voxel-based, distance-based, and volume-based performance metrics were considered. Statistical validations of the results using automated techniques were compared with the results of benchmark manual segmentation. Extracted metrics were analyzed to find the method that provided a more similar result relative to the benchmark. Results: Among the four automated methods, ABSS generated the most accurate results. For this method, the Dice coefficient was 5.13%, 14.10%, and 16.67% higher, Hausdorff was 22.65%, 86.73%, and 69.58% lower, precision was 4.94%, −4.94%, and 12.35% higher, and the root mean square (RMS) was 19.05%, 61.90%, and 65.08% lower than LocalInfo, FreeSurfer, and hammer, respectively. The Bland-Altman similarity analysis revealed a low bias for the ABSS and LocalInfo techniques compared to the others. Conclusions: The ABSS method for automated hippocampal segmentation outperformed other methods, best approximating what could be achieved by manual tracing. This study also shows that four categories of input data can cause automated segmentation methods to fail. They include incomplete studies, artifact, low signal-to-noise ratio, and inhomogeneity. Different scanner platforms and pulse sequences were considered as means by which to improve reliability of the automated methods. Other modifications were specially devised to enhance a particular method assessed in this study.",2016,01/,Medical Physics,43,1,538-53,,10.1118/1.4938411,,#746,Hosseini 2016,"",""
Wrist joint torque–angle–velocity performance capacity envelope evaluation and modelling,"Ting Xia; Frey-Law, L.A.","A thorough understanding of human physical capability is very important for human factors. Because muscle strength is a function of contraction velocity and joint position, i.e., a three–dimensional, torque–angle–velocity (TAV) relationship, peak torque at the wrist joint was obtained from healthy men and women at angular velocities varying from 0 to 240 deg/sec and across the stretch–free range of motion in the flexion–extension, radio–ulnar deviation, and supination–pronation directions. The corresponding TAV envelope models were developed using the best fit logistic functions to the experimental data. The findings of the study advance our understanding of normative wrist joint strength in multiple planes of motion and highlight the nonlinear relationships with joint position and velocity. These results may help to improve workplace design and risk assessment for musculoskeletal injuries, as well as enable modern digital human models to make more realistic predictions of hand and arm movement and wrist muscle exertion intensities.",2015,/,International Journal of Human Factors Modelling and Simulation,5,1,33-52,,10.1504/IJHFMS.2015.068120,,#748,TingXia 2015,"",""
Evaluation of reliability and concurrent validity of two optoelectric systems used for recording maximum vertical jumping performance versus the gold standard,"Slomka, K.J.; Sobota, G.; Skowronek, T.; Rzepko, M.; Czarny, W.; Juras, G.","The objective of this study was to evaluate the reliability and validity of two alternative systems used for jumping performance measurement. Methods: Two groups of subjects were tested. The first group consisted of 15 male adults (21.3 ± 1.7 years) and the second group consisted of 16 female volleyball players (17.2 ± 0.9 years). We used three different systems of data collection in the study. Two of the used systems are based on optoelectric components. The Optojump Next system is referred to as the optoelectric system, and BTS Smart-E is refered to as the video system. Concurrent validity of these systems was verified with the use of “gold standard” which is force platform. All systems were used to estimate the height of vertical jumps. Results: Both optoelectric systems turned out to be highly reliable with the ICCs = 0.98 for Optojump and 0.9 for BTS Smart. Their concurrent validity with the force platform data was also very high r = 0.99 and r = 0.97, respectively. Conclusions: Comparison of these two systems shows distinct differences between them. Out of the two systems, Optojump system is more suitable for quick and reliable sports testing while when BTS-Smart is better for research and clinical testing.",2017,/,Acta of Bioengineering and Biomechanics,19,2,141-7,,10.5277/ABB-00572-2016-05,,#749,Slomka 2017,"",""
Performance of phalangeal quantitative ultrasound parameters in the evaluation of reduced bone mineral density assessed by DX in patients with 21 hydroxylase deficiency,"Goncalves, Ezequiel M.; Sewaybricker, Leticia E.; Baptista, Fatima; Silva, Analiza M.; Carvalho, Wellington R.G.; Santos, Allan O.; de Mello, Maricilda P.; Lemos-Marini, Sofia H.V.; Guerra-Junior, Gil","The purpose of this study was to verify the performance of quantitative ultrasound (QUS) parameters of proximal phalanges in the evaluation of reduced bone mineral density (BMD) in patients with congenital adrenal hyperplasia due to 21-hydroxylase deficiency (21 OHD). Seventy patients with 21 OHD (41 females and 29 males), aged between 6-27y were assessed. The QUS measurements, amplitude-dependent speed of sound (AD-SoS), bone transmission time (BTT), and ultrasound bone profile index (UBPI) were obtained using the BMD Sonic device (IGEA, Carpi, Italy) on the last four proximal phalanges in the non-dominant hand. BMD was determined by dual energy X-ray (DXA) across the total body and lumbar spine (LS). Total body and LS BMD were positively correlated to UBPI, BTT and AD-SoS (correlation coefficients ranged from 0.59-0.72, p",2014,,Ultrasound in Medicine and Biology,40,7,1414-1419,,10.1016/j.ultrasmedbio.2013.12.027,,#750,Goncalves 2014,"",""
From characteristics to practical applications of skin temperature in thermal comfort research – A comprehensive review,"Zhao, Jiaqi; Wang, Rui; Wu, Yeyu; Zhao, Chaoyi; Qi, Yun; Li, Sishi; Jiang, Haihua; Cao, Bin","Skin temperature is a widely used physiological parameter in thermal comfort research. It serves as an indicator of personnel's thermal comfort and has the potential to guide the regulation of thermal conditions in future indoor environment designs. This study reviews relevant publications from 2013 to late 2023, focusing on population differences in skin temperature (local characteristics, age, gender, etc.), changing characteristics in different environments (dynamic and non-uniform environment, sleep environment, outdoor environment, etc.), and the application of skin temperature in thermal sensation prediction and performance evaluation of devices. This study clarifies the effectiveness of skin temperature in characterizing the thermal state of the human body through a review of existing research. It also proposes directions for future work considering research limitations in personal comfort models and performance evaluation of devices. The study suggests that skin temperature is likely to play a significant role in the future due to the development of technologies such as big data and the Internet of Things. In addition to conducting in-depth research in subdivided fields based on existing research, it is also important to pay attention to standardized data collection and processing. © 2024 Elsevier Ltd",2024,,Building and Environment,262,,,,10.1016/j.buildenv.2024.111820,,#751,Zhao 2024,"",""
OK computer: Worker perceptions of algorithmic recruitment,"Fumagalli, Elena; Rezaei, Sarah; Salomons, Anna","We provide evidence on how workers on an online platform perceive algorithmic versus human recruitment through two incentivized experiments designed to elicit willingness to pay for human or algorithmic evaluation. In particular, we test how information on workers’ performance affects their recruiter choice and whether the algorithmic recruiter is perceived as more or less gender-biased than the human one. We find that workers do perceive human and algorithmic evaluation differently, even though both recruiters are given the same inputs in our controlled setting. Specifically, human recruiters are perceived to be more error-prone evaluators and place more weight on personal characteristics, whereas algorithmic recruiters are seen as placing more weight on task performance. Consistent with these perceptions, workers with good task performance relative to others prefer algorithmic evaluation, whereas those with lower task performance prefer human evaluation. We also find suggestive evidence that perceived differences in gender bias drive preferences for human versus algorithmic recruitment. © 2021",2022,,Research Policy,51,2,,,10.1016/j.respol.2021.104420,,#752,Fumagalli 2022,"",""
Are men better negotiators everywhere? A meta-analysis of how gender differences in negotiation performance vary across cultures,"Shan, W.; Keller, J.; Joseph, D.","Prior research has found that each culture and gender influences negotiation strategies and outcomes, but less is known about their interplay. We integrate these two research streams by providing a meta-analytic review of the interactive impact of gender and culture on negotiation performance. We reviewed 185 studies that reported gender differences in intracultural negotiation performance across 30 societies that varied across seven cultural dimensions. Results showed that Hofstede's individualism–collectivism, GLOBE's in-group collectivism and assertiveness practices, and Schwartz's harmony moderated the gender effect on negotiation performance. We found that in cultures lower in individualism, higher in in-group collectivism practices, lower in assertiveness practices, and higher in harmony, women more likely outperformed men in negotiations. Implications for the role of gender and culture in negotiations and organizations more broadly are discussed.",2019,07/,Journal of Organizational Behavior,40,6,651-75,,10.1002/job.2357,,#753,Shan 2019,"",""
Chemical composition analysis of <i>Angelica sinensis</i> (Oliv.) Diels and its four processed products by ultra-high-performance liquid chromatography coupled with quadrupole-orbitrap mass spectrometry combining with nontargeted metabolomics,"Wang, K.; Liu, X.; Cai, G.; Gong, J.; Guo, Y.; Gao, W.","Angelica sinensis (Oliv.) Diels. has been used for women to enrich the blood, prevent and treat blood deficiency syndrome in Traditional Chinese Medicine for thousands of years. Wine-processed Angelica sinensis, soil-processed Angelica sinensis, oil-processed Angelica sinensis, and charred-processed Angelica sinensis are the most significant four processed products used in Chinese clinic. However, there have been few studies aimed at comparing their chemical differences. Ultra-high-performance liquid chromatography coupled with quadrupole-orbitrap mass spectrometry combining with nontargeted metabolomics was applied to investigate the diversity of processed products of Angelica sinensis. A total of 74 compounds with the variable importance in the projection value more than 1.5 and P less than 0.05 in ANOVA were highlighted as the compounds that contribute most to the discrimination of Angelica sinensis and four processed products. The results showed the metabolic changes between Angelica sinensis and its four processed products, there were 19 metabolites, 3 metabolites, 6 metabolites, and 45 metabolites were tentatively assigned in soil-processed Angelica sinensis, wine-processed Angelica sinensis, oil-processed Angelica sinensis, and charred-processed Angelica sinensis, respectively. These results suggested that the proposed metabolomics approach was useful for the quality evaluation and control of processed products of Angelica sinensis. © 2023 Wiley-VCH GmbH.",2023,/,Journal of Separation Science,46,24,2300473 (15 pp.),,10.1002/jssc.202300473,,#754,Wang 2023,"",""
Inter-rater reliability and test-retest reliability of the foot posture index (FPI-6) for assessing static foot posture in elderly female patients with knee osteoarthritis and its association with quadriceps muscle tone and stiffness,"Shen, X.; Wang, S.; Chen, J.; Li, J.; Li, C.; Xiang, R.; Zhao, C.; Xu, X.","Objective1. To assess the Inter-rater reliability and test-retest reliability of FPI-6 total score and individual scores in static foot posture evaluation among elderly female patients with knee osteoarthritis (KOA), aiming to establish the reliability of the FPI-6 scale. 2. To investigate the disparity between dominant and non-dominant quadriceps characteristics in elderly female KOA patients, as well as explore the correlation between quadriceps characteristics and abnormal foot posture, thereby offering novel insights for the prevention and treatment of KOA.MethodsThe study enrolled a total of 80 lower legs of 40 participants (all female) with unilateral or bilateral KOA, who were assessed by two raters at three different time points. The inter-rater and test-retest reliability of the FPI-6 was evaluated using the intra-class correlation coefficient (ICC), while the absolute reliability of FPI-6 was examined using the standard error of measurement (SEM), minimum detectable change (MDC), and Bland-Altman analysis. The internal consistency of FPI-6 was assessed using Spearman's correlation coefficient. Additionally, MyotonPRO was employed to assess quadriceps muscle tone and stiffness in all participants, and the association between quadriceps muscle tone/stiffness and the total score of FPI-6 was analyzed.ResultOur study found excellent inter-rater and test-retest reliability (ICC values of 0.923 and 0.931, respectively) for the FPI-6 total score, as well as good to excellent reliability (ICC values ranging from 0.680 to 0.863 and 0.739-0.883) for individual items. The SEM and MDC values for the total score of FPI-6 among our study inter-rater were 0.78 and 2.15, respectively. and the SEM and MDC values for the test-retest total score of FPI-6 were found to be 0.76 and 2.11, respectively. Furthermore, the SEM and MDC values between inter-rater and test-retest across six individual items ranged from 0.30 to 0.56 and from 0.84 to 1.56. The Bland-Altman plots and respective 95% LOA showed no evidence of systematic bias. In terms of the mechanical properties of the quadriceps on both sides, the muscle tone and stiffness of rectus femoris (RF), vastus medialis (VM), and vastus lateralis (VL) were significantly higher in the non-dominant leg compared to the dominant leg. Additionally, in the non-dominant leg, there was a significant positive correlation between the muscle tone and stiffness of VM, VL, RF and the total score of FPI-6. However, in the dominant leg, only VM's muscle tone and stiffness showed a significant positive correlation with the total score of FPI-6.ConclusionThe reliability of the FPI-6 total score and its six individual items was good to excellent. Our findings offer a straightforward and dependable approach for researchers to assess foot posture in elderly female patients with KOA. Furthermore, we observed significantly greater quadriceps tension and stiffness in the non-dominant leg compared to the dominant leg. The FPI-6 total score exhibited a significant correlation with changes in quadriceps muscle performance among KOA patients. These observations regarding the relationship between changes in quadriceps muscle performance and foot posture in elderly female KOA patients may provide novel insights for disease prevention, treatment, and rehabilitation. Copyright © 2024 Shen, Wang, Chen, Li, Li, Xiang, Zhao and Xu.",2024,/,Frontiers in Bioengineering and Biotechnology,12,,1385986 (13 pp.),,10.3389/fbioe.2024.1385986,,#755,Shen 2024,"",""
The largest inertial sensor-based gait database and performance evaluation of gait-based personal authentication,"Ngo, Thanh Trung; Makihara, Yasushi; Nagahara, Hajime; Mukaigawa, Yasuhiro; Yagi, Yasushi","This paper presents the largest inertial sensor-based gait database in the world, which is made open to the research community, and its application to a statistically reliable performance evaluation for gait-based personal authentication. We construct several datasets for both accelerometer and gyroscope of three inertial measurement units and a smartphone around the waist of a subject, which include at most 744 subjects (389 males and 355 females) with ages ranging from 2 to 78 years. The database has several advantages: a large number of subjects with a balanced gender ratio, variations of sensor types, sensor locations, and ground slope conditions. Therefore, we can reliably analyze the dependence of gait authentication performance on a number of factors such as gender, age group, sensor type, ground condition, and sensor location. The results with the latest existing authentication methods provide several insights for these factors. © 2013 Elsevier Ltd. All rights reserved.",2014,,Pattern Recognition,47,1,228-237,,10.1016/j.patcog.2013.06.028,,#756,Ngo 2014,"",""
