Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Early-Career Compensation Trends Among Family Physicians,Sanders K.; ; Phillips J.; Fleischer S.; Peterson L.E.,"Purpose: Family medicine incomes are often cited as a key reason for shortages of family physicians. The purpose of this study was to identify family physician income trends and to test how income varies among early-career family physicians. <ovid:br/>Method(s): We used data from the 2016 to 2020 American Board of Family Medicine National Graduate Survey (NGS) collected from early-career family physicians (n = 9566; response rate = 63.9%). The NGS asked practice income, practice activities, practice site, and setting. We performed an income trend analysis and conducted multivariate regression to test for associations of personal and workplace characteristics with income. <ovid:br/>Result(s): Average income across the full sample of early-career family physicians (after inflation adjustments) was $224,292. Overall, income growth outpaced inflation from 2016 to 2020. There are significant differences in income based on personal and work characteristics, and income growth varied dramatically. Notably, women respondents reported earnings of $33,522 below those of men respondents in adjusted models. In addition, the incomes of several groups lagged behind inflation, including those practicing geriatrics (-0.67%), employed by the Indian Health Service (-1.72%), and respondents who identified as Black or African American (-0.85%). Greatest increases in inflationadjusted incomes were observed among those in palliative care (4.61%) and at nonfederal government clinics (4.46%). <ovid:br/>Conclusion(s): Though income is only one factor physicians consider in deciding where and how to work, it is concerning to see lower incomes among groups that traditionally experience shortages (eg, geriatrics and government-associated practice sites). Differences in expected income among family physicians choosing different work may exacerbate workforce challenges.<ovid:br/>Copyright &#xa9; 2023 American Board of Family Medicine. All rights reserved.",2023,/,Journal of the American Board of Family Medicine,36,5,851EP  - 863,2028033537,https://dx.doi.org/10.3122/jabfm.2023.230039R1,37704388,#11,Sanders 2023,"",""
Basic Income and the Status of Women in an Established Gender-Equal Welfare State: Results from the Finnish Basic Income Experiment,Kangas O.; ; Ylikanno M.,"Debates on the gendered effects of universal basic income (UBI) tend to bifurcate into two opposing views. On the one hand, UBI is seen as a strong incentive for women to stay at home and be permanently locked into their care responsibilities. On the other hand, UBI is seen as a tool for empowerment, increasing women's autonomy, fortifying their capacity to act, and guaranteeing their individual income and income security. This paper contributes to these debates by asking if UBI enhances women's empowerment or not. Using the survey data compiled in the context of the Finnish basic income experiment (2017-2018), we compare survey responses from the UBI treatment group (n = 586) and the control group (n = 1047). Our results based on chi<ovid:sup>2</ovid:sup> statistics and regression analyses show that, while UBI did not affect employment, it was positively associated with individual capacities and confidence in various aspects of life. However, these empowering effects were universal and did not differ between women and men. Our results indicate that UBI is not a gender equality-related issue in established gender-equal Nordic welfare states. On the basis of our findings, we also argue that the previous academic discussion on UBI and on results from various experiments is too universalising. It does not pay sufficient attention to the national social policy contexts where experiments have been carried out.<ovid:br/>Copyright &#xa9; 2023 by the authors.",2023,/,International Journal of Environmental Research and Public Health,20,3,1733,2021562788,https://dx.doi.org/10.3390/ijerph20031733,36767105,#12,Kangas 2023,"",non-US
Priority strategies to improve gender equity in Canadian emergency medicine: proceedings from the CAEP 2021 Academic Symposium on leadership,McIlveen-Brown E.; ; Morris J.; Lim R.; Johnson K.; Byrne A.; Bischoff T.; Hurley K.; Mann M.; Menchetti I.; Pardhan A.; Pham C.; Sheppard G.; Zia A.; Chan T.M.,"Objectives: Gender inequities are deeply rooted in our society and have significant negative consequences. Female physicians experience numerous gender-related inequities (e.g., microaggressions, harassment, violence). These inequities have far-reaching consequences on health, well-being and career longevity and may result in the devaluing of various strengths that female emergency physicians bring to the table. This, in turn, has an impact on patient healthcare experience and outcomes. During the 2021 Canadian Association of Emergency Physicians (CAEP) Academic Symposium, a national collaborative sought to understand gender inequities in emergency medicine in Canada. <ovid:br/>Method(s): We used a multistep stakeholder-engagement-based approach (harnessing both quantitative and qualitative methods) to identify and prioritize problems with gender equity in emergency medicine in Canada. Based on expert consultation and literature review, we developed recommendations to effect change for the higher priority problems. We then conducted a nationwide consultation with the Canadian emergency medicine community via online engagement and the CAEP Academic Symposium to ensure that these priority problems and solutions were appropriate for the Canadian context. <ovid:br/>Conclusion(s): Via the above process, 15 recommendations were developed to address five unique problem areas. There is a dearth of research in this important area and we hope this preliminary work will serve as a starting point to fuel further research. To facilitate these scholarly endeavors, we have appended additional documents identifying other key problems with gender equity in emergency medicine in Canada as well as proposed next steps for future research.<ovid:br/>Copyright &#xa9; 2022, The Author(s), under exclusive licence to Canadian Association of Emergency Physicians (CAEP)/ Association Canadienne de Medecine d'Urgence (ACMU).",2022,/,Canadian Journal of Emergency Medicine,24,2,151EP  - 160,2014756199,https://dx.doi.org/10.1007/s43678-021-00245-1,35034336,#13,McIlveen-Brown 2022,"",""
The surgical gender gap: The impact of surgeon gender in medicine and gynecologic surgery,Galhotra S.; ; Smith R.B.; Norton T.; Mahnert N.D.,"Purpose of reviewThe purpose of this review is to summarize the current literature evaluating the effect of surgeon gender on patient outcomes and satisfaction, and the impact of gender bias on female surgeons.Recent findingsThe proportion of female physicians has increased in recent years, especially in Obstetrics and Gynecology. Recent literature assessing this impact supports equivalent or superior medical and surgical outcomes for women surgeons and physicians. It also reveals superior counseling and communication styles as perceived by patients. However, women in medicine receive lower patient ratings in competence, medical knowledge, and technical skills despite the existing evidence. Additionally, female physicians experience pay inequality, limited advancement opportunities, higher prevalence of microaggressions, and higher rates of burnout.SummaryRecognition of gender bias is essential to correcting this issue and improving the negative impact it has on female physicians, our patients, and the field of women's health.<ovid:br/>Copyright &#xa9; 2022 Lippincott Williams and Wilkins. All rights reserved.",2022,/,Current Opinion in Obstetrics and Gynecology,34,4,256EP  - 261,2019538073,https://dx.doi.org/10.1097/GCO.0000000000000788,,#14,Galhotra 2022,"",""
Association Between Workforce Gender Distribution and Lifetime Earning Potential in the Pediatric Subspecialties,Catenaccio E.; ; Rochlin J.M.; Simon H.K.,"Objective: Examine the relationship between the gender distribution of the pediatric subspecialty workforce and lifetime earning potential. <ovid:br/>Method(s): We estimated lifetime earning potential for pediatric academic subspecialists using mean debt and compensation data from national physician surveys for 2019 to 2020 and examined the relationship between the workforce gender composition and lifetime earning potential across the pediatric subspecialties using linear regression analysis. <ovid:br/>Result(s): Subspecialties with a higher proportion of women had lower lifetime earning potential (-$55,215 in lifetime earning potential/1% increase in the percentage of female subspecialists; P value .002, 95% CI -$24,429 to -$86,000). Similarly, a higher proportion of female first-year fellows was associated with lower lifetime earning potential (-$61,808 in lifetime earning potential/1% increase in the percentage of female first-year fellows; P value .026, 95% CI -$9,210 to -$114,405). <ovid:br/>Conclusion(s): Consistent with patterns seen in other areas of adult medicine and surgery, pediatric subspecialties with higher proportions of women, such as adolescent medicine and endocrinology, tended to have lower lifetime earning potentials than subspecialties with higher proportions of men, such as cardiology and critical care. Lower earning subspecialties also tended to train higher proportions of women, suggesting that this trend may worsen over time as pediatrics in general and individual subspecialties in particular become increasingly female predominant.<ovid:br/>Copyright &#xa9; 2022 Academic Pediatric Association",2022,/,Academic Pediatrics,22,7,1153EP  - 1157,2018254152,https://dx.doi.org/10.1016/j.acap.2022.02.012,35219852,#15,Catenaccio 2022,"",""
Measuring and Mitigating Gender-Based Disparities in Earning Potential in Academic Medicine,Socal M.P.; ; Liu A.; Anderson G.F.,,2022,/,JAMA Network Open,5,2,e220074,637286561,https://dx.doi.org/10.1001/jamanetworkopen.2022.0074,35179591,#16,Socal 2022,"",""
Gender differences in medical errors among older patients and inequalities in medical compensation compared with younger adults,Liu P.; ; Yang Y.; Cheng J.,"Background: Despite growing evidence focusing on health inequalities in older adults, inequalities in medical compensation compared with younger adults and gender disparities of medical errors among older patients have received little attention. This study aimed to disclose the aforementioned inequalities and examine the disparities in medical errors among older patients. <ovid:br/>Method(s): First, available litigation documents were searched on ""China Judgment Online"" using keywords including medical errors. Second, we compiled a database with 5,072 disputes. After using systematic random sampling to retain half of the data, we removed 549 unrelated cases. According to the age, we identified 424 and 1,563 cases related to older and younger patients, respectively. Then, we hired two frontline physicians to review the documents and independently judge the medical errors and specialties involved. A third physician further considered the divergent results. Finally, we compared the medical compensation between older and younger groups and medical errors and specialties among older patients. <ovid:br/>Result(s): Older patients experienced different medical errors in divergent specialties. The medical error rate of male older patients was over 4% higher than that of females in the departments of general surgery and emergency. Female older patients were prone to adverse events in respiratory medicine departments and primary care institutes. The incidence of insufficient implementation of consent obligation among male older patients was 5.18% higher than that of females. However, females were more likely to suffer adverse events at the stages of diagnosis, therapy, and surgical operation. The total amount of medical compensation obtained by younger patients was 41.47% higher than that of older patients. <ovid:br/>Conclusion(s): Except for the common medical errors and departments involved, additional attention should be paid to older patients of different genders according to the incidence of medical errors. Setting up the department of geriatrics or specialist hospitals is also an important alternative to improve patient safety for older people. Furthermore, there may be inequality in medical compensation in older patients due to the tort liability law of China.<ovid:br/>Copyright &#xa9; 2022 Liu, Yang and Cheng.",2022,/,Frontiers in public health,10,"(Liu) School of Public Administration, Southwestern University of Finance and Economics, Chengdu, China(Yang) School of Government, Sun Yat-sen University, Guangzhou, China(Cheng) School of Public Administration and Emergency Management, Jinan University,",883822,639225638,https://dx.doi.org/10.3389/fpubh.2022.883822,36211673,#17,Liu 2022,"",""
The Financial Implications of Being a Female Fellow: Does Another Year Help Close the Gap?,Ansert E.; ; Rushing C.J.,"In 2018, the American College of Foot and Ankle Surgeons Compensation and Benefits Survey illustrated a wage gap between male and female doctors of podiatric medicine in the United States. The purpose of the present study was to assess if an additional year of fellowship training closes that gap. To calculate the net present value, weighted mean general income data from female doctors of podiatric medicine with and without fellowship training was obtained. Demographic and clinical income data (based on 2080 hours) for 17 female graduates from 14 American College of Foot and Ankle Surgeons recognized fellowship programs was collected using an anonymous online survey. Income from general payments was collected from manual searches of Open Source Payments. Socioeconomic data from the 2018 American College of Foot and Ankle Surgeons compensation and benefits survey was used to calculate the net present value of the nonfellowship trained doctors of podiatric medicine for comparison. Overall, the net present value of female doctors of podiatric medicine with and without fellowship training was $1.91 million and $2.4 million, respectively. The comparative net present value and cumulative net income difference over 30 years for female doctors of podiatric medicine with and without fellowships was -$492,159.00 and -$820,000.00, respectively. The mean comparative income difference for fellowship trained female doctors of podiatric medicine annually was as follows: clinical (-$26,082.00) and general (+$1101.54). Based on the data, with consideration to the limitations of the study, the financial implications of fellowship on the gender wage gap is currently unclear. Additional research is warranted.<ovid:br/>Copyright &#xa9; 2022 the American College of Foot and Ankle Surgeons",2022,/,Journal of Foot and Ankle Surgery,61,5,991EP  - 995,2016502536,https://dx.doi.org/10.1053/j.jfas.2021.12.026,35039197,#18,Ansert 2022,"",""
The gender earnings gap in medicine: Evidence from Canada,Kralj B.; ; O'Toole D.; Vanstone M.; Sweetman A.,"Despite the gender gap in physician earnings being of concern to many in Canada, its existence is far from universally accepted and there are no studies covering all physicians/regions or addressing earnings rather than billings. This may explain the lack of serious consideration or remedial action by medical associations and governments in negotiations, or tariff and compensation processes. Our study employs 2016 Canadian Census data linked to Canada Revenue Agency taxation records. Rather than focusing on gross billings, we model physician net earnings (after overhead expenses and controlling for hours/weeks of work) including dividends from corporations. Using OLS, and unconditional quantile regression to document the gap across the earnings distribution, we observe that Canadian female physicians, on average, earn 9.3% less than their male counterparts. The average adjusted gap is slightly smaller for family physicians (8.5%) than other specialists (10.2%). Beyond averages, at the top of the income distribution the gap is double that at the median for both family physicians and other specialists. The gap also varies across provinces, from 6.6% in Quebec to 19.8% in Manitoba. Although our results yield somewhat smaller estimates than those from studies using billings/self-reported income, the magnitudes remain appreciable. The findings substantiate the claim that the gender pay gap in Canadian medicine is pervasive.<ovid:br/>Copyright &#xa9; 2022 Elsevier B.V.",2022,/,Health Policy,126,10,1002EP  - 1009,2019845163,https://dx.doi.org/10.1016/j.healthpol.2022.08.007,35995639,#19,Kralj 2022,"",""
Family Medicine is Not Immune to Racial and Gender Wage Gaps,Mohammed-Strait A.; ; Umah M.,,2022,/,Journal of the American Board of Family Medicine,35,4,870EP  - 871,2020516353,https://dx.doi.org/10.3122/jabfm.2022.04.220209,35896457,#20,Mohammed-Strait 2022,"",""
