Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"MICROINSURANCE, GENDER DISPARITY AND THE PERFORMANCE OF SMEs IN THE AGRICULTURE SECTOR IN NIGERIA","Olowu, Akinseye","Mitigating the possible consequences of negative occurrence is managed differently across male and female owned businesses. This is due to their perception of risk and the accessibility of resources. However, since risk management comes at a cost to the insured, the novelty of micro insurance in the Nigerian business environment avails small businesses the opportunity to be insured. This study therefore examined the influence of micro insurance access on the performance of selected male and female owned SMEs in the agriculture sector using multi-stage sampling technique. A total of two hundred and fifty (250) copies of questionnaire were administered equally to agriculture product exporters but only two hundred and twenty-nine (229) copies were useable for this study representing 91.6% response rate. The stated hypotheses were tested using regression analysis at 0.05 level of significance. The findings revealed that the business efficiency of female owned SMEs were more significantly influenced by their accessibility of micro insurance, while the customer satisfaction and employee retention of male owned SMEs were more influenced by their accessibility of micro insurance when compare with their counterparts in the agriculture sector. It is however recommended that the responsibilities of micro insurance firms should go beyond insuring the SMEs, rather they can act as business and managerial advisors to the SMEs in order to ensure sustainability of both parties. However, understanding this disparity is critical for policy makers in the pursuit of meeting up with SDG 5 on gender equality and empowerment.",2023,,Gender & Behaviour,21,3,21982-21993,3153913215,,,#97,Olowu 2023,"",""
"EXPLORING THE INTERPLAY OF MASCULINITY, MORTALITY, AND CULTURAL CUSTOMS IN WOLE SOYINKA'S THE STRONG BREED",Anonymous,"This paper explores the interplay between masculinity, mortality, and cultural customs in Wole Soyinka's The Strong Breed. The paper aims to address the existing research gap in the play, regarding the examination of male characters and the theme of death. Despite the extensive research conducted on the play, there has been limited exploration of these specific aspects. The paper delves into the deeply ingrained gender roles, rituals, and beliefs that shape the characters' lives. The true man in the play is a man who is willing to die for the sake of others. Masculinity, as portrayed by the protagonist Eman, becomes a complex and tragic force driving both destruction and redemption. At the heart of the narrative are the cultural customs that define the character's existence. In this paper, the traditional representation of death and dying is a catalyst for envisioning masculine identity. As such, this paper will be premised on the essential viewpoints of masculinities",2023,,Gender & Behaviour,21,3,22135-22143,3153913073,,,#98,Anonymous 2023,"",""
ZOOMING IN THE DETERMINANTS OF SEXUALLY TRANSMITTED INFECTIONS AMONGST STUDENTS AT INSTITUTION OF HIGHER LEARNING IN SOUTH AFRICA,"Chuene, Tiisetso Aubrey; Kgarose, Mathibedi Frank","Sexually transmitted infections (STIs) in adolescents and youth present a huge challenge within the healthcare system and continue to be a major global health concern. There is less research on the determinants of STIs in students at institutions of higher learning. From this context, the researchers had the notion to learn more about the factors that contribute to STIs in South African institutions of higher learning. A narrative literature review was employed, and purposive sampling method was used to collect secondary data. Several published student feedback surveys were examined and analysed. This paper highlights that risky sexual behaviours like sexual activity without protection, having multiple sexual partners, alcohol use; incorrect and inconsistent condom use; lack of knowledge about STIs; gender and age factors and healthcare system factors all contribute to high prevalence of STIs at universities. This paper therefore recommends continuous health education campaigns on risky sexual behaviour and condom use, as well as the development of self-esteem and social support networks.",2023,,Gender & Behaviour,21,3,21922-21932,3153911328,,,#99,Chuene 2023,"",""
Impact of COVID Pandemic on Sexual Habits and Pre-exposure Prophylaxis Retention in Care in a Community-Based Service,"Rossotti, Roberto; Tavelli, Alessandro; Calzavara, Daniele; De Bona, Anna; Vinti, Pietro; Muccini, Camilla; Tesoro, Daniele; Bossolasco, Simona; Cernuschi, Massimo; Monforte, Antonella d’Arminio","BackgroundCOVID pandemic had a significant impact on most social and medical activities, including sexual habits and access to pre-exposure prophylaxis (PrEP). The aim of our study is to describe the number of subjects who discontinued PrEP after the first lockdown, and the change of sexual behaviors in those who continued despite social restrictions.MethodsThis monocentric, retrospective analysis included all subjects attending a community-based service who started PrEP before February 2020. Data were collected from self-administered questionnaires.ResultsThe analysis included 166 individuals: among them, 56 (33.7%) did not continue attending visits after the first lockdown: the largest part (32, 19.3%) decided to temporarily postpone prophylaxis until the end of the pandemic. One hundred and ten subjects continued PrEP: they were mainly males (98.2%) with a median age of 39 (IQR 32–46) years. After the general lockdown, there were no changes in terms of sexual habits (number of partners and intercourses), number of pills taken, use of alcohol and drugs, and incidence of sexually transmitted infections.ConclusionCOVID-19 had an impact on PrEP users attending a community-based service in terms of persons who stopped the prophylaxis. Nevertheless, in those who decided to continue, sexual habits did not change significantly compared to pre-pandemic period.",2023,,Sexuality Research & Social Policy,20,4,1592-1598,2888702501,https://doi.org/10.1007/s13178-023-00849-5,,#100,Rossotti 2023,"",""
"Erectile Dysfunction, Suspicious Jealousy, and Partner-Directed Behaviors in Heterosexual Romantic Couples","Vance, Gavin; Zeigler-Hill, Virgil; Meehan, Madeleine M.; Young, Gracynn; Shackelford, Todd K.","Erectile dysfunction (ED) can have negative consequences for men and their intimate partners. The purpose of the present research was to replicate and extend the results of previous studies concerning the connections that ED has with partner-directed behaviors using a sample of heterosexual romantic couples. Specifically, we used an actor-partner interdependence mediation model to examine whether the associations that ED had with men’s mate retention behaviors, partner-directed insults, partner-directed violence, and partner-inflicted injuries were mediated by suspicious jealousy, but not reactive jealousy. These associations were examined in 113 romantic couples, using men’s self-reports, and partner-reports provided by their female partners. Results indicated that suspicious jealousy (but not reactive jealousy) mediated the associations that ED had with men’s use of partner-directed behaviors, such that higher levels of ED were associated with men experiencing more suspicious jealousy, which, in turn, was associated with more cost-inflicting mate retention behaviors, benefit-provisioning mate retention behaviors, partner-directed insults, partner-directed violence, and partner-inflicted injury. However, there were some discrepancies between the reports provided by men and women such that these associations emerged more consistently in the partner-reports provided by women than in the self-reports provided by men. Discussion addresses evolutionary implications of these findings, as well as limitations of this research and directions for research concerning ED.",2023,,Archives of Sexual Behavior,52,7,3139-3153,2894571056,https://doi.org/10.1007/s10508-023-02672-w,,#101,Vance 2023,"",""
Addressing virtual work challenges through women’s innate compassionate managerial leadership behaviors: the case of Nigeria,"Benedict Ogbemudia Imhanrenialena; Wilson Ebhotemhen; Ibe, Benjamin Chukwu; Obi-Anike, Ozioma Happiness; Ekeoba, Anthony Aziegbemin","PurposeThis paper aims to explore how women’s compassionate leadership behaviors relate to physical isolation, trust building and turnover intention in virtual work environments in Nigeria.Design/methodology/approachThe authors collected quantitative data through two-wave surveys from 428 respondents in virtual work environments across public and private organizations in Nigeria. The proposed hypotheses were tested using partial least squares structural equation modeling.FindingsThe outcomes from the test of hypotheses suggest that women’s compassionate managerial leadership behaviors negatively relate to physical isolation among virtual workers. Conversely, a positive link was found between women’s compassionate managerial leadership behaviors and trust building. Further, an inverse association was found between women’s compassionate managerial leadership behaviors and turnover intention among virtual workers.Practical implicationsBased on the findings, organizations may consider deploying more women managers to virtual work schedules to address trust, isolation and turnover intention challenges. Also, HR practitioners may consider training male managers in virtual work on how to restructure their relationships with subordinates to reflect compassionate attributes so that subordinates can feel safe sharing their worries with them for timely support. Policy-wise, relevant government agencies that are saddled with the responsibility of emancipating women from career-inhibiting patriarchal practices in Africa (i.e. confining women to the house) should encourage women to embrace the homeworking model, which holds great career potential for women.Originality/valueAs a response to the current calls for research on the suitable leadership style for virtual work environments, this study empirically demonstrates that women’s innate compassionate leadership behaviors significantly address physical isolation, trust and turnover intention challenges in virtual work settings. To the authors’ knowledge, this is the first study that explores the link between these variables. As such, this study substantially enriches the literature on gender in management.",2023,,Gender in Management,38,6,730-746,2827238607,https://doi.org/10.1108/GM-08-2022-0275,,#102,BenedictOgbemudiaImhanrenialena 2023,"",""
"TEENAGER'S VIEWS OF RELATIONSHIP AND SEXUAL EXPOSURE IN THE ABSTINENCE-ONLY SETTING OF LIMPOPO, SOUTH AFRICA","Mamabolo, Tatrick Ramahlape; Nzima, Dumisani Russell","The study sought to explore teenager's views of relationships and sexual exposure to obtain an understanding of how teenagers construct and negotiate their sexual agency in the context of abstinence-only messages provided in South African schools and at the wider community level. An exploratory qualitative study involving 9 in-depth interviews and 5 diverse focus groups were conducted with teenagers from a disadvantaged community in Limpopo Province in South Africa. The study used Thematic Content Analysis method to analyse collected data. The availability of Sexuality Education information is limited by cultural norms. They do not access accurate and comprehensive Sexuality Education information. There are strict social norms and expectations within the school and also in the larger community, with certain types of behaviour or relationship being considered taboo and unacceptable. There are physical, emotional and social consequences of having relationships and indulging in sexual behaviour.",2023,,Gender & Behaviour,21,2,21756-21764,2895838506,,,#103,Mamabolo 2023,"",""
"RURAL WOMEN AND FAMILY PLANNING USE: EVIDENCE FROM SELECTED COMMUNITIES IN OYE LOCAL GOVERNMENT AREA OF EKITI STATE, NIGERIA","Boluwaji, Akindola Rufus; Yetunde, Adedipe Temitope","Literature describes family planning as a program that supports the rights o f women and girls to freely choose for themselves the specific number of children they wish to have. Against this background, this study investigated family planning practice among rural women in Oye and Ilupeju communities of Ekiti State. It seeks to understand the types of family planning methods, reasons for not using family planning and factors that can influence the choice of family planning. Questionnaire was administered to women of reproductive age 15 and above with a total of200 participants. The study found that spouse decision making influences the use of family planning methods and that condom has prominent use among women than other methods. The study confirmed that most of the respondents have heard and used more than one method of family planning before and therefore recommends that men should be more enlightened on the importance of family planning use.",2023,,Gender & Behaviour,21,2,21871-21879,2895823378,,,#104,Boluwaji 2023,"",""
DETERMINANTS OF AGE AT FIRST BIRTH IN SOUTH AFRICA: EVIDENCE FROM 1998 AND 2016 DEMOGRAPHIC AND HEALTH SURVEYS,"Palamuleni, Martin E","The high preference of women giving birth at an early age remains a public health challenge in most countries. Despite numerous efforts to curtail this practice anecdotal evidence suggest that the prevalence remains unchanged. The objective of this study was to establish the factors influencing age at first birth in South Africa. The study used data from the 1998 and 2016 South African Demographic and Health Surveys and Cox Proportional Hazard regression model. The study found that the mean age at first birth in South Africa increased from 20.01 years in 1998 to 20.52 years in 2016 (t=7.633. p<0.0001). The median age at first birth was estimated at 22.0 years. Proportional hazard modelling revealed that age of respondent, education, wealth, ethnicity, region of residence and age at first sexual intercourse are associated with age at first birth in South Africa. The Hazard of early childbearing (ECB) was higher among women in younger age groups (women in age group 15-19 HR =3.429. CI=2.838-4.143; women in age group 20-24 HR=1.496. CI=1.291-1.733) than older women; higher among women with no education (HR=2.537. CI=1.917-3.358). with primary education (HR=2.721; CI=2.217-3.341) and women with secondary education (HR=1.899. CI=1.591-2.266) than women with tertiary education; higher among poorest women (HR=1.226; C.I=1.025-2.165) than richest women, higher among poorer women (HR=1.203; C.I=1.014-1.426) than richest women, and higher among women who had first sex before 18 years (HR=5.622. CI=4.899-6.452) than women who had sex after 18 years. The Hazard of early childbearing (ECB) was lower among not working women (HR=0.915; CI=0.8420.995) than working women and among coloured women (HR=0.915; CI=0.842-0.995) than white women. Based on the findings of the study, it is recommended that to increase women's age at first birth there is need to strengthen policies and programmes that promote women empowerment through increasing women education.",2023,,Gender & Behaviour,21,1,21363-21380,2895429101,,,#105,Palamuleni 2023,"",""
Robotic life of casino employees: exploring well-being dimensions in the gambling industry in Malaysia,"Chaichi, Kamelia; Trupp, Alexander; Ranjanthran, Mageswari; Thirumaran, K","PurposeEmployee well-being in a casino work environment is crucial for the quality of work-life and employees' performance. This study examines the dimensions of well-being at a casino in Malaysia to gain deeper insights into employee challenges and motivational factors to arrive at practical mitigation efforts.Design/methodology/approachThe study adopted a qualitative approach involving 14 semi-structured interviews with casino employees in Malaysia. Interviews lasted 30 min to 2 h at a time when Covid-19 was raging in 2021. Responses were analysed via a data-driven approach and coded using NVivo software to delineate the contents into analytical categories of well-being dimensions.FindingsThe findings suggest that employees at the casino face challenges in achieving work-life balance. Employee's well-being suffers from insufficient break time, irregular working hours affecting family time, managing customer temper tantrums and lack of emotional support systems and remunerations altered by the pandemic. Women employees were particularly vulnerable.Research limitations/implicationsThe findings suggest a need to create better working conditions and address well-being with counselling support for stress management, a balanced approach by employers to the “customer is always right” mantra, creating promising career pathways and supervisors to have better oversight of workaholics. The research focused only on one casino and there was limited access to management departments for an organizational perspective.Originality/valueThis study adds to the body of knowledge on employee well-being in the context of a casino. It suggests hospitality and tourism organizations review their human resource practices that would ease the stresses at the workplace and create support systems to promote employee well-being. Crucially, in a pandemic crisis, well-being dimensions must be accommodating and integrative to employee sentiments, sensitivity and self-actualization.",2023,,"Equality, Diversity and Inclusion: An International Journal",42,4,512-529,2808595912,https://doi.org/10.1108/EDI-02-2022-0051,,#106,Chaichi 2023,"",""
The Impact of COVID-19 on U.S. Computer Science Faculty’s Turnover Intentions: The Role of Gender,"Lawson, Katie M.; Barrineau, MaryJon; Woodling, Chloe M.; Ruggles, Sydney; Largent, David L.","The COVID-19 pandemic has been challenging for college faculty, with evidence that it has the potential to exacerbate pre-pandemic gender inequities in work demands (Tugend, 2020). The impact of the pandemic may be particularly difficult for women in male-dominated STEM fields such as computer science that pose additional challenges and had high attrition rates among women faculty pre-pandemic (NSF, 2019; Weisgram & Diekman, 2017). The present study examined the mechanisms through which gender may have implications for changes in turnover intentions due to the pandemic among computer science faculty, with a focus on changes in work-family conflict and workplace attitudes. A total of 317 tenure-line and non-tenure line computer science faculty across the U.S. (54.26% women, 49.84% tenured) completed a survey that included items examining whether the pandemic changed work-family conflict, work-related attitudes (job satisfaction, sense of belonging, burnout), and turnover intentions. Results of analyses indicated that identifying as a woman indirectly predicted larger increases in turnover intentions due to the pandemic, through increased work-family conflict, burnout at work, and decreased feelings of job satisfaction. The results suggest that the pandemic has the potential to increase women’s attrition from computer science faculty positions, further exacerbating their underrepresentation.",2023,,Sex Roles,88,7-8,383-396,2807979806,https://doi.org/10.1007/s11199-023-01361-1,,#107,Lawson 2023,"",""
