Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
mHealth Intervention Promoting Cardiovascular Health Among African-Americans: Recruitment and Baseline Characteristics of a Pilot Study.,Brewer LC; Jenkins S; Lackore K; Johnson J; Jones C; Cooper LA; Radecki Breitkopf C; Hayes SN; Patten C,"BACKGROUND: Mobile health (mHealth) interventions are promising avenues to promote cardiovascular (CV) health among African-Americans (AAs) and culturally tailored technology-based interventions are emerging for this population. OBJECTIVE: The objectives of this study were to use a community-based participatory research (CBPR) approach to recruit AAs into a pilot intervention study of an innovative mHealth CV health promotion program and to characterize technology use patterns and eHealth literacy (EHL). METHODS: Community partners from five predominately AA churches in southeast Minnesota collaborated with our academic institution to recruit AA congregants into the pilot study. Field notes as well as communications between the study team and community partners were used to design the recruitment strategy and its implementation with a goal of enrolling 50 participants. At its core, the recruitment strategy included community kickoff events to detail the state-of-the-art nature of the mHealth intervention components, the utility of CV health assessments (physical examination, laboratory studies and surveys) and the participants' role in advancing our understanding of the efficacy of mHealth interventions among racial/ethnic minority groups. Detailed recruitment data were documented throughout the study. A self-administered, electronic survey measured sociodemographics, technology use and EHL (eHEALS scale). RESULTS: A total of 50 participants (70% women) from five AA churches were recruited over a one-month period. The majority (>90%) of participants reported using some form of mobile technology with all utilizing these technologies within their homes. Greater than half (60% [30/50]) reported being ""very comfortable"" with mobile technologies. Overall, participants had high EHL (84.8% [39/46] with eHEALS score ≥26) with no differences by sex. CONCLUSIONS: This study illustrates the feasibility and success of a CBPR approach in recruiting AAs into mHealth intervention research and contributes to the growing body of evidence that AAs have high EHL, are high-users of mobile technologies, and thus are likely to be receptive to mHealth interventions.",2018,Jan,JMIR Res Protoc,7,1,e31,,10.2196/resprot.8842,29386174,#78,Brewer 2018,"",""
Written versus verbal consent: a qualitative study of stakeholder views of consent procedures used at the time of recruitment into a peripartum trial conducted in an emergency setting.,Lawton J; Hallowell N; Snowdon C; Norman JE; Carruthers K; Denison FC,"BACKGROUND: Obtaining prospective written consent from women to participate in trials when they are experiencing an obstetric emergency is challenging. Alternative consent pathways, such as gaining verbal consent at enrolment followed, later, by obtaining written consent, have been advocated by some clinicians and bioethicists but have received little empirical attention. We explored women's and staff views about the consent procedures used during the internal pilot of a trial (GOT-IT), where the protocol permitted staff to gain verbal consent at recruitment. METHODS: Interviews with staff (n = 27) and participating women (n = 22). Data were analysed thematically and interviews were cross-compared to identify differences and similarities in participants' views about the consent procedures used. RESULTS: Women and some staff highlighted benefits to obtaining verbal consent at trial enrolment, including expediting recruitment and reducing the burden on those left exhausted by their births. However, most staff with direct responsibility for taking consent expressed extreme reluctance to proceed with enrolment until they had obtained written consent, despite being comfortable using verbal procedures in their clinical practice. To account for this resistance, staff drew a strong distinction between research and clinical care and suggested that a higher level of consent was needed when recruiting into trials. In doing so, staff emphasised the need to engage women in reflexive decision-making and highlighted the role that completing the consent form could play in enabling and evidencing this process. While most staff cited their ethical responsibilities to women, they also voiced concerns that the absence of a signed consent form at recruitment could expose them to greater risk of litigation were an individual to experience a complication during the trial. Inexperience of recruiting into peripartum trials and limited availability of staff trained to take consent also reinforced preferences for obtaining written consent at recruitment. CONCLUSIONS: While alternative consent pathways have an important role to play in advancing emergency medicine research, and may be appreciated by potential recruits, they may give rise to unintended ethical and logistical challenges for staff. Staff would benefit from training and support to increase their confidence and willingness to recruit into trials using alternative consent pathways. TRIAL REGISTRATION: This qualitative research was undertaken as part of the GOT-IT Trial (trial registration number: ISCRTN 88609453 ). Date of registration 26/03/2014.",2017,May,BMC Med Ethics,18,1,36,,10.1186/s12910-017-0196-7,28539111,#79,Lawton 2017,"",""
"Evaluating a Medical School's Climate for Women's Success: Outcomes for Faculty Recruitment, Retention, and Promotion.",Villablanca AC; Li Y; Beckett LA; Howell LP,"OBJECTIVE: Women are under-represented in academia. Causative factors include challenges of career-family integration. We evaluated factors reflecting institutional culture (promotion, retention, hiring, and biasing language in promotion letters) as part of an intervention to help shift culture and raise awareness of flexibility policies at the University of California, Davis (UCD). MATERIALS AND METHODS: Data on faculty use of family-friendly policies were obtained at baseline, and surveys for policy awareness were conducted pre(2010)/post(2013) an NIH-funded study educational intervention. Data on hires, separations, and promotions were obtained pre(2007-2009, 2234 person-year data points)/post(2010-2012, 2384 person-year data points) intervention and compared by logistic regression and for gender differences. Department promotion letters (53) were also analyzed for biasing language. RESULTS: Policy use was overall low, highest for female assistant professors, and for maternity leave. Awareness significantly increased for all policies postintervention. Promotions decreased, likely because of increases in advancement deferrals or tenure clock extensions. Pre/postintervention, female and male hires were near parity for assistant professors, but female hires were substantially lower than males for associate (54% less likely, p = 0.03) and full professors (70% less likely, p = 0.002). Once hired, women were no more likely to separate than men. Fewer associate/full professors separated than assistant professors (p = 0.002, p < 0.001, respectively), regardless of gender. Language in promotion letters was not gender biased. CONCLUSIONS: We demonstrate a shift at UCD toward a culture of work-life flexibility, an environment in which letters of recommendation show very few biased descriptions, and in which assistant professor hiring is gender equitable. At the same time, a decrease in number of faculty members applying for promotion and an imbalance of men over women at senior hires independent of policy awareness may challenge the assumption that family-friendly policies, while promoting flexibility, also have a positive impact on professional advancement.",2017,May,J Womens Health (Larchmt),26,5,530-539,,10.1089/jwh.2016.6018,28170291,#80,Villablanca 2017,"",""
"Recruitment, Promotion, and Retention of Women in Academic Medicine: How Institutions Are Addressing Gender Disparities.",Carr PL; Gunn C; Raj A; Kaplan S; Freund KM,"OBJECTIVE: Greater numbers of women in medicine have not resulted in more women achieving senior positions. Programs supporting the recruitment, promotion, and retention of women in academic medicine could help to achieve greater advancement of more women to leadership positions. Qualitative research was conducted to understand such programs at 23 institutions and, using the social ecological model, examine how they operate at the individual, interpersonal, institutional, academic community, and policy levels. METHODS: Telephone interviews were conducted with faculty representatives (n = 44) of the Group on Women in Medicine and Science, Diversity and Inclusion, or senior leaders with knowledge on gender climate in 24 medical schools. Four trained interviewers conducted semistructured interviews that addressed faculty perceptions of gender equity and advancement, which were audiotaped and transcribed. The data were categorized into three content areas-recruitment, promotion, and retention-and coded a priori for each area based on their social ecological level of operation. FINDINGS: Participants from nearly 40% of the institutions reported no special programs for recruiting, promoting, or retaining women, largely describing such programming as unnecessary. Existing programs primarily targeted the individual and interpersonal levels simultaneously, via training, mentoring, and networking, or the institutional level, via search committee trainings, child and elder care, and spousal hiring programs. Lesser effort at the academic community and policy levels were described. CONCLUSIONS: Our findings demonstrate that many U.S. medical schools have no programs supporting gender equity among medical faculty. Existing programs primarily target the individual or interpersonal level of the social ecological interaction. The academic community and broader policy environment require greater focus as levels with little attention to advancing women's careers. Universal multilevel efforts are needed to more effectively advance the careers of medical women faculty and support gender equity.",2017,May-Jun,Womens Health Issues,27,3,374-381,,10.1016/j.whi.2016.11.003,28063849,#81,Carr 2017,"",""
Assessment of Factors for Recruiting and Retaining Medical Students to Rural Communities Using the Community Apgar Questionnaire.,Reed AJ; Schmitz D; Baker E; Girvan J; McDonald T,"BACKGROUND: Rural communities throughout the United States are eager to recruit and retain family physicians. This study examined factors that may contribute to a medical student's decision to consider rural family medicine practice using the Community Apgar Questionnaire (CAQ). METHODS: Third- and fourth-year medical students from 10 medical schools responded to a survey of 62 identified factors deemed to be present when assessing the strengths and challenges of recruiting family physicians to rural communities. Participants could also respond to six demographic questions. Factors were ranked based on importance to respondents and were compared using demographic information. RESULTS: A total of 282 MS-3 and MS-4 students interested in family medicine from 10 US medical schools completed the survey (response rate 19.5%). Forty percent of participants anticipate practicing in a rural setting, followed by 31% for suburban and 29% for urban. The top three factors participants considered when anticipating a rural practice setting were spousal satisfaction, call frequency, and competition/collegiality. Additional differences were found across CAQ factors by future practice setting, gender, and location where the student was raised. CONCLUSIONS: Medical schools, rural preceptors, and rural communities may wish to consider highly rated factors found in the CAQ in the effort to increase the recruitment of family physicians interested in rural practice.",2017,Feb,Fam Med,49,2,132-136,,,28218939,#82,Reed 2017,"",""
It takes two: A dyadic model of recruitment to civic activity.,Beyerlein K; Bergstrand K,"Why are some people, but not others, asked to engage in civic activity? Rather than focus on the personal traits of either potential recruits or recruiters for this initial stage of recruitment, we develop and test a theoretical framework that emphasizes the importance of shared relationships and characteristics between those doing the recruiting and those being recruited. Specifically, the nature of interactions, overlapping community and associational space, status and value homophily, and strength and intimacy are assessed to explain differential recruitment among people's closest ties. Furthermore, unlike previous studies, we do so across three different forms of civic activity-blood donation, volunteer work, and political activism-allowing us to identify larger patterns in civic solicitation. Results from multilevel analyses of dyads reorganized from ego-centric data of U.S. adults show that while certain personal traits of egos and alters remain significant, attributes of the dyad are equally, if not more, consequential for explaining variation in who gets asked to participate in civic activity. Importantly, while certain dyadic characteristics-such as romantic partnerships-promote recruitment to all three forms of civic activity, the effects of others-such as sex homophily-are unique to specific forms. Broadly speaking, our results indicate that some types of dyadic characteristics are more powerful than others and that there are important differences in how particular dimensions of social connections shape recruitment efforts across the specific activities of donating blood, volunteering time, and engaging in political activism.",2016,Nov,Soc Sci Res,60,,163-180,,10.1016/j.ssresearch.2016.07.008,27712677,#83,Beyerlein 2016,"",""
"The Development of Best Practice Recommendations to Support the Hiring, Recruitment, and Advancement of Women Physicians in Emergency Medicine.",Choo EK; Kass D; Westergaard M; Watts SH; Berwald N; Regan L; Promes SB; Clem KJ; Schneider SM; Kuhn GJ; Abbuhl S; Nobay F,"BACKGROUND: Women in medicine continue to experience disparities in earnings, promotion, and leadership roles. There are few guidelines in place defining organization-level factors that promote a supportive workplace environment beneficial to women in emergency medicine (EM). We assembled a working group with the goal of developing specific and feasible recommendations to support women's professional development in both community and academic EM settings. METHODS: We formed a working group from the leadership of two EM women's organizations, the Academy of Women in Academic Emergency Medicine (AWAEM) and the American Association of Women Emergency Physicians (AAWEP). Through a literature search and discussion, working group members identified four domains where organizational policies and practices supportive of women were needed: 1) global approaches to supporting the recruitment, retention, and advancement of women in EM; 2) recruitment, hiring, and compensation of women emergency physicians; 3) supporting development and advancement of women in EM; and 4) physician health and wellness (in the context of pregnancy, childbirth, and maternity leave). Within each of these domains, the working group created an initial set of specific recommendations. The working group then recruited a stakeholder group of EM physician leaders across the country, selecting for diversity in practice setting, geographic location, age, race, and gender. Stakeholders were asked to score and provide feedback on each of the recommendations. Specific recommendations were retained by the working group if they achieved high rates of approval from the stakeholder group for importance and perceived feasibility. Those with >80% agreement on importance and >50% agreement on feasibility were retained. Finally, recommendations were posted in an open online forum (blog) and invited public commentary. RESULTS: An initial set of 29 potential recommendations was created by the working group. After stakeholder voting and feedback, 16 final recommendations were retained. Recommendations were refined through qualitative comments from stakeholders and blog respondents. CONCLUSIONS: Using a consensus building process that included male and female stakeholders from both academic and community EM settings, we developed recommendations for organizations to implement to create a workplace environment supportive of women in EM that were perceived as acceptable and feasible. This process may serve as a model for other medical specialties to establish clear, discrete organization-level practices aimed at supporting women physicians.",2016,Nov,Acad Emerg Med,23,11,1203-1209,,10.1111/acem.13028,27286760,#84,Choo 2016,"",""
Effect of characteristics of women on attendance in blind and non-blind randomised trials: analysis of recruitment data from the EPHT Trial.,Veerus P; Fischer K; Hemminki E; Hovi SL; Hakama M,"OBJECTIVES: To analyse the effect of women's characteristics on their willingness to join a blind or a non-blind subtrial or to be excluded by physicians. DESIGN: Primary prevention trial of postmenopausal hormone therapy (HT). A 2×2, randomised design with a non-blind HT arm or control arm and a blind HT arm or placebo arm. SETTING: 3 clinical centres in Estonia. METHODS: Interest in joining the trial was asked in a questionnaire together with demographic and health status data. Interested and eligible women were invited to a health examination that also informed whether they belonged to a blind or to a non-blind subtrial; the arm was not revealed. Trial physicians made further exclusions when checking the women's eligibility. Thereafter, informed consent was asked as detailed in the flow chart. Comparisons were made between non-blind and blind subtrials. Analyses were carried out for each of the background variables. OUTCOME MEASURES: The proportion of willingness, eligibility and attendance. RESULTS: Women randomised to the non-blind subtrial were more willing to join (relative risk (RR) 1.17) and more likely to be found eligible by physicians (RR 1.10) than women in the blind subtrial, resulting in larger attendance (RR 1.29). Women with higher education were differentially more willing to join the non-blind trial (RR 1.29) than those with basic education (RR 1.08); the differential willingness of never-smokers (RR 1.20) was larger than that of current smokers (RR 1.07). The differential exclusion by physicians by education and smoking were small. Some subjective symptoms (eg, diarrhoea/constipation, stomach pain) had reverse differential effects on attendance in the non-blind subtrial in comparison to the blind subtrial. Menopausal symptoms did not affect the differential interest, eligibility or attendance. CONCLUSIONS: Blinding in RCT reduces attendance, due to decisions of the women and the trial physicians. Differential attendance by blinding may affect the generalisability of the results from trials. TRIAL REGISTRATION NUMBER: ISRCTN35338757.",2016,Oct,BMJ Open,6,10,e011099,ISRCTN/ISRCTN35338757,10.1136/bmjopen-2016-011099,27797984,#85,Veerus 2016,"",""
The Intergenerational Impact of Genetic and Psychological Factors on Blood Pressure Study (InterGEN): Design and Methods for Recruitment and Psychological Measures.,Crusto CA; Barcelona de Mendoza V; Connell CM; Sun YV; Taylor JY,"BACKGROUND: Although studies show that genomics and environmental stressors affect blood pressure, few studies have examined their combined effects, especially in African Americans. OBJECTIVE: We present the recruitment methods and psychological measures of the Intergenerational Impact of Genetic and Psychological Factors on Blood Pressure (InterGEN) study, which seeks to investigate the individual and combined effects of genetic (G) and environmental (E) (psychological) stressors on blood pressure in African American mother-child dyads. Genetic methods are presented elsewhere, but here we present the recruitment methods, psychological measures, and analysis plan for these environmental stressors. METHODS: This longitudinal study will enroll 250 mother-child dyads (N = 500). Study participation is restricted to women who (a) are ≤21 years of age, (b) self-identify as African American or Black, (c) speak English, (d) do not have an identified mental illness or cognitive impairment, and (e) have a biological child between 3 and 5 years old. The primary environmental stressors assessed are parenting stress, perceived racism and discrimination, and maternal mental health. Covariates include age, cigarette smoking (for mothers), and gender (for children). The study outcome variables are systolic and diastolic blood pressure. ANALYSIS: The main analytic outcome is genetic-by-environment interaction analyses (G × E); however, main effects (G) and (E) will be individually assessed first. Genetic (G) and interaction analyses (G × E) are described in a companion paper and will include laboratory procedures. Statistical modeling of environmental stressors on blood pressure will be done using descriptive statistics and generalized estimating equation models. IMPLICATIONS: The methodology presented here includes the study rationale, community engagement and recruitment protocol, psychological variable measurement, and analysis plan for assessing the association of environmental stressors and blood pressure. This study may provide the foundation for other studies and development of interventions to reduce the risk for hypertension and to propose targeted health promotion programs for this high-risk population.",2016,Jul-Aug,Nurs Res,65,4,331-8,,10.1097/NNR.0000000000000163,27362519,#86,Crusto 2016,"",""
The Recruitment Experience of a Randomized Clinical Trial to Aid Young Adult Smokers to Stop Smoking without Weight Gain with Interactive Technology.,Coday M; Richey P; Thomas F; Tran QT; Terrell SB; Tylavsky F; Miro D; Caufield M; Johnson KC,"Multiple recruitment strategies are often needed to recruit an adequate number of participants, especially hard to reach groups. Technology-based recruitment methods hold promise as a more robust form of reaching and enrolling historically hard to reach young adults. The TARGIT study is a randomized two-arm clinical trial in young adults using interactive technology testing an efficacious proactive telephone Quitline versus the Quitline plus a behavioral weight management intervention focusing on smoking cessation and weight change. All randomized participants in the TARGIT study were required to be a young adult smoker (18-35 years), who reported smoking at least 10 cigarettes per day, had a BMI < 40 kg/m(2,) and were willing to stop smoking and not gain weight. Traditional recruitment methods were compared to technology-based strategies using standard descriptive statistics based on counts and proportions to describe the recruitment process from initial pre-screening (PS) to randomization into TARGIT. Participants at PS were majority Black (59.80%), female (52.66%), normal or over weight (combined 62.42%), 29.5 years old, and smoked 18.4 cigarettes per day. There were differences in men and women with respect to reasons for ineligibility during PS (p < 0.001; ignoring gender specific pregnancy-related ineligibility). TARGIT experienced a disproportionate loss of minorities during recruitment as well as a prolonged recruitment period due to either study ineligibility or not completing screening activities. Recruitment into longer term behavioral change intervention trials can be challenging and multiple methods are often required to recruit hard to reach groups.",2016,Apr,Contemp Clin Trials Commun,2,,61-68,,10.1016/j.conctc.2015.12.010,26949747,#87,Coday 2016,"",""
"Women have substantial advantage in STEM faculty hiring, except when competing against more-accomplished men.",Ceci SJ; Williams WM,"Audits of tenure-track hiring reveal faculty prefer to hire female applicants over males. However, audit data do not control for applicant quality, allowing some to argue women are hired at higher rates because they are more qualified. To test this, Williams and Ceci (2015) conducted an experiment demonstrating a preference for hiring women over identically-qualified men. While their findings are consistent with audits, they raise the specter that faculty may prefer women over even more-qualified men, a claim made recently. We evaluated this claim in the present study: 158 faculty ranked two men and one woman for a tenure-track-assistant professorship, and 94 faculty ranked two women and one man. In the former condition, the female applicant was slightly weaker than her two male competitors, although still strong; in the other condition the male applicant was slightly weaker than his two female competitors, although still strong. Faculty of both genders and in all fields preferred the more-qualified men over the slightly-less-qualified women, and they also preferred the stronger women over the slightly-less-qualified man. This suggests that preference for women among identically-qualified applicants found in experimental studies and in audits does not extend to women whose credentials are even slightly weaker than male counterparts. Thus these data give no support to the twin claims that weaker males are chosen over stronger females or weaker females are hired over stronger males.",2015,,Front Psychol,6,,1532,,10.3389/fpsyg.2015.01532,26539132,#88,Ceci 2015,"",""
Quality of life outcomes in women with endometriosis are highly influenced by recruitment strategies.,De Graaff AA; Dirksen CD; Simoens S; De Bie B; Hummelshoj L; D'Hooghe TM; Dunselman GA,"STUDY QUESTION: To what extent are outcome measures in endometriosis-related quality of life studies influenced by the setting in which patient recruitment is performed? SUMMARY ANSWER: Quality of life outcomes in women with endometriosis are highly influenced by recruitment strategies. WHAT IS KNOWN ALREADY: Most studies on quality of life in women with endometriosis are conducted in tertiary care centres or patient associations. It is conceivable that the setting in which patient recruitment is performed influences the quality of life results. This has not been investigated before. STUDY DESIGN, SIZE, DURATION: Retrospective questionnaire based cohort study (part of the World Endometriosis Research Foundation (WERF) EndoCost study). The investigated women were recruited in three settings: a tertiary care centre for endometriosis (n = 135); five secondary care centres (n = 63); an endometriosis patient association (n = 291). PARTICIPANTS/MATERIALS, SETTING, METHODS: The secondary and tertiary care population included women with a laparoscopic and/or histological diagnosis of endometriosis. The patient association population consisted of women with a self-reported diagnosis of surgically confirmed endometriosis. MAIN RESULTS AND THE ROLE OF CHANCE: The populations did not differ in terms of age, co-morbidities and education level. Delay of diagnosis was the longest in the patient association (median 7 years) (tertiary care 2 years; secondary care 1.5 years) (P < 0.001). The tertiary care population reported more laparotomies (64%) than the other populations (secondary care 43%; patient association 47%) (P = 0.002). Affected job was least prevalent in the secondary care setting (35%) (patient association 64%; tertiary care 56%) (P < 0.001). Affected relationships were most prevalent in the patient association setting (52%) (tertiary care 38%; secondary care 22%) (P < 0.001). Chronic pain was least prevalent in patients in secondary care (44%) (tertiary care 65%; patient association 61%) (P = 0.009). Substantial differences in quality of life were detected between secondary care (median physical component 50.4, mental component 49.6); tertiary care (physical component 46.2, mental component 46.2) and the patient association (physical component 45.0, mental component 44.6) (P < 0.001, P = 0.018). LIMITATIONS, REASONS FOR CAUTION: The response rate was relatively low (35%). Analysis of the hospital populations revealed that non-responders and responders did not differ with respect to age or revised American Fertility Society classification, indicating that the non-responder bias is limited. However, other factors, such as social and marital status or symptomatology, might be different for non-responders. Missing values were analysed as if the symptom was not present. Missing values never exceeded 10%, except for one value. Therefore, it can be expected that the effect of missing data on the outcome is negligible. Twenty-five patients belonged to more than one category. A sensitivity analysis showed that the influence of assigning patients to another category was limited. WIDER IMPLICATIONS OF THE FINDINGS: Outcomes regarding quality of life are highly influenced by recruitment strategy. None of the groups appeared to be a representative selection of the total population of women with endometriosis. An alternative strategy for creating a representative population for cost and quality of life studies is probably to recruit women who live in a specific geographic area rather than women that visit a specific hospital or are a member of a patient association. STUDY FUNDING/COMPETING INTERESTS: The WERF EndoCost study was funded by the World Endometriosis Research Foundation. The sponsors did not have a role in the design and conduct of this study: collection, management, analysis, interpretation of the data; preparation, review, approval of the manuscript. L.H. is the chief executive and T.M.D. was a board member of WERF at the time of funding. T.M.D holds the Merck-Serono Chair and the Ferring Chair in Reproductive Medicine in Leuven, Belgium and has served as consultant for Merck-Serono, Schering-Plough, Astellas, and Arresto. TRIAL REGISTRATION NUMBER: Not applicable.",2015,Jun,Hum Reprod,30,6,1331-41,,10.1093/humrep/dev084,25908657,#89,DeGraaff 2015,"",""
National hiring experiments reveal 2:1 faculty preference for women on STEM tenure track.,Williams WM; Ceci SJ,"National randomized experiments and validation studies were conducted on 873 tenure-track faculty (439 male, 434 female) from biology, engineering, economics, and psychology at 371 universities/colleges from 50 US states and the District of Columbia. In the main experiment, 363 faculty members evaluated narrative summaries describing hypothetical female and male applicants for tenure-track assistant professorships who shared the same lifestyle (e.g., single without children, married with children). Applicants' profiles were systematically varied to disguise identically rated scholarship; profiles were counterbalanced by gender across faculty to enable between-faculty comparisons of hiring preferences for identically qualified women versus men. Results revealed a 2:1 preference for women by faculty of both genders across both math-intensive and non-math-intensive fields, with the single exception of male economists, who showed no gender preference. Results were replicated using weighted analyses to control for national sample characteristics. In follow-up experiments, 144 faculty evaluated competing applicants with differing lifestyles (e.g., divorced mother vs. married father), and 204 faculty compared same-gender candidates with children, but differing in whether they took 1-y-parental leaves in graduate school. Women preferred divorced mothers to married fathers; men preferred mothers who took leaves to mothers who did not. In two validation studies, 35 engineering faculty provided rankings using full curricula vitae instead of narratives, and 127 faculty rated one applicant rather than choosing from a mixed-gender group; the same preference for women was shown by faculty of both genders. These results suggest it is a propitious time for women launching careers in academic science. Messages to the contrary may discourage women from applying for STEM (science, technology, engineering, mathematics) tenure-track assistant professorships.",2015,Apr,Proc Natl Acad Sci U S A,112,17,5360-5,,10.1073/pnas.1418878112,25870272,#90,Williams 2015,"",""
Recruiting migrants for health research through social network sites: an online survey among chinese migrants in australia.,Hu J; Wong KC; Wang Z,"BACKGROUND: Traditionally, postal surveys or face to face interviews are the main approaches for health researchers to obtain essential research data. However, with the prevalence of information technology and Internet, Web-based surveys are gaining popularity in health research. OBJECTIVE: This study aims to report the process and outcomes of recruiting Chinese migrants through social network sites in Australia and to examine the sample characteristics of online recruitment by comparing the sample which was recruited by an online survey to a sample of Australian Chinese migrants collected by a postal survey. METHODS: Descriptive analyses were performed to describe and compare the process and outcomes of online recruitment with postal survey questionnaires. Chi square tests and t tests were performed to assess the differences between the two samples for categorical and continuous variables respectively. RESULTS: In total, 473 Chinese migrants completed the online health survey from July to October 2013. Out of 426 participants recruited through the three Chinese social network sites in Australia, over 86.6% (369/426) were recruited within six weeks. Participants of the Web-based survey were younger, with a higher education level or had resided in Australia for less time compared to those recruited via a postal survey. However, there was no significant difference in gender, marital status, and professional occupation. CONCLUSIONS: The recruitment of Chinese migrants through social network sites in our online survey was feasible. Compared to a postal survey of Chinese migrants, the online survey attracted different group of Chinese migrants who may have diverse health needs and concerns. Our findings provided insightful information for researchers who are considering employing a Web-based approach to recruit migrants and ethnic minority participants.",2015,Apr,JMIR Res Protoc,4,2,e46,,10.2196/resprot.3960,25917837,#91,Hu 2015,"",""
Using PhenX toolkit measures and other tools to assess urban/rural differences in health behaviors: recruitment methods and outcomes.,Hitz MM; Conway PG; Palcher JA; McCarty CA,"BACKGROUND: The overall study was designed to examine how vacation behavior affects rural and urban Minnesotans and North Dakotans. The purpose of this substudy was to describe the method for sampling, follow-up and response rate by gender and urban/rural location to help inform future studies in this population. METHODS: Essentia health primary care patients (n=1344) were sent a 21-page self-administered questionnaire. The questionnaire included questions on demographics, work history, perceived stress, work productivity, depression and mania screeners, tobacco use, dietary information, vacation habits, and technology use. Participants were offered $10 to complete the questionnaire. RESULTS: The overall response to the three mailings to 1344 adults aged 25-64 was 38.8% for a final sample size of 522 completed surveys. Despite the oversampling of males, the total number of responses from males was lower than for females. The response rates between urban and rural locations were nearly identical for the males (33.3% and 33.0% respectively) but higher for rural females than urban females (47.2% and 42.6% respectively). Seventy-eight percent were currently employed. Sixty-nine percent of the participants reported being married, 5.4% were living with a partner, 14% were divorced widowed or separated and 11% were never married. Forty-seven percent of our population had an associate degree or some college, 29% had a Bachelor's degree or higher, 17% had their diploma or equivalent and 2% had not completed high school. CONCLUSIONS: The goal of the sampling frame and recruitment strategy for this study was to assemble a cohort of approximately 1000 working adults, represented equally by age, gender and rural location. We ended up with a smaller cohort than desired. The law of diminishing returns was observed, although the third mailing was more effective for men than women.",2014,Nov,BMC Res Notes,7,,847,,10.1186/1756-0500-7-847,25425113,#92,Hitz 2014,"",""
Enhanced research assessment performance in graduate vs. undergraduate-entry medical students: implications for recruitment into academic medicine.,Duggan EM; O'Tuathaigh CM; Horgan M; O'Flynn S,"BACKGROUND: Studies investigating variance between the academic performance of direct-entry (DEM) versus graduate-entry (GEM) medical students have yielded conflicting results, but their performance in undergraduate research-based assessments has not been compared to-date. AIM: We aimed to compare the results of DEM and GEM students with respect to their senior research dissertation module. METHODS: This retrospective study examined the final year results between 2011-2012 in DEM, (n = 219) and GEM (n = 84) students. Between-group comparisons of dissertation module marks were conducted using independent t-tests. Correlations between marks in dissertation module and in other disciplines assessed during the final year were attained using Pearson's correlation. Multiple regression analysis was employed to adjust for potential confounding factors such as student age and gender. RESULTS: No apparent difference was apparent between the DEM and GEM students with respect to results achieved across the clinical disciplines examined. However, GEM students performed significantly better than DEMs in their senior research dissertation assessment (Mean = 66.81% vs. 65.00%, fully adjusted p = 0.048). The variable which remained influential in regression analysis was nationality, where North American and Asian students were demonstrated to score lower than their Irish counterparts in the dissertation module (B coefficient = -1.90, SE = 0.94, P = 0.045 and B coefficient = -4.88, SE = 1.00, P < 0.001 respectively). CONCLUSIONS: Performance in the research-based module was significantly better in GEM relative to their DEM colleagues. This finding may have implications for future recruitment into academic medicine, as aptitude and interest in research at undergraduate level has been shown to be associated with increased likelihood of an academic career in medicine.",2014,Sep,QJM,107,9,735-41,,10.1093/qjmed/hcu064,24677321,#93,Duggan 2014,"",""
[The effects of prone position ventilation combined with recruitment maneuvers on outcomes in patients with severe acute respiratory distress syndrome].,Zhou X; Liu D; Long Y; Zhang Q; Cui N; He H; Zhao H; Liu Y; Ding X; Du Q; Zhang B; Chen H,"OBJECTIVE: To evaluate the effects of prone position ventilation combined with recruitment maneuvers (RM) on clinical outcomes in patients with severe acute respiratory distress syndrome (ARDS). METHODS: In this prospective, randomized, controlled trial, we randomly assigned 116 sequential patients with severe ARDS to the intervention group (which undergo prone-positioning with RM sessions of at least 10 hours) or to the control group (which be left in the supine position). RESULTS: From July 2012 to July 2013, 116 severe ARDS patients sequentially admitted to the critical department of Peking Union Medical College Hospital were enrolled in the study with 60 patients assigned to the control group and 56 patients to the intervention group. No significant difference was found between the two groups in the demographics including the median patient age, sex ratio, initial Acute Physiology and Chronic Health Evaluation II scores, initial pulmonary function and the sources of ARDS. The oxygenation index recorded in the supine position was significantly higher in the intervention group than in the control group since day 3, whereas the positive end-expiratory pressure and fraction of inspired O2 were significantly lower in the intervention group. The plateau pressure and static compliance of the respiratory system were similar in the two groups. The intervention group had shorter length of ICU stay, fewer ventilation days and decreased 28-day mortality than the control group. The tracheotomy ratio and the time to successful extubation were similar in the two groups. No significant difference between the two groups was shown in the incidence of complications, except for the grade 1 pressure sore, which was higher in the intervention group. CONCLUSIONS: In patients with severe ARDS, application of prolonged prone-positioning with RM sessions significantly improves the clinical outcomes.",2014,Jun,Zhonghua Nei Ke Za Zhi,53,6,437-41,,,25146509,#94,Zhou 2014,"",""
