Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Desire: An Inclusive Guide to Navigating Libido Differences in Relationships,"Lapping-Carr, Leiszle",,2024,,Journal of Sex and Marital Therapy,50,2,289-291,2985880815,https://doi.org/10.1080/0092623X.2024.2324231,,#11,Lapping-Carr 2024,"",""
Effects of Delivering an Animation-Based Inclusive Sex Education Curriculum for Adolescents in China,"Huang, Er; Zhang, Aidi; Jin, Yan",Evidence suggests that tailored inclusive sex education can be an effective response to prevent gender-based violence and promote an inclusive educational environment. This study examined the effects of an age-appropriate and animation-based inclusive sex education curriculum among Chinese adolescents. A total of 243 students from one comprehensive vocational high school participated in the study. Attitudes toward homosexuality and relevant knowledge were assessed using Attitudes Toward Lesbians and Gays Scale and researcher-made questionnaires at the preintervention and postintervention. Results indicated that adolescents’ attitudes and knowledge showed improvement after intervention; female students showed more positive attitudes toward homosexuals; and the animation-based inclusive sex education was welcomed by most participants. Implications of the findings and directions for future research were also discussed.,2024,,Journal of Homosexuality,71,2,414-431,2903768272,https://doi.org/10.1080/00918369.2022.2122360,,#12,Huang 2024,"",""
Do Virtual Environments Close the Gender Gap in Participation in Question-and-Answer Sessions at Academic Conferences? In Search of Moderation by Conference Format,"Jarvis, Shoshana N.; Nguyen, Christine Q.; Zhu, Minwan; Ebersole, Charles R.; Kray, Laura J.","Consistent with power and status differences between men and women in society, men tend to participate more than women do in question-and-answer (Q&A) sessions at in-person academic conferences. This gap in participation in scientific discourse may perpetuate the status quo. The current research examines whether this gender gap in participation in Q&A sessions extends to virtual conferences, which have become more prevalent during the COVID-19 pandemic. Due to shifts in conference formats to enable asynchronous, anonymous, and/or simultaneous participation, we examined whether virtual conferences are more inclusive, and mitigate the gender gap in Q&A participation. Across four virtual conferences that varied in gender representation and Q&A structured format, men continued to take a disproportionate amount of time and space in Q&A sessions. Disproportionate participation did not significantly vary between in-person and virtual formats and did not systematically vary by how the Q&A session was organized. In an all-chat virtual conference, gender differences in volubility were attenuated among higher status academics. Gendered participation and volubility were also impacted by which sub-discipline the presentation was in. Discussion considers the theoretical and practical implications of these findings for understanding the persistence of gender inequality in science. We encourage future research that attends to the cultural factors that promote or mitigate gender disparities in participation.",2023,,Sex Roles,89,11-12,818-833,2895064598,https://doi.org/10.1007/s11199-023-01388-4,,#13,Jarvis 2023,"",""
Care and Constraints in the Climate Crisis: An Intersectional Rhetorical Analysis of News Comments about the El Dorado Fire,"Bloomfield, Emma Frances; Rice, Rebecca M","In September 2020, a gender reveal party started the El Dorado Fire in southern California. We analyzed comments on news coverage of the fire from two outlets with different political leanings to evaluate how the rhetorical process of assigning guilt is influenced by interlocking systems of power, making an intersectional lens useful for analyzing responses to environmental crises. Some comments evoked scapegoat ecology, which is a response to guilt that narrows the scope of climate change to the igniters of the wildfire. Other comments evoked what we call ecological transcendence, which replaces scapegoating with attention to systems-level concerns. In analyzing ecological transcendence, we outline differences between collective action mobilized by inclusive care and seemingly unifying discourses of selective care that foster marginalization and oppression. We contribute to environmental rhetoric and feminist studies by emphasizing the importance of attending to intersectionality in analyzing rhetorics of guilt in ecological contexts and through our proposal of ecological transcendence as an alternative to scapegoat ecology.",2023,,Women's Studies in Communication,46,4,433-455,2892229091,https://doi.org/10.1080/07491409.2023.2259844,,#14,Bloomfield 2023,"",""
"A Culture of Consent: Legal Practitioners’ Experiences of Representing Women Who Have Been Misidentified as Predominant Aggressors on Family Violence Intervention Orders in Victoria, Australia","Reeves, Ellen","There is currently unprecedented attention in Australia on the misidentification of women victim-survivors as family violence ‘predominant aggressors’—this focus has largely been oriented towards the role of the police. Less research has considered court responses to misidentification and specifically, the role that legal practitioners play in recognising and responding to clients who have been misidentified. This article addresses this key gap in the literature through an exploration of 18 legal practitioners’ experiences of representing misidentified clients in the civil protection order system in the Australian state of Victoria. The findings suggest that legal practitioners face a number of challenges when representing clients who have been misidentified and that the magistrates’ courts are ill-equipped to respond to misidentification. As a consequence, a culture of respondents consenting to orders that should never have been made against them is maintained. This article calls for a greater focus on the role that the courts can play in providing a ‘safety net’ for victim-survivors who have been misidentified.",2023,,Feminist Legal Studies,31,3,369-390,2878917989,https://doi.org/10.1007/s10691-022-09506-5,,#15,Reeves 2023,"",""
Culture’s Clashing Identities: Gendered Differences in Anticipated Role Conflict for Students in Graduate Degree Programs,"Park, Bernadette; Hodges, Allegra J.; McPherson, Erin","This research explored identity conflict among aspiring professionals, and the association between this conflict and anticipated difficulty in managing parent and career roles. Women (n = 281) and men (n = 300) enrolled in advanced degree programs in the United States completed implicit (session 1) and explicit (session 2) measures of work and parent identity strength. Women identified more strongly with the parent role on the implicit measure, but with the career role on the explicit measure. The degree to which their identities shifted across measures predicted how much conflict they anticipated in navigating parent and professional roles. Anticipated conflict in turn predicted poorer outcomes on an aggregate measure of health and well-being and accounted for (mediated) the gender difference on this outcome. Having a mother who worked, and perceiving greater equality in gender roles, were associated with lower levels of expected role-conflict for women students. The findings speak to the role cultural stereotypes continue to play in generating greater identity conflict for women, but also to avenues for combatting inequality through the normalization of women in professional roles and men in parenting roles.",2023,,Sex Roles,89,5-6,311-327,2856655430,https://doi.org/10.1007/s11199-023-01400-x,,#16,Park 2023,"",""
Don’t Be My Neighbor: Exploring Social and Value Predictors of Sexual Prejudice Expressed by Those Who Fully Accept Sexual Minorities,"Davoudpour, Shahin","It is without a doubt that acceptance of sexual minorities is growing across the globe. Two major narratives are commonly assumed to be true about this increased acceptance. First, this acceptance is increased by proximity to the stigmatized. Second, this acceptance is enduring. These might not be entirely true as multiple attitudinal datasets frequently show a diversity among the accepting population, especially for those who express full acceptance of the stigmatized while refusing neighboring proximity to them. This inconsistency in acceptance is the main focus of this study. Using rejection of neighboring proximity to sexual minorities as a case for stigma and data from the Integrated Values Surveys (n = 52,796; 48.15% male), this study explores the similarities and differences between those who fully accept sexual minorities and those who express heightened sexual prejudice when rejecting neighboring proximity to sexual minorities. Logistic regression models show those in the accepting population who reject neighboring proximity to sexual minorities are more likely to be men, lower educated, highly religious, hold a traditional gender-related belief, and are attracted to right-wing political ideologies. While those with extreme sexual prejudice share sex, age, and traditional gender-related beliefs in rejecting neighboring proximity to sexual minorities, no effects for educational attainment and political ideology were discovered. Theoretical and practical implications are discussed.",2023,,Archives of Sexual Behavior,52,6,2337-2353,2864700986,https://doi.org/10.1007/s10508-023-02567-w,,#17,Davoudpour 2023,"",""
Affirming and Inclusive Care Training for Medical Students and Residents to Reduce Health Disparities Experienced by Sexual and Gender Minorities: A Systematic Review,"Cooper, Robert Lyle; Reuben, Jayne S; Juarez, Paul D; Holder, Cheryl L; Belton, Allyson S; Brown, Katherine Y; Mena, Leandro A; Matthews-Juarez, Patricia","Purpose: Providing inclusive and comprehensive gender-affirming care is critical to reducing health disparities (gaps in care) experienced by sexual and gender minorities (SGM). Currently, little is known about how medical students and residents are being trained to address the health needs of SGM persons or of the most effective methods.Methods: We conducted a systematic review of the research literature from 2000 to 2020 on the effectiveness of teaching medical students and residents on knowledge, attitudes, and skills in addressing the health of SGM persons and the strength of the research sample, design, and methods used.Results: We identified a total of 36 articles that assessed the impact of medical student and resident education on knowledge, comfort, attitudes, confidence, and skills in working with SGM patients. All studies utilized quasi-experimental designs, and found efficacious results. No study examined the impact of training on patient outcomes.Conclusion: Future studies will need to be powered and designed to assess the impact of training on patient outcomes.",2023,,Transgender Health,8,4,307-327,2844198945,https://doi.org/10.1089/trgh.2021.0148,,#18,Cooper 2023,"",""
"How to Ensure Inclusivity in Large-Scale General Population Cohort Studies? Lessons Learned with Regard to Including and Assessing Sex, Gender, and Sexual Orientation","Ballering, Aranka V.; Burke, Sarah M.; Maeckelberghe, Els L. M.; Rosmalen, Judith G. M.","Despite recent advances in the measurement of sex, gender, and sexual orientation in large-scale cohort studies, the three concepts are still gaining relatively little attention, may be mistakenly equated, or non-informatively operationalized. The resulting imprecise or lacking information hereon in studies is problematic, as sex, gender, and sexual orientation are important health-related factors. Omission of these concepts from general population cohort studies might dismiss participants’ identity and experiences and pushes research on sexual or gender minority populations toward purposive sampling, potentially introducing selection bias. It also reinforces the unintentional notion of irrelevance of these concepts to health research, ultimately disadvantaging sexual and gender minority populations. Similarly, a lack of uniform measures on sex, gender, and sexual orientation hampers multi-cohort studies in which data from multiple studies are combined, facilitating increased statistical power. This paper discusses the encountered pitfalls and lessons learned on including and assessing sex, gender, and sexual orientation in large-scale general population cohort studies, exemplified by the Dutch Lifelines Cohort Study. Additionally, we propose hands-on strategies on how to operationalize these concepts in an inclusive manner that is useful for large-scale general population cohort studies.",2023,,Archives of Sexual Behavior,52,5,2163-2172,2833336066,https://doi.org/10.1007/s10508-023-02600-y,,#19,Ballering 2023,"",""
Are Medical Students More Prejudiced? Comparison of University Students’ Attitudes Towards Sexual Minorities by Faculties and Cultural background: A Study From Hungary,"Török, Zsófia; Csekő, Csilla; Rakovics, Márton; Szél, Zsuzsanna","Sexual and gender minorities often experience discrimination or stigmatization during health encounters. When patients feel stigmatized, they are more likely to delay seeking help and it affects patient cooperation and compliance, thus undermining therapeutic efficacy itself. We examined knowledge and attitude toward LGBT+ people among Hungarian (n = 743) and foreign (n = 130) medical students of the four Hungarian medical universities and 188 students from other faculties. Homonegativity and inadequate knowledge about sexual minority individuals are correlated with male gender, conservative political views, religiosity, religious behavior, and the absence of LGBT+ acquaintance. Medical students show more negative attitudes than students from other disciplines, although foreign medical students were more accepting than Hungarian program students. Further investigation of sexual minority-related content of the Hungarian medical education and revising the written and hidden curriculum would be desired, as well as collecting data from postgraduate students, physicians, and wide range of university faculties.",2023,,Journal of Homosexuality,70,7,1386-1410,2800400876,https://doi.org/10.1080/00918369.2022.2030615,,#20,Török 2023,"",""
Bollywood as a Site of Resistance: Women and Agency in Indian Popular Culture,"Yadav, Sheetal; Jha, Smita","This article evaluates the contemporary Indian redefinition of gender norms, subjectivity, and practices by analyzing Bollywood films as a major influence upon its global audiences. This study explores how Indian cinema redefines women's status and promotes gender-neutral entertainment by harnessing the powerful energies of current movements such as #MeToo. The article closely examines the textual and conceptual features of current women-focused movies like Ek Ladki Ko Dekha To Aisa Laga (2019), Thappad (2020), and Paglait (2021). This examination focuses on key insights from popular Bollywood actresses' critical feminist roles to understand their assertions of women's power, agency, and equality. Additionally, this research explores the evolving trope of the male liberator, who dominated past Bollywood and the popular culture imagination but is now being revised in a way that deconstructs patriarchal norms. This paper first explores traditional portrayals of women in Bollywood and then critiques these films to look at how resistance is portrayed in contemporary cinema. This paper examines current paradigm shifts through the analysis of characters that challenge conventional depictions and resist the prevailing gender stereotypes in their quest for empowerment.",2023,,Journal of International Women's Studies,25,3,1-13,2819704344,,,#21,Yadav 2023,"",""
"Academic Freedom Is Social Justice: Sex, Gender, and Cancel Culture on Campus","Hooven, Carole K.","I teach in and co-direct the undergraduate program in the Department of Human Evolutionary Biology at Harvard University. During the promotion of my recent book on testosterone and sex differences, I appeared on “Fox and Friends,” a Fox News program, and explained that sex is binary and biological. In response, the director of my department’s Diversity, Inclusion and Belonging task force (a graduate student) accused me on Twitter of transphobia and harming undergraduates, and I responded. The tweets went viral, receiving international news coverage. The public attack by the task force director runs contrary to Harvard’s stated academic freedom principles, yet no disciplinary action was taken, nor did any university administrators publicly support my right to express my views in an environment free of harassment. Unfortunately, what happened to me is not unusual, and an increasing number of scholars face restrictions imposed by formal sanctions or the creation of hostile work environments. In this article, I describe what happened to me, discuss why clear talk about the science of sex and gender is increasingly met with hostility on college campuses, why administrators are largely failing in their responsibilities to protect scholars and their rights to express their views, and what we can do to remedy the situation.",2023,,Archives of Sexual Behavior,52,1,35-41,2767357020,https://doi.org/10.1007/s10508-022-02467-5,,#22,Hooven 2023,"",""
