Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
The Gender Wage Gap Among Early-Career Family Physicians.,Sanders K; Jabbarpour Y; Phillips J; Fleischer S; Peterson LE,"PURPOSE: Numerous studies have documented salary differences between male and female physicians. For many specialties, this wage gap has been explored by controlling for measurable factors that influence pay such as productivity, work-life balance, and practice patterns. In family medicine where practice activities differ widely between physicians, it is important to understand what measurable factors may be contributing to the gender wage gap, so that employers and policymakers and can address unjust disparities. METHODS: We used data from the 2017 to 2020 American Board of Family Medicine (ABFM) National Graduate Survey (NGS) which is administered to family physicians 3 years after residency (n = 8608; response rate = 63.9%, 56.2% female). The survey collects clinical income and practice patterns. Multiple linear regression analysis was performed, which included variables on hours worked, degree type, principal professional activity, rural/urban, and region. RESULTS: Although early-career family physician incomes averaged $225,278, female respondents reported incomes that were $43,566 (17%) lower than those of male respondents (P = .001). Generally, female respondents tended toward lower-earning principal professional activities and US regions; worked fewer hours (2.9 per week); and tended to work more frequently in urban settings. However, in adjusted models, this gap in income only fell to $31,804 (13% lower than male respondents, P = .001). CONCLUSION: Even after controlling for measurable factors such as hours worked, degree type, principal professional activity, population density, and region, a significant wage gap persists. Interventions should be taken to eliminate gender bias in wage determinations for family physicians.",2024,Mar-Apr,J Am Board Fam Med,37,2,270-278,,10.3122/jabfm.2023.230218R1,38740481,#11,Sanders 2024,"",""
Gender and early-career faculty disparities in hematology and oncology board review lecture series.,Syaj S; Al-Kraimeen L; Akhdar M; Abushukair H; Mohty R; Al Hadidi S,"Participation of women and early-career faculty in hematology and medical oncology board review lecture series has not been studied previously. We aimed to evaluate gender and early-career faculty disparities in hematology and medical oncology board review lecture series. Speakers at major hematology and/or oncology board review lecture series meetings in the United States were analyzed in this cross-sectional study during a 5-year period from the years 2017 through 2021. Data about the lecture topic, field, speaker's gender, years of experience, and the frequency at which the lecture was given by the speaker were collected. Of 386 speakers participating, 315 (81.6%) were ABIM (American Board of Internal Medicine)-certified. A total of 1,224 board review lectures were given in the studied period, of which 1,016 (83%) were given by an ABIM-certified speaker. Women constituted 37.7% of all speakers, with less than 50% representation in five out of six courses. Lectures discussing malignant hematology topics had the lowest proportion of women presenters (24.8%), followed by solid tumors (38.9%) and benign hematology lectures (44.1%). Faculty with more than 15 years since initial certification presented more than 50% of lectures. The median time from initial hematology or medical oncology certification to lecture presentation was 12.5 years and 14 years, respectively. A positive trend in the participation of women was found at all board review conferences across the studied period. Our data suggest that women and early-career faculty participation in hematology and oncology board review series is inadequate.",2022,Dec,Blood Adv,6,24,6213-6218,,10.1182/bloodadvances.2022008120,35894637,#12,Syaj 2022,"",""
Gender Disparities in End of Life Care: A Scoping Review.,Wong AD; Phillips SP,"Objective: Traditional gender norms and expectations may disproportionately constrain in-home palliative care received by women. This scoping review aims to canvass and evaluate the literature on gender disparities in end of life care and explore relevant themes that could inform future research and practice. Methods: A systematic search of MEDLINE, OVID, COCHRANE, and EMBASE was conducted using MeSH terms palliative care, palliative medicine, terminal care, or hospice care, combined with gender equity, sex factors, sexism, or gender disparities. Articles were limited to those in English (2010 to 2021), focusing on end of life care, gender roles, patients, and caregivers. Results: Of 624 articles identified, 15 met inclusion criteria for critical appraisal using the AMSTAR checklist for systematic reviews and NICE guidelines for quantitative and qualitative studies. Most studies were of poor to moderate quality. Thematic analyses identified 6 major themes related to gender disparities: living situation, symptom experience, care context, care preferences, caregiving, and coping strategies. Conclusion: Larger scale research of better quality is needed to fully characterize gender disparities in end of life care and understand how physicians might mitigate these disparities by building awareness of personal gender biases, providing support to families, educating them, and initiating care discussions that overturn traditional and stereotypic gendered expectations.",2023,Jan,J Palliat Care,38,1,78-96,,10.1177/08258597221120707,35996340,#13,Wong 2023,"",""
"Gender Differences in Authorship of Family Medicine Publications, 2002-2017.",Keller T; Wilson M; Chung K; Andrilla CHA; Evans DV; Cawse-Lucas J,"BACKGROUND AND OBJECTIVES: Representation of women in medicine is increasing, including in academic family medicine. Despite this, women continue to hold a minority of senior faculty and leadership roles. This study examines the trends of women first and senior authorship between 2002 and 2017 in five family medicine journals: Family Medicine, Journal of Family Practice, Journal of the American Board of Family Medicine, Annals of Family Medicine, and American Family Physician. The study also examines gender congruence between first and senior authors and women's membership on editorial boards. METHODS: We collected and analyzed data on a total of 1,671 original articles published in the five family medicine journals in 2002, 2007, 2012, and 2017. We also examined the gender composition of the journals' editorial boards. RESULTS: Overall, women first authorship increased significantly from 32.6% in 2002 to 47.7% in 2017. There was no significant difference in women senior authorship or editorial board representation from 2002 to 2017. Both men and women senior authors partnered with women first authors significantly more over the 15 years. CONCLUSIONS: While there was a statistically significant increase in women first authors between 2002 and 2017, there is still a gap between women's authorship and editorial board representation and their representation within academic family medicine. These gaps could help to explain the continued lack of women represented within senior faculty positions.",2021,Jun,Fam Med,53,6,416-422,,10.22454/FamMed.2021.866524,34077960,#14,Keller 2021,"",""
Gender Differences in Reported Weekly Work Hours Among Family Physicians.,Wilkinson E; Coffman M; Petterson S; Jabbarpour Y,"While women are entering family medicine at higher rates than men, little is known about the present differences in practice patterns between male and female family physicians (FPs). We used 2017 and 2018 American Board of Family Medicine Family Medicine Certification Examination practice demographic questionnaires to assess average weekly total hours and direct patient care hours by age and gender reported by FPs. We found a gender gap between both overall hours worked and direct patient care hours, with female FPs reporting fewer hours across age groups.",2020,Sep-Oct,J Am Board Fam Med,33,5,653-654,,10.3122/jabfm.2020.05.190462,32989059,#15,Wilkinson 2020,"",""
Experiences of Gender Inequity Among Women Physicians Across Career Stages: Findings from Participant Focus Groups.,Chesak SS; Salinas M; Abraham H; Harris CE; Carey EC; Khalsa T; Mauck KF; Feely M; Licatino L; Moeschler S; Bhagra A,"BACKGROUND AND PURPOSE: Gender inequity in academic medicine persists despite efforts to the contrary. Even with increasing representation of women physicians in academic medicine, leadership positions and promotion to tenure are still not representative. This study describes the experiences of women physicians at various stages of their careers, uncovering current challenges and potential areas for improvement toward gender equity. METHODS: Three focus groups were conducted (n = 28) as part of a national professional development conference: Growth, Resilience, Inspiration, and Tenacity (GRIT) for Women in Medicine: GRIT. We thematically analyzed participant responses to assess perspectives on the impact of experiences, barriers to professional growth, opportunities for improvement, and definitions of success. RESULTS: The major issues the participants faced included subthemes of (1) systemic barriers to success, (2) implicit biases, (3) self-advocacy, and (4) burnout and stress. Solutions for issues that were discussed included (1) fostering supportive communities, (2) encouraging personal and professional development, and (3) the need for system-wide policy changes. We found that most women needed or benefited from the fostering of communities and desired opportunities for developing professional skills. Participants felt institutional transparency for grievances determined the level of support and confidence in reporting instances of mistreatment. Participants tended to define success according to (1) personal success and (2) leaving a legacy. CONCLUSIONS/IMPLICATIONS: Despite policy advancements and a social evolution away from discrimination against women, women in medicine continue to experience inequities across career stages. Potential solutions include fostering supportive communities, encouraging personal and professional development, and system-wide policy changes.",2022,,Womens Health Rep (New Rochelle),3,1,359-368,,10.1089/whr.2021.0051,35415713,#16,Chesak 2022,"",""
Examining gender bias in the feedback shared with family medicine residents.,Loeppky C; Babenko O; Ross S,"OBJECTIVES: Competency-based education places increasing emphasis on formative feedback to learners as part of the assessment process. We wished to determine if gender bias was present in the feedback shared with post-graduate medical trainees (residents) in a two-year family medicine residency program at a Canadian university. METHODS: We performed secondary data analyses of documented feedback (FieldNotes) extracted from the Competency-Based Achievement System database. Between 2012 and 2016, 464 preceptors (188 female (F); 276 male (M)) wrote in total 7316 FieldNotes for 192 residents (104 F; 88 M), forming four gender dyads. Descriptive statistics were used to examine trends in FieldNotes frequencies, competencies (Sentinel Habits; SH), progress levels (PL), and the use of adjectives (agentic/competency-based; communal/warmth-based) by preceptors in the FieldNotes. RESULTS: Male and female preceptors wrote on average 7 and 14 FieldNotes, respectively. Female residents received on average more feedback comments from female preceptors (7 notes) than from male preceptors (4 notes). The M-M and M-F resident-preceptor dyads had, respectively, the least and the most 'Stop, Important correction' FieldNotes in both the PGY1 and PGY2 groups. Although preceptors used agentic adjectives more frequently than communal adjectives overall, the F-M resident-preceptor dyad contained the highest proportion of communal adjectives and the lowest proportion of agentic adjectives. CONCLUSIONS: Residents would benefit from multiple opportunities for feedback from both male and female preceptors throughout their residency training. Faculty development to bring attention to potential gender bias may be useful to ensure equitable teaching and quality feedback for learners.",2017,Nov,Educ Prim Care,28,6,319-324,,10.1080/14739879.2017.1362665,28812957,#17,Loeppky 2017,"",""
Sexual Harassment and Gender Bias in Family Medicine: Divergent Experiences of Men and Women.,Sanders M; Fogarty CT; Russell HA; Fiscella K; Nofziger A; Naumburg EH; Rosenberg T; McDaniel SH,"BACKGROUND AND OBJECTIVES: Awareness of sexual harassment (SH), gender bias (GB), and gender discrimination (GD) has spread throughout popular culture and has been highlighted at universities across the United States. More nuanced data is needed to inform policies that address these issues. However, there are currently limited qualitative studies examining the nature of SH, GB, and GD in academic medicine, particularly family medicine. METHODS: In 2018, we conducted a series of gender-specific focus groups with faculty and residents in a department of family medicine (DFM) to understand their experiences with and responses to SH, GB, and GD. The focus groups were transcribed verbatim. We used immersion-crystallization and an adapted SH Experiences model to review the transcripts and identify patterns or themes during the immersion process. RESULTS: Participants identified the potential for patients, colleagues, faculty, and themselves as perpetrators and victims of SH, GB, and GD. Results suggested that GB was often implicit. SH was experienced verbally and physically. Women participants, especially, reported that both SH and GB occurred frequently and had lasting psychological effects. Gender, age, and position (faculty vs trainee) moderated SH and GB experiences. The effects seemed to be mediated by moral distress. CONCLUSIONS: This study emphasizes the importance of recognizing differences in experiences across gender, age, and position of SH, GB, and GD in academic family medicine. Our findings can be leveraged to develop antiharassment policies and set cultural expectations.",2022,Mar,Fam Med,54,3,176-183,,10.22454/FamMed.2022.331576,35303298,#18,Sanders 2022,"",""
"Implicit gender-career bias in postgraduate medical training still exists, mainly in residents and in females.",Kramer M; Heyligers IC; Könings KD,"BACKGROUND: More and more female residents enter postgraduate medical training (PGMT). Meanwhile, women are still underrepresented in academic medicine, in leadership positions and in most surgical specialties. This suggests that female residents' career development may still be negatively impacted by subtle, often unconscious stereotype associations regarding gender and career-ambition, called implicit gender-career bias. This study explored the existence and strength of implicit gender-career bias in doctors who currently work in PGMT, i.e. in attending physicians who act as clinical trainers and in their residents. METHODS: We tested implicit gender-career bias in doctors working in PGMT by means of an online questionnaire and an online Implicit Association Test (IAT). We used standard IAT analysis to calculate participants' IAT D scores, which indicate the direction and strength of bias. Linear regression analyses were used to test whether the strength of bias was related to gender, position (resident or clinical trainer) or specialty (non-surgical or surgical specialty). RESULTS: The mean IAT D score among 403 participants significantly differed from zero (D-score = 0.36 (SD = 0.39), indicating bias associating male with career and female with family. Stronger gender-career bias was found in women (β(female) =0 .11; CI 0.02; 0.19; p = 0.01) and in residents (β(resident) 0.12; CI 0.01; 0.23; p = 0.03). CONCLUSIONS: This study may provide a solid basis for explicitly addressing implicit gender-career bias in PGMT. The general understanding in the medical field is that gender bias is strongest among male doctors' in male-dominated surgical specialties. Contrary to this view, this study demonstrated that the strongest bias is held by females themselves and by residents, independently of their specialty. Apparently, the influx of female doctors in the medical field has not yet reduced implicit gender-career bias in the next generation of doctors, i.e. in today's residents, and in females.",2021,May,BMC Med Educ,21,1,253,,10.1186/s12909-021-02694-9,33933035,#19,Kramer 2021,"",""
Domestic tethers: Gender differences in career paths and domestic responsibilities of top-research medical school graduates.,Hitti E; Hadid D; Khoury SJ; Tamim H; Makki M; Karam CM,"INTRODUCTION: Gendered differences in career paths of medical graduates persist globally. We aim to explore the impact of domestic tethers on the career paths of physicians by studying gendered differences in domestic burdens of physicians as well as differences in perceptions around the impact of domestic work on professional advancement. METHODS: A web-based survey including 38 questions was sent to all 3866 physician alumni of the top academic medical school in Lebanon. Data was collected between November 2018 and January 2019, with up to three invite reminders. Overall, 382 were included in the final analysis, 124 women (32%), 258 men (68%). RESULTS: The study had a response rate of 10.4%. Findings show that a greater percentage of men were married and had children (77.5% vs 62.1%, p = 0.004, 77.9% vs 51.6%, <0.001, respectively). Majority of both women and men held full-time positions (82.1% and 87.1%), having children however reduced the odds significantly [OR = 0.2, 95% CI: (0.1-0.6), p = 0.01]for women, while only older age reduced it for men (OR = 0.1,95% CI: (0.04-0.2), p<0.001]. Among full-time physicians, men and women spent similar time on professional activities (60.2hrs/wk vs 58.3hrs/wk, p = 0.32). Women spent more time on parenting and household work (23.5hrs/wk vs 10.4hrs/wk, <0.001; 8.9hrs/wk vs 6.0hrs/wk, p = 0.001, respectively). Women physicians' spouses contributed to 14.5 hours/week of total time on domestic activities whereas men physicians' spouses spent two folds more time on domestic activities (35.0 hours/week, P<0.001). Of physicians with children, a higher percentage of women than men reported that children prevented their career advancement or their participation in development opportunities (43.8% vs 15.9%, p<0.001; 50.0% vs 19.4%, p<0.001, respectively). A greater percentage of women than men scaled back their career after first child (31.3% vs 3.5%, <0.001). Of married/partnered physicians, fewer women than men reported their career took priority over their partner's when conflicts arose, (52.0% vs 86.0%, p<0.001). CONCLUSION: These findings highlight the heavier impact of domestic tethers on the career paths of women physicians than men physicians. Men are more likely than women to hold full-time positions in the early advancement defining phases of their careers. Full-time women shoulder more domestic work than men and experience more professional advancement concessions. Closing persistent gender gaps in medicine requires addressing inequities in domestic burdens through strategies that include mentorship on domestic tethers, support of on-site child-care and advocacy for parental leave policies that encourage shared care-work.",2022,,PLoS One,17,4,e0267288,,10.1371/journal.pone.0267288,35442989,#20,Hitti 2022,"",""
Achieving Gender Equity in Physician Compensation and Career Advancement: A Position Paper of the American College of Physicians.,Butkus R; Serchen J; Moyer DV; Bornstein SS; Hingle ST; Kane GC; Carney JK; Gantzer HE; Henry TL; Lenchus JD; Li JM; McCandless BM; Nalitt BR; Viswanathan L; Murphy CJ; Azah A; Marks L,"Women comprise more than one third of the active physician workforce, an estimated 46% of all physicians-in-training, and more than half of all medical students in the United States. Although progress has been made toward gender diversity in the physician workforce, disparities in compensation exist and inequities have contributed to a disproportionately low number of female physicians achieving academic advancement and serving in leadership positions. Women in medicine face other challenges, including a lack of mentors, discrimination, gender bias, cultural environment of the workplace, imposter syndrome, and the need for better work-life integration. In this position paper, the American College of Physicians summarizes the unique challenges female physicians face over the course of their careers and provides recommendations to improve gender equity and ensure that the full potential of female physicians is realized.",2018,May,Ann Intern Med,168,10,721-723,,10.7326/M17-3438,29710100,#21,Butkus 2018,"",""
Influences for Gender Disparity in Academic Family Medicine in North American Medical Schools.,Chen ST; Jalal S; Ahmadi M; Khurshid K; Bhulani N; Rehman AU; Ahmad A; Ding J; Aldred TR; Khosa F,"Background Women physicians continue to comprise the minority of leadership roles in Academic Family Medicine (AFM) faculty across North American medical schools. Our study quantified the current state of gender disparity by analyzing academic position, leadership ranking, and research productivity. Methods We generated a database for 6,746 AFM faculty members. Gender and academic profiles were obtained for 2,892 academic ranks and 1,706 leadership roles by searching faculty listings enlisted in Fellowship and Residency Electronic Interactive Database (FREIDA) and Canadian Resident Matching Service (CaRMS). To measure research productivity, we obtained bibliometric data: h-index, citations, and tenure from 2,383 faculty members using Elsevier's SCOPUS archives. Data analysis and h-index were formulated using Stata version 14.2 (StataCorp LP, College Station, TX). Results Our results indicated that women hold 46.11% (3,110/6,746) of faculty positions. The proportional composition decreased with increasing academic ranking (49.84% assistant, 46.78% associate, and 41.5% full professor). The same decreasing trend was demonstrated with leadership rank (57.14% minor leadership, 47.65% second-in-command, and 36.61 first-in-command). Compared to their gender counterparts, women in AFM demonstrated lower publication productivity as measured by citation number (p=0.04) and years of study (p=0.008). The final prediction equation model after multivariable analyses included gender, publications, citations, country of graduation, and years of active research (p<0.05). Conclusions The composition of academic family medicine faculty members included in this study demonstrated gender disparity. Inclusivity initiatives and policies to tackle the issue of female retention, promotion, and recruitment need to be further explored.",2020,May,Cureus,12,5,e8368,,10.7759/cureus.8368,32617239,#22,Chen 2020,"",""
Surgical career choices of medical students in China: does gender bias play a role?,Zhou L; Liu B; Fu W; Wu W; Wang Y; Ju P; Zhang X; Liu G,"BACKGROUND: Gender bias in career choices has always been a matter of great concern, including in the field of medicine. This study reports on the current situation in this regard in China, including the reasons for Chinese medical students' willingness to engage in surgical careers; investigates their accounts of gender bias; and analyzes the effect of gender bias on their surgical career choices. METHODS: This study invited medical students from Harbin Medical University to fill out a non-mandatory questionnaire on whether they had witnessed gender bias, their surgical career intentions, and factors influencing their career intentions. A one-way analysis of variance was used to compare the differences between continuous variables. Pearson's chi-squared test was used to compare the differences between the categorical variables, the Kendall correlation coefficient (tau) was used to assess the correlation between the reasons rankings reported by gender, and a multiple regression analysis was conducted by logit model. RESULTS: A total of 643 students responded to the questionnaire. Of them, 63.76% expressed a willingness for a surgical career, with ""interest"" being a key driving factor (73.41%). Almost all respondents (96.27%) answered that there were more male leaders in the surgical departments they had rotated through or had contacted. Only a few respondents reported gender barriers influencing recruitment (32.19%). However, witnessing gender bias (recruitment of male required) was correlated to choice of surgical career (P < 0.05). Females were less willing to pursue a career in surgery if they had witnessed gender barriers in surgical recruitment. Male dominance also correlated to the choice of a surgical career (P < 0.1). Of the respondents, 53.19% believed that surgery was not suitable for females; among female respondents, this number was 56.12%, higher than for male respondents. When females think that the surgical profession is not suitable for them, it reduces the possibility of their pursuing a career in surgery. CONCLUSION: Most medical students were interested in surgical care. Witnessing gender bias decreases females' willingness to pursue a career in surgery. It is necessary to stimulate medical students' interest in surgery when formulating strategies to promote surgical career choices, as well as to reduce gender bias in surgery; in this way, females' surgical careers should be ensured.",2022,May,BMC Med Educ,22,1,378,,10.1186/s12909-022-03453-0,35581632,#23,Zhou 2022,"",""
Racial Inequities in Female Family Physicians Providing Women's Health Procedures.,Walter G; Laddha R; Jetty A; Jabbarpour Y; Huffstetler A,"Patient-physician race concordant dyads have been shown to improve patient outcomes; the race and ethnicity of family physicians providing women's health procedures has not been described. Using self-reported data, this analysis highlights the racial disparities in scope of practice; underrepresented in medicine (URiM) females are less likely to perform women's health procedures which may lead to disparities in care received by minority women.",2024,Mar,J Am Board Fam Med,37,1,134-136,,10.3122/jabfm.2023.230078R1,38467430,#24,Walter 2024,"",""
Gender differences in scholarly productivity of early-career transfusion medicine physicians.,Ipe TS; Tanhehco YC; Booth GS; Adkins BD,"BACKGROUND AND OBJECTIVES: Promotion in academic medicine requires evidence of the creation and dissemination of scholarly output, primarily through peer-reviewed publications. Studies demonstrate that scholarly activity and impact are lower for women physicians than for men physicians, especially during the early stages of their academic careers. This report reviewed physicians' academic productivity after passing their Blood Banking/Transfusion Medicine (BBTM) subspecialty exam to determine if gender discrepancies exist. METHODS: A cross-sectional analysis was designed to determine trends in scholarly activity for women physicians versus men physicians in BBTM. Indexed publications were reviewed using iCite, the National Institutes of Health (NIH) Office of Portfolio Analysis tool, from 1 January 2017 to 1 December 2021, for BBTM examinees who passed the sub-speciality fellowship exam in the years 2016 through 2018. RESULTS: Overall, women physicians had statistically significant fewer total career publications (median 6 vs. 9 cumulative papers, p = 0.03). Women published at a lower rate after passing BBTM boards, which was not statistically significant (0.7 vs. 1.3 publications per year). Other statistically significant findings include fewer early-career BBTM women physicians were first authors compared with men physicians (p = 0.03) and impact as assessed by relative citation ratio was higher for men (p = 0.01). CONCLUSIONS: This study demonstrates that there are gender differences in scholarly productivity and impact on early-career BBTM physicians. Given that this cohort of BBTM physicians are early-career professionals, the significant difference in first authorship publications between women and men physicians is especially concerning. Publication metrics should be followed to ensure equitable research environments for early-career BBTM physicians.",2024,May,Vox Sang,119,5,490-495,,10.1111/vox.13606,38469683,#25,Ipe 2024,"",""
