Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Subliminal Gender Stereotypes: Who Can Resist?,van Breen JA; Spears R; Kuppens T; de Lemus S,"We examine women's responses to subliminal gender stereotypes, that is, stereotypes present outside conscious awareness. Previous research suggests that subtle stereotypes elicit acceptance and assimilation, but we predict that subliminal exposure to gender stereotypes will trigger resistance in some women. Specifically, we expect resistance to occur among women who are relatively strongly identified with feminists, but not with the broader group of women. We predict that resistance takes the form of persistence in stereotypically masculine domains and (implicit) in-group bias. Indeed, we found that subliminal exposure to stereotypes (vs. counter-stereotypes) led women who identify relatively strongly with feminists, but less strongly with women, to (a) persist in a math task, (b) show increased willingness to sacrifice men in a Moral Choice Dilemma task, and (c) show implicit in-group bias on an evaluative priming task. This evidence of resistance suggests that members of devalued groups are more resilient than previously thought.",2018,Dec,Pers Soc Psychol Bull,44,12,1648-1663,,10.1177/0146167218771895,29781373,#11,vanBreen 2018,"",""
Race and gender differences in how sense of belonging influences decisions to major in STEM.,Rainey K; Dancy M; Mickelson R; Stearns E; Moller S,"BACKGROUND: Women and students of color are widely underrepresented in most STEM fields. In order to investigate this underrepresentation, we interviewed 201 college seniors, primarily women and people of color, who either majored in STEM or started but dropped a STEM major. Here we discuss one section of the longer interview that focused on students' sense of belonging, which has been found to be related to retention. In our analysis, we examine the intersections of race and gender with students' sense of belonging, a topic largely absent from the current literature. RESULTS: We found that white men were most likely to report a sense of belonging whereas women of color were the least likely. Further, we found that representation within one's STEM sub-discipline, namely biology versus the physical sciences, impacts sense of belonging for women. Four key factors were found to contribute to sense of belonging for all students interviewed: interpersonal relationships, perceived competence, personal interest, and science identity. CONCLUSIONS: Our findings indicate that students who remain in STEM majors report a greater sense of belonging than those who leave STEM. Additionally, we found that students from underrepresented groups are less likely to feel they belong. These findings highlight structural and cultural features of universities, as well as STEM curricula and pedagogy, that continue to privilege white males.",2018,,Int J STEM Educ,5,1,10,,10.1186/s40594-018-0115-6,30631700,#12,Rainey 2018,"",""
I am done with this! Women dropping out of engineering majors.,González-Pérez S; Martínez-Martínez M; Rey-Paredes V; Cifre E,"Women are still underrepresented in STEM careers (Science, Technology, Engineering, and Mathematics). One of the possible drivers behind this gender gap in the labour market is the female dropout from STEM education. The causes of the gender differences in the persistence of pursuing STEM studies have been explained by multiple factors related to interest and resolution in this type of career. The goal of the present research is to study the Engineering persistence gender gap in higher education by exploring the main factors underlying the leakage in the pipeline of Engineering fields. Our study reports the results of 34 qualitative in-depth interviews where internal barriers, stereotypes and external obstacles are assessed by women who have left their university degrees, compared with men who have withdrawn and women who have persisted. Results from the content analysis suggest that the undermining of persistence in Engineering fields is related to factors such as the chilly and hostile environment in classes or the workload from an excessively demanding curriculum. Other factors affecting women's withdrawal are the lack of role models and the perceived incongruity between the female gender role and STEM roles in society, leading to a weakening of female students' self-efficacy and eroding their sense of belongingness, even making them consider dropping out of their Engineering degree. These findings provide information for the design of future STEM interventions aimed to enhance women's persistence in STEM university studies.",2022,,Front Psychol,13,,918439,,10.3389/fpsyg.2022.918439,36033057,#13,González-Pérez 2022,"",""
Negotiating Identity and Belonging in a New Space: Opportunities and Experiences of African Youths in South Australia.,Mude W; Mwanri L,"This paper was part of a large study that aimed to explore determinants of increased suicides among African youths in South Australia. As part of this larger study, narratives from participants indicated that identity crisis could be a potential determinant of suicide. This paper reports on how African youths negotiate and form identity in Australia. A qualitative inquiry was undertaken with 31 African youths using a focus group and individual interviews. Data analysis was guided by a framework for qualitative research. These youths negotiated multiple identities, including those of race, gender, ethnicity and their origin. 'Freedom and opportunity', 'family relationships', 'neither belonging here nor there' and 'the ability to cope against the paradox of resourcefulness in Australia' appeared to be important themes in negotiating individual identities. An opportunity was used to acknowledge privileges available in Australia relative to Africa. However, the extent to which individuals acted on these opportunities varied, affecting a person's sense of purpose, identity formation and belonging in Australia. The loss of social networks following migration, and cultural differences between African and Australian societies, shaped the experience of belonging and identity formation. These findings are crucial as they indicate the need for policies and practices that consider experiences of youths as they form their identity in Australia. Further studies with large numbers of participants are needed to explore these issues further among African youths in Australia.",2020,Jul,Int J Environ Res Public Health,17,15,,,10.3390/ijerph17155484,32751346,#14,Mude 2020,"",""
The longitudinal effects of STEM identity and gender on flourishing and achievement in college physics.,Seyranian V; Madva A; Duong N; Abramzon N; Tibbetts Y; Harackiewicz JM,"BACKGROUND: Drawing on social identity theory and positive psychology, this study investigated women's responses to the social environment of physics classrooms. It also investigated STEM identity and gender disparities on academic achievement and flourishing in an undergraduate introductory physics course for STEM majors. One hundred sixty undergraduate students enrolled in an introductory physics course were administered a baseline survey with self-report measures on course belonging, physics identification, flourishing, and demographics at the beginning of the course and a post-survey at the end of the academic term. Students also completed force concept inventories, and physics course grades were obtained from the registrar. RESULTS: Women reported less course belonging and less physics identification than men. Physics identification and grades evidenced a longitudinal bidirectional relationship for all students (regardless of gender) such that when controlling for baseline physics knowledge: (a) students with higher physics identification were more likely to earn higher grades; and (b) students with higher grades evidenced more physics identification at the end of the term. Men scored higher on the force concept inventory than women; although no gender disparities emerged for course grades. For women, higher physics (versus lower) identification was associated with more positive changes in flourishing over the course of the term. High-identifying men showed the opposite pattern: negative change in flourishing was more strongly associated with high identifiers than low identifiers. CONCLUSIONS: Overall, this study underlines gender disparities in physics both in terms of belonging and physics knowledge. It suggests that strong STEM identity may be associated with academic performance and flourishing in undergraduate physics courses at the end of the term, particularly for women. A number of avenues for future research are discussed.",2018,,Int J STEM Educ,5,1,40,,10.1186/s40594-018-0137-0,30631730,#15,Seyranian 2018,"",""
Structure and belonging: Pathways to success for underrepresented minority and women PhD students in STEM fields.,Fisher AJ; Mendoza-Denton R; Patt C; Young I; Eppig A; Garrell RL; Rees DC; Nelson TW; Richards MA,"The advancement of underrepresented minority and women PhD students to elite postdoctoral and faculty positions in the STEM fields continues to lag that of majority males, despite decades of efforts to mitigate bias and increase opportunities for students from diverse backgrounds. In 2015, the National Science Foundation Alliance for Graduate Education and the Professoriate (NSF AGEP) California Alliance (Berkeley, Caltech, Stanford, UCLA) conducted a wide-ranging survey of graduate students across the mathematical, physical, engineering, and computer sciences in order to identify levers to improve the success of PhD students, and, in time, improve diversity in STEM leadership positions, especially the professoriate. The survey data were interpreted via path analysis, a method that identifies significant relationships, both direct and indirect, among various factors and outcomes of interest. We investigated two important outcomes: publication rates, which largely determine a new PhD student's competitiveness in the academic marketplace, and subjective well-being. Women and minority students who perceived that they were well-prepared for their graduate courses and accepted by their colleagues (faculty and fellow students), and who experienced well-articulated and structured PhD programs, were most likely to publish at rates comparable to their male majority peers. Women PhD students experienced significantly higher levels of distress than their male peers, both majority and minority, while both women and minority student distress levels were mitigated by clearly-articulated expectations, perceiving that they were well-prepared for graduate level courses, and feeling accepted by their colleagues. It is unclear whether higher levels of distress in women students is related directly to their experiences in their STEM PhD programs. The findings suggest that mitigating factors that negatively affect diversity should not, in principle, require the investment of large resources, but rather requires attention to the local culture and structure of individual STEM PhD programs.",2019,,PLoS One,14,1,e0209279,,10.1371/journal.pone.0209279,30625173,#16,Fisher 2019,"",""
Theories for Race and Gender Differences in Management of Social Identity-Related Stressors: a Systematic Review.,Bey GS; Ulbricht CM; Person SD,"Sociodemographic group-specific strategies for stress management may contribute to racial and gender disparities in health outcomes in the USA. We aimed to systematically review theoretical and empirical investigations of factors influencing variation in response to and management of identity-related stress among black and white Americans. OvidPsychInfo and PubMed databases were searched to identify eligible studies. Criteria were participant age of ≥ 18 years, conducted in the US sampling black or white participants, and published in English in a peer-reviewed journal. The final sample included 167 articles. Theories suggesting social status inequities as the primary contributor to disparate strategies employed by black and white women and men to manage social identity-related stress were most frequently tested and supported. Studies disproportionally focused on how women and black persons cope as targets of prejudice and discrimination rather than on how management strategies of men or white persons are affected as perpetrators. Finally, there was theoretical support for an interactive effect of race and gender on stress management, but empirical evidence was lacking, particularly among black men, white women, and white men. The literature could be strengthened through the use of prospective cohorts and nationally representative samples, as well as study designs accounting for potential within-race and within-gender variation in the effects of social identity-related stressors on coping. With greater consistency in methodology, future empirical studies may yield additional information regarding group differences in stress management pertinent to clarifying mechanisms for the health consequences of exposure to social inequity among black and white women and men.",2019,Feb,J Racial Ethn Health Disparities,6,1,117-132,,10.1007/s40615-018-0507-9,29987597,#17,Bey 2019,"",""
Interpersonal needs and suicide risk: The moderating roles of sex and brooding.,Lear MK; Kozina RM; Stacy SE; Clapp JD; Pepper CM,"OBJECTIVES: This paper tested two moderators, brooding and participant sex, on the respective relations between thwarted belongingness (TB), perceived burdensomeness (PB), and suicide risk. METHOD: Using a cross-sectional design in a sample of undergraduates (N = 278), two hierarchical regression models examining the three-way interaction between brooding, sex, and either TB or PB on suicide risk were conducted. RESULTS: A significant two-way interaction of brooding and TB was detected, but no moderating effect of sex was observed. There was a significant three-way interaction of brooding, sex, and PB on suicide risk. CONCLUSIONS: High levels of TB and brooding produce increased suicide risk across sexes. The relation between PB and suicide risk is dependent on brooding for females but not males.",2019,Sep,J Clin Psychol,75,9,1572-1584,,10.1002/jclp.22800,31141177,#18,Lear 2019,"",""
Building an inclusive wave in marine science: Sense of belonging and Society for Women in Marine Science symposia.,Canfield KN; Sterling AR; Hernández CM; Chu SN; Edwards BR; Fontaine DN; Freese JM; Giroux MS; Jones AE; McCarty AJ; Morrissette HK; Palevsky HI; Raker CE; Robuck AR; Serrato Marks G; Thibodeau PS; Windle AE,"Achieving gender equity is a long-standing and ubiquitous challenge in marine science. Creating equitable experiences for all genders in marine science requires recognizing scientists' intersectional identities, and how this leads to unique lived experiences of privilege and marginalization. One approach to increase equitable experiences for women in marine science is to create affinity groups where women can learn from each other, share their experiences, and provide support and mentorship. The Society for Women in Marine Science (SWMS) is one such organization, founded to amplify the work of early career women in marine science and create community, through events such as full-day symposium events. This study investigates the experiences of symposium attendees for four events held from 2018 through 2020, as reported in pre- and post-symposium surveys. We used quantitative analysis of the open-ended survey questions to examine the demographics of attendees and their fields of study. Qualitative thematic analysis identified the most effective aspects of the symposia, areas of logistical and content improvement for future symposia, and emphasized the unique challenges women in marine science experience. The majority of symposium attendees were white graduate students. Nearly all attendees identified as women, with a small number of men and non-binary individuals. Symposia attendees enjoyed opportunities for professional development and interactions with colleagues across career stages. We present recommendations for continuing to foster a sense of belonging in marine science and STEM more broadly, both specific to SWMS and transferable actions that can be applied for other affinity groups. These suggestions include empathetic event logistics, continual democratic evaluation, identity reflexivity among group leaders, and professional development activities targeted towards the unique needs of the affinity group. The positive responses received from SWMS's adaptive integration of survey results into symposia demonstrate that incorporating these recommendations and findings will help create an inclusive wave in marine science.",2023,Nov,Prog Oceanogr,218,,1-15,,10.1016/j.pocean.2023.103110,38269259,#19,Canfield 2023,"",""
Violence victimisation and young adult cardiometabolic health: the role of timing and social identity.,Koning SM; Aronoff J; Chen S; Hargrove T; Polos J; McDade TW,"BACKGROUND: Adolescent violence victimisation is associated with a spectrum of adult social and behavioural health outcomes, including adverse mental health symptoms. However, underlying social stress mechanisms linking adolescent victimisation to adult cardiometabolic health remains poorly understood. AIM: The current study aims to reveal how adolescent and adult interpersonal violence exposures each get ""under the skin"" to affect adult metabolic syndrome, including direct victimisation and, additionally, witnessing violence. SUBJECTS AND METHODS: We use a nationally representative longitudinal cohort, the National Longitudinal Study of Adolescent to Adult Health, and leverage a quasi-experimental approach, propensity score matching regression analysis (n = 14,267). RESULTS: We find that adolescent violence exposure carries an enduring effect on young adult metabolic syndrome risk factor incidence and high-risk status, which is independent of young adult violence. Violence effects do not vary by sex or racial identity. CONCLUSION: In sum, adolescent exposure to direct interpersonal violence significantly affects young adult cardiometabolic health in ways suggesting adolescence is a sensitive period for the onset of harmful cardiometabolic effects in early adulthood. Findings warrant future study of underlying pathways and how these effects shape social inequities in cardiometabolic health among U.S. adults broadly.",2024,Feb,Ann Hum Biol,51,1,2390834,,10.1080/03014460.2024.2390834,39301955,#20,Koning 2024,"",""
"To Be Seen, Heard, and Valued: Strategies to Promote a Sense of Belonging for Women and Underrepresented in Medicine Physicians.",Haggins AN,"Lingering unconscious biases and daily cues continue to permeate and persist in academic medicine environments in the form of the exclusion of physicians who are women or racially/ethnically underrepresented in medicine. Academic medicine environments must change so that women and underrepresented in medicine racial/ethnic groups are seen, heard, and valued. A shared awareness among faculty, administrators, and trainees can inform the development of intentional strategies to alter individual behaviors, academic spaces, and institutional processes to cultivate a sense of belonging. Shifting the norms in medicine and the course of historical exclusion will require professional development in areas of inclusive teaching practices, skills to cultivate mentoring relationships with diverse trainees, and fostering discussions about the relevance of personal identity, as well as attention to the symbolism and imagery in institutional messages (e.g., portraits on the walls, website, marketing campaigns) and to the value of including community involvement in productivity metrics.",2020,Oct,Acad Med,95,10,1507-1510,,10.1097/ACM.0000000000003553,32590469,#21,Haggins 2020,"",""
Equal Representation Does Not Mean Equal Opportunity: Women Academics Perceive a Thicker Glass Ceiling in Social and Behavioral Fields Than in the Natural Sciences and Economics.,van Veelen R; Derks B,"In the study of women in academia, the focus is often particularly on women's stark underrepresentation in the math-intensive fields of natural sciences, technology, and economics (NTE). In the non-math-intensive of fields life, social and behavioral (LSB) sciences, gender issues are seemingly less at stake because, on average, women are well-represented. However, in the current study, we demonstrate that equal gender representation in LSB disciplines does not guarantee women's equal opportunity to advance to full professorship-to the contrary. With a cross-sectional survey among N = 2,109 academics at mid-level careers (i.e., assistant and associate professors) in the Netherlands, we test the hypothesis that in LSB (more than NTE), female academics perceive to hit a ""thicker"" glass ceiling-that is, they see a sharper contrast between the high representation of women at the lower compared to the top levels. We test whether this predicts female academics' lower estimated chances to reach full professorship relative to men in LSB (but not NTE). We introduce a novel perceived glass ceiling index (GCI), calculated based on academics' perceptions of the share of women and men in their direct work environment minus their perceptions of gender ratio among full professors in their field. Results confirm that the perceived glass ceiling is thicker in the non-math-intensive LSB compared to math-intensive NTE fields. Furthermore, only in LSB (but not NTE), women perceived a thicker glass ceiling than men. Moreover, only among female academics, the thicker the perceived glass ceiling, the lower their estimated chances to become full professor 1 day. Combined, a moderated mediation showed that for women only, a thicker perceived glass ceiling in LSB compared to NTE disciplines predicted their lower estimated chances to advance to full professor level. No such mediation occurred for men. We conclude that women's higher numerical representation in LSB disciplines does not negate a male-dominant normative standard about academic leadership and success. Paradoxically, the perceived odds for female academics to reach the top of their field are lower in fields where they are relatively highly represented, and this may pose unique barriers to women's perceived opportunities for career success.",2022,,Front Psychol,13,,790211,,10.3389/fpsyg.2022.790211,35369222,#22,vanVeelen 2022,"",""
