Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Multi-level predictors of young people's attitudes towards gender biases concerning rape, sexual and domestic violence in intimate relationships among young people, Ebonyi State, Southeast Nigeria.",Agu IC; Eze II; Agu CI; Agu O; Mbachu CO; Onwujekwe O,"This study assessed multi-level factors that shape young people's attitudes towards gender biases about rape, sexual, and domestic violence in intimate relationships. This cross-sectional study was undertaken in three urban and three rural communities in Ebonyi State, southeast Nigeria. Data were collected from 1,020 young people using an interviewer-administered questionnaire. Descriptive and logistic regression analyses were performed using STATA. Findings revealed that most(64%) young people agree that when a girl doesn't physically fight back, you cannot really say it was rape. Many agreed that a girl who is raped is promiscuous or has a bad reputation (50%) and usually did something careless to put herself in that situation(45%). Young girls were approximately 2 times more likely to have positive attitudes towards sexual violence, rape, and domestic violence in intimate relationships than young boys (OR=1.5;P<0.01). Multi-level strategies to effectively address adverse gender norms and inequalities in intimate relationships are highly recommended.",2024,Aug,Afr J Reprod Health,28,8s,51-61,,10.29063/ajrh2024/v28i8s.6,39269897,#11,Agu 2024,"",""
Let's just do it: sexual arousal's effects on attitudes regarding sexual consent.,Rerick PO; Livingston TN; Davis D,"Misperception of others' sexual willingness or consent is widely considered to contribute to sexual coercion. Sexual arousal is commonly present among those in situations with potential to result in sexual assault. The current research tests the effects of sexual arousal on related attitudes: including those toward token resistance, assertive sexual strategies, and affirmative consent. Sexual arousal was primed through a narrative writing paradigm. Results indicate sexual arousal led all participants to be more likely to endorse belief in female token resistance, and led women to more strongly endorse men's assertive sexual strategies. Implications for research on sexual consent are discussed.",2024,Jul,J Soc Psychol,164,4,456-472,,10.1080/00224545.2022.2106174,35924697,#12,Rerick 2024,"",""
Giving Women the Benefit of the Doubt? Examining Gender Differences in Schools' Management of Sexual Allegations Against Employees.,Robertson AL; Harris DA; Karstedt S,"Comparing women's and men's sexual offending patterns in educational settings is a relatively recent empirical endeavor. Accordingly, gender-based examinations of schools' management of sexual allegations are lacking. We address this gap by drawing on a unique administrative dataset from an Australian jurisdiction that captures alleged improper sexual conduct by educational employees. We compare 809 female- and male-perpetrated cases reported between 2015 and 2019 with respect to event, location, victim, and perpetrator characteristics, as well as the ensuing risk management strategies and sanctions. Compared to men, reported women were younger, employed on more secure employment arrangements, and less often had a relevant discipline history. Most alleged event characteristics did not significantly differ based on perpetrator gender. Women's alleged perpetration, however, more often occurred in places external to school and involved more serious sexual victimization of comparatively older male students. After controlling for event, victim, perpetrator, and allegation characteristics there was nearly no support for a gender bias in institutional responses. However, a lack of any action was more often observed in female-perpetrated cases under very specific and limited conditions. Resultant implications for the management and oversight of employee-related allegations are discussed.",2024,Jul,J Child Sex Abus,33,5,565-588,,10.1080/10538712.2024.2385469,39075746,#13,Robertson 2024,"",""
"Global trends and differences in the burden of alcohol use disorders attributable to childhood sexual abuse by sex, age, and socio-demographic index: Findings from the Global Burden of Disease Study 2019.",Chen Y; Zhong Y; Wang M; Su X; Li Q; Wang J; Sun L,"BACKGROUND: Childhood sexual abuse (CSA) is a severe global problem associated with alcohol use disorder (AUD). Previous studies have confirmed this relationship; however, there is a lack of research on the disease burden of AUD attributable to CSA. OBJECTIVE: To analyze global spatiotemporal trends and differences in the disease burden of AUD attributable to CSA and its relationship with age, sex, and the sociodemographic index (SDI). PARTICIPANTS AND SETTING: Data from the Global Burden of Disease 2019 Public Database. METHODS: Summary exposure value (SEV) was used to evaluate CSA. Disability-adjusted life year (DALY), years lived with disability (YLD), years of life lost (YLL), and their annual rates of change were used to evaluate disease burden. Cluster analysis based on Ward's method was used to examine the global burden associated with age, sex, and SDI. A 95 % uncertainty intervals (UI), excluding 0, was considered statistically significant. RESULTS: In 2019, 1.63 million (95 % UI 0.23-3.90 million) DALYs of AUD were caused by CSA and the age-standardized rates (ASRs) of DALY was 19.77 (95 % UI 2.78-47.46) globally. Annual rates of change in DALY of people over 65 years of age increased from 1990 to 2019 in all regions except the High-middle SDI regions. The ASRs of DALY of females in High SDI regions, were always at a much higher level than other SDI regions, and showed an upward trend from 1990 to 2019 (DALY 1990: 20.38 [95 % UI 2.87-47.77], 2019: 23.61 [95 % UI 3.55-54.94]). CONCLUSIONS: Substantial geographical differences were observed in the burden of AUD attributable to CSA. The level of CSA exposure was inconsistent with the related burden of AUD in different regions according to the sociodemographic index. The burden of disease increased in the elderly population and in females in high sociodemographic index regions.",2024,Jul,Child Abuse Negl,153,,106818,,10.1016/j.chiabu.2024.106818,38696952,#14,Chen 2024,"",""
Evaluating layperson interpretation of actuarial sexual violence risk data: A multi-method comparison of risk communication with attention to gender bias.,Coaker LC; Batastini AB; Davis RM; Lester ME,"Forensic clinicians are often called upon to help courts determine the likelihood that someone will continue to commit sexually violent acts in the future. The utility of these evaluations depends largely on how effectively the results are communicated to and understood by the trier of fact. Actuarial results, such as those commonly reported in sexual offense risk assessments, appear particularly challenging for laypersons to understand. Using a representative sample of 206 U.S. adults, this study examines three methods of communicating actuarial risk via simulated expert testimony on participants' ratings of a hypothetical evaluee's risk of sexual re-offending. The results suggested that all participants, regardless of how results were communicated, over-estimated the examinee's risk level relative to the expert's probabilistic findings, but tended to agree with the expert's categorical predictions. Participants who were only shown actuarial data consistently rated the evaluee as more dangerous and likely to commit future sexually violent acts. Additionally, it was found that gender significantly impacted participants' perceptions, such that women found the evaluee more dangerousness and desired greater social distance from him. This study has implications for best practices regarding expert communication of actuarial results in cases involving sexual violence.",2024,Jul,J Forensic Sci,69,4,1364-1376,,10.1111/1556-4029.15525,38602046,#15,Coaker 2024,"",""
Patterns of Gender Equitable Attitudes and Behaviors Among Young Men: Relationships With Violence Perpetration and Masculinity Ideologies.,Casey EA; Willey-Sthapit C; Hoxmeier JC; Carlson J,"This study used latent profile analysis with data from 481 U.S. men to examine patterns of men's attitudes toward gender equity and their engagement in gender-equitable (GE) behaviors. Five resulting profiles included groups with (a) high endorsement of both GE attitudes and behaviors, (b) low endorsement of both, (c) mid-range endorsement of both, (d) strong endorsement of GE attitudes, but low engagement in action, and (e) low endorsement of GE attitudes but high participation in GE behavior. Worryingly, this last group reported higher rates of violence perpetration than other groups, while simultaneously reporting higher rates of participation in gender-based violence prevention actions.",2024,Jul,Violence Against Women,30,9,2174-2199,,10.1177/10778012231153359,36788416,#16,Casey 2024,"",""
"The Association Between Sexual Violence and Suicidal Ideation Among Transgender Women and the Role of Gender-Affirming Healthcare Providers in Seven Urban Areas in the United States, 2019 to 2020.",Eustaquio PC; Olansky E; Lee K; Marcus R; Cha S,"Transgender women are disproportionately affected by sexual violence and corresponding mental health sequelae; however, many do not access healthcare due to experiences with transphobia. This analysis evaluated the association between sexual violence and suicidal ideation and the moderating effect of having a healthcare provider (HCP) with whom transgender women were comfortable discussing gender-related issues (""gender-affirming HCP""). We analyzed cross-sectional data from the Centers for Disease Control and Prevention's National HIV Behavioral Surveillance among Transgender Women (NHBS-Trans). Transgender women were recruited using respondent-driven sampling from seven urban areas from 2019 to 2020 and participated in an HIV biobehavioral survey. This analysis was restricted to transgender women who visited a HCP in the past 12 months (""healthcare-seeking transgender women"" [HSTW]) (N = 1,489). Log-linked Poisson regression models provided adjusted prevalence ratios (aPRs) and 95% confidence intervals (CIs) to estimate the association between sexual violence and suicidal ideation in the past 12 months. The interaction between sexual violence and having a gender-affirming HCP was statistically significant (p-value = .034). Among 1,489 HSTW, 225 (15.1%) experienced sexual violence and 261 (17.5%) reported suicidal ideation; 1,203 (80.8%) reported having a gender-affirming HCP. Sexual violence was associated with suicidal ideation (aPR = 2.65, 95% CI [2.08, 3.38]); the association was notably higher among those who did not have a gender-affirming HCP (aPR = 3.61, [2.17, 6.02]) than among those who did (aPR = 1.87, [1.48, 2.37]). Eliminating transphobia and promoting trauma- and violence-informed approaches in healthcare are necessary for sexual violence and suicide prevention among HSTW.",2024,Jun,J Interpers Violence,,,8862605241257592,,10.1177/08862605241257592,38842225,#17,Eustaquio 2024,"",""
Sex differences in the association between (sexual) abuse and lower urinary tract symptoms.,Teunissen TAM; Lagro-Janssen ALM; Akkermans RP; Blanker MH; Knol-de Vries GE,"OBJECTIVES: To study the possible association between (sexual) abuse and lower urinary tract symptoms (LUTS) in men and women. To study the differences in this association between men and women, and between the timing of the abuse. SUBJECTS AND METHODS: A Dutch observational population-based cross-sectional study was used, based on self-administered questionnaires. Respondents were included if they had answered all questions about abuse and LUTS. Logistic regression was used to analyse the data. RESULTS: Included were 558 men and 790 women, of whom 29% and 37%, respectively, reported a history of one of more types of abuse. Abuse was significantly associated with LUTS in both men (odds ratio [OR] 1.7; 1.2-2.5) and women (OR 1.4; 1.1-2.1). This association, testing by two-way interaction, was significantly stronger in men. No association was found between childhood abuse or adulthood abuse and LUTS, in men or women. The association of sexual abuse with LUTS was significant in both men (2.7; 1.4-5.2) and in women (1.5; 1.1-2.2), and this association (testing by two-way interaction) was significantly much stronger in men. CONCLUSION: In men more than in women, a history of any type of abuse is associated with LUTS, regardless of whether the abuse occurred during childhood or adulthood. In both sexes, a history of sexual abuse is also associated with experiencing LUTS, with a much stronger association in men than in women. Patients, in particular male patients, presenting with LUTS should therefore be asked about sexual abuse in the past.",2024,Jun,Neurourol Urodyn,43,5,1199-1206,,10.1002/nau.25456,38530000,#18,TeunissenTAM 2024,"",""
"Gender and Sexual Orientation Differences in Sexual Violence Knowledge, Prevention Behaviors, and Care-Seeking Behaviors.",Coulter RWS; Szoko N; Frankeberger J; Adams B; Jones KA; Chugani CD; Anderson J; Talis J; McCauley HL; Miller E,"Sexual violence (SV) on college campuses disproportionately affects cisgender (nontransgender) women, sexual minorities (e.g., gays/lesbians, bisexuals), and gender minority (e.g., transgender/nonbinary) people. This study investigates gender and sexual behavior differences in common SV intervention targets-SV-related knowledge, prevention behaviors, and care-seeking. We analyzed cross-sectional survey data, collected in 9/2015-3/2017, from 2202 students aged 18-24 years attending college health and counseling centers at 28 Pennsylvania and West Virginia campuses. Multivariable multilevel models tested gender and sexual behavior differences in SV history; recognition of SV; prevention behaviors (self-efficacy to obtain sexual consent, intentions to intervene, positive bystander behaviors); and care-seeking behaviors (knowledge of, self-efficacy to use, and actual use of SV services). Adjusting for lifetime exposure to SV, compared with cisgender men, cisgender women had higher recognition of SV and reproductive coercion, prevention behaviors, and care-seeking self-efficacy (beta range 0.19-1.36) and gender minority people had higher recognition of SV and intentions to intervene (beta range 0.33-0.61). Cisgender men with any same-gender sexual partners had higher SV knowledge (beta = 0.23) and self-efficacy to use SV services (beta = 0.52) than cisgender men with only opposite-gender partners. SV history did not explain these differences. Populations most vulnerable to SV generally have higher SV knowledge, prevention behaviors, and care-seeking behaviors than cisgender men with only opposite-gender sexual partners. Innovative SV intervention approaches are necessary to increase SV-related knowledge among heterosexual cisgender men and may need to target alternative mechanisms to effectively reduce inequities for sexual and gender minority people.",2024,May,Prev Sci,25,4,590-602,,10.1007/s11121-023-01640-z,38214789,#19,CoulterRWS 2024,"",""
"Sexual harassment and implicit gender-career biases negatively impact women's life expectancy in the US: a state-level analysis, 2011-2019.",Cunningham GB; Wicker P,"BACKGROUND: Despite some gains, women continue to have less access to work and poorer experiences in the workplace, relative to men. The purpose of this study was to examine the relationships among women's life expectancy and two work-related factors, sexual harassment and gender-career biases. METHOD: We examined the associations at the state level of analysis (and District of Columbia) in the US from 2011 to 2019 (n = 459) using archival data from various sources. Measures of the ratio of population to primary health providers, year, the percent of adults who are uninsured, the percent of residents aged 65 or older, and percent of residents who are Non-Hispanic White all served as controls. RESULTS: Results of linear regression models showed that, after accounting for the controls, sexual harassment and gender-career biases among people in the state held significant, negative associations with women's life expectancy. CONCLUSION: The study contributes to the small but growing literature showing that negative workplace experiences and bias against women in the workplace negatively impact women's health.",2024,Apr,BMC Public Health,24,1,1115,,10.1186/s12889-024-18450-9,38654268,#20,Cunningham 2024,"",""
Examining medical students' experience of gender-based discrimination and sexual harassment from clinical teachers at a UK medical school.,Skan O; Tregidgo L; Tizzard J; Westlake I; Joji N,"PURPOSE OF THE ARTICLE: To quantify the prevalence and characterise the nature of gender-based discrimination (GBD) and sexual harassment (SH) arising from clinical teachers towards medical students at one UK medical school. MATERIALS AND METHODS: A mixed quantitative and qualitative survey of medical students. Chi-squared analysis and logistic regression was performed on quantitative data, while an inductive thematic analysis of qualitative data was undertaken. These findings were compared to look for common patterns. RESULTS: Females were significantly more likely to report experiencing both GBD (χ(2) = 38.61, p < 0.0001) and SH (χ(2) = 19.53, p < 0.0001) than males (OR = 10.45 (CI 4.84 - 22.56, p < 0.0001)). These behaviours were more likely to be reported in specific surgical placements than medical placements (χ(2) = 15.06, p < 0.001 and χ(2) = 5.90, p < 0.05). Perpetrators were more commonly male, and more commonly consultants. Exposure to GBD or SH was significantly more likely to affect the choice of specialty in females compared to males (χ(2) = 11.17, p < 0.001). Students noted a casual use of sexist language, inappropriate sexual advances, and gender-based microaggressions which create a pervasive discrepancy in educational opportunities between genders. Participants reported that concerns regarding anonymity, questioning the severity of the incident, and an ingrained medical hierarchy prevented students reporting these incidents. CONCLUSIONS: The rate of GBD and SH from clinical teachers to medical students remains high, affecting female students more than male students. This study highlights key areas that must be improved to achieve a more equitable teaching experience in UK medical schools. Developing robust reporting and support systems is an important step in eradicating these behaviours.",2024,Apr,Med Teach,,,1-9,,10.1080/0142159X.2024.2331034,38564885,#21,Skan 2024,"",""
"A Study of Attitudes Toward Teacher-Student Sexual Misconduct Cases Based on Student Age, Student Gender, and Teacher Gender.",Wingrove T; Call AA; Clark H; Chenevert B; Pearce E,"Teacher-student sexual misconduct is a serious instance of child sexual abuse that impacts an estimated 10% of students. We tested whether two effects seen in research about these types of cases replicated across online American adult and undergraduate samples: (1) sympathy toward younger students who experience sexual abuse compared to older students and (2) leniency in cases of female teachers engaging with male students compared to other gender dyads. Participants (N = 525) reviewed a mock teacher-student sexual encounter and then answered questions about their views and case-related outcomes. Student age emerged as the most influential factor across all our variables of interest, where cases with younger students were viewed as more egregious than those involving older students. Incidents involving boys who experienced abuse were perceived as more ""normal"" than those involving girls. We found some support for the idea that there is leniency toward women teachers, but limited support for a female teacher-male student leniency effect. While these cases were viewed to be more normal and acceptable than other gender dyads, there were no effects on the other dependent variables. Sample type effects were also minimal, as our adult sample viewed the teachers involved to be more responsible and student complainants as more credible versus the undergraduate sample.",2024,Apr,J Child Sex Abus,33,3,398-414,,10.1080/10538712.2024.2369285,38910435,#22,Wingrove 2024,"",""
