Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Advancing sea turtle conservation in the South China Sea via U.S.-China diplomacy,"Yeh, Frederick C.; Lin, Liu; Zhang, Ting; Green, Robin; Martin, Frances; Shi, Haitao","The South China Sea is an important oceanic habitat for endangered sea turtles, which are facing anthropogenic pressures from the illegal wildlife trade, fisheries by-catch, debris pollution, habitat loss, and climate change. Compounding these threats are international disputes over territorial claims in the South China Sea, exerting a general disinclination toward regional collaborations to solve environmental issues. Since sea turtles are migratory animals that move through aquatic and terrestrial habitats, feeding in waters, and nesting on beaches under the jurisdiction of multiple countries, the species is an ideal ambassador to raise public support for international collaborations. Transnational communications to coordinate conservation efforts across borders provide a positive agenda of cooperation to build trust, creating a politically neutral platform to facilitate opportunities for diplomacy to reset and improve foreign relations, underscoring the value of sea turtles as a flagship species to reduce international tensions and bring nations together. For this reason, the U.S.-China EcoPartnership between Sea Turtles 911 and Hainan Normal University was formed to empower local communities to protect the ocean through sea turtle rescue, public education, and scientific research projects. Genetic research determined the geographic origins of illegally traded sea turtles, validating the uniqueness of the Paracel (Xisha) Islands rookery, and urging policymakers to establish a large-scale sea turtle nature reserve in the South China Sea. To define boundaries of the proposed marine protected area, sea turtles were tracked with satellite telemetry delineating their migratory routes and habitats across multiple countries, underscoring the importance of international collaborations. Debris pollution survey at a major turtle nesting beach in the Paracel Islands demonstrated that pollution is negatively impacting newborn turtle hatchlings and that regional cooperation in the South China Sea should promote the reduction and cleanup of marine debris. Laparoscopic surgery was performed on sea turtles for the first time in China to assess the gender ratio of the local population, which revealed a female biased ratio, indicative of the effects of climate change. A sea turtle rescue center was jointly established in which more than 100 sea turtles were successfully rescued and released by the international and local community, including students who won national awards for their volunteer service. Implementing grassroots initiatives for sea turtle conservation have become an ideal diplomatic channel to strengthen U.S.-China relations as several diplomats, including U.S. Ambassador Max Baucus, have engaged in people-to-people exchanges during public educational events. This international partnership serves as a case example in which current political disputes can be set aside to prepare future generations for the existential threat of biodiversity loss and climate change, while increasing peace, stability, and turtles in the region. © 2021 American Institute of Chemical Engineers",2021,,Environmental Progress and Sustainable Energy,40,5,,,10.1002/ep.13643,,#14,Yeh 2021,"",""
The computation intelligent in teaching using digital communication,"Mahmoud Zaki Ali, Hossam; Al-Abyadh, Mohammed Hasan Ali","Teaching is all about communication. Teachers who sharpen their communication skills are prepared to instruct, advise, and mentor their students. They communicate well to effectively collaborate within a healthy educational process. This research aims to Make sure the communication scale prepared for the current research has statistical validity to be applied in the current research, identify the teachers' verbal non-verbal communication skills level, to explore the differences in these variables due to gender. A sample of (376) elementary and preparatory stage teachers, Minia Governorate, Egypt (188 male, 188 female) was chosen. For data collection, the researchers utilized the verbal and non-verbal communication scale (prepared by the researchers). They were applied electronically during the 2020 academic year. The research was a descriptive research design. Results demonstrated The communication scale prepared for the current research has statistical validity to be applied in the current research, there was a high level of verbal and nonverbal communication skills among the research sample. Besides, there were no statistically significant differences between male and female teachers in the levels of verbal communication skills, non-verbal communication skills. Some recommendations regarding the necessity to specify courses for pre-service teachers on verbal communication skills, nonverbal communication skills, were presented. Also, suggestions for those in charge of the educational administration process to improve teachers and school health promotion were illustrated. © 2022 The Authors",2022,,Measurement: Sensors,24,,,,10.1016/j.measen.2022.100579,,#16,MahmoudZakiAli 2022,"",""
Ranking versus reputation: perception and effects of search result credibility,"Haas, A.; Unkel, J.","Search engines play a key role for Internet users when searching for information. The vast majority of users are heavily influenced by the given ranking on the search engine results page (SERP). In this study, N = 222 university students were tasked to inform themselves about the working conditions in South Asia on the basis of given SERPs. Besides the ranking on the SERP, two credibility cues – the type of the website (news site, corporate website, research institute, and private blog) and the primary source of information mentioned in the search result (scientific study vs. corporate spokesperson) – were varied. Two research objectives were examined: the influence of the ranking and the credibility cues on the evaluation of search results; and the effect of both ranking and credibility cues on the selection. Credibility cues had a strong influence on the perception of the search results’ credibility. Students rated the credibility higher if search results linked to reputable websites or mentioned a neutral primary source of information. We also find an interaction effect between the type of website and the primary source of information. However, participants’ selection was mainly influenced by the ranking. Reasons for this discrepancy are discussed.",2017,/,Behaviour & Information Technology,36,12,1285-98,,10.1080/0144929X.2017.1381166,,#17,Haas 2017,"",""
Identification of Potential Valid Clients for a Sustainable Insurance Policy Using an Advanced Mixed Classification Model,You-Shyang Chen; Chien-Ku Lin; Yu-Sheng Lin; Su-Fen Chen; Huei-Hua Tsao,"Due to the social awareness of risk control, we are witnessing the popularization of the insurance concept and the rapid development of financial insurance. The performance of the insurance industry is highly competitive; thus, in order to develop new and old business from existing clients, information on the renewal of client premiums, purchase of new policies, and new client referrals has become an important research topic in this field. However, based on a review of published literature, few scholars have engaged in relevant research on the above topics by data mining, which motivated the formation of this study, hoping to bridge this gap. We constructed 10 mixed classification prediction models (called Models A-J) using advanced data mining techniques. Moreover, 19 conditional attributes (coded as X1-X19) were selected from the collected insurance client database, plus three different decision attributes (coded as X20-X22): whether to pay the renewal insurance premium, whether to buy a new insurance policy, and whether to introduce new clients. In terms of technical methods, we used two data pretreatment techniques, attribute selection and data discretization, combined with different methods of disassembly in proportion and data cross-validation to conduct data analysis of the collected experimental data set. We also combined and calculated 23 important classification algorithms (or classifiers) in seven different classifications of data mining techniques (i.e., decision tree, Bayes, Function, Lazy, Meta, Mise, and Rule). In terms of the experimental results of insurance data, this study has the following important contributions and findings: (1) finding the best classifier; (2) finding the optimal mixed classification model; (3) determining the best disassembly in proportion; (4) comparing the performance of different disassembly in proportion and data cross-validation methods; (5) determining the important factors influencing the decision attribute ""whether to purchase a new insurance policy"", including the time interval to the first purchase, the number of valid policies, the total number of purchased policies, the family salary structure, and gender; and (6) building a knowledge base of decision rules and criteria with the decision tree C4.5 technology, which shall be provided to relevant stakeholders such as insurance dealers and insurance salespeople as a reference for looking for valid clients in the future, and is conducive to the rapid expansion of insurance business. Finally, the important research findings and management implications of this study can serve as a basis for further study of sustainable insurance by academic researchers.",2022,/,Sustainability,14,7,3964 (22 pp.),,10.3390/su14073964,,#18,You-ShyangChen 2022,"",""
Comparison of Perceptions of Barriers to Advancement for Women in Radiation Oncology between Men and Women Physicians,"Tam, A.; Thomas, R.; Kaul, A.; Barry, P.N.; Li, Y.R.","Purpose/Objective(s)While women now comprise the majority of medical school matriculants, there continues to be a disparity in representation of women in leadership roles and an attrition in the promotion pipeline in medicine. Prior studies have shown that women physicians face unique barriers to advancement in radiation oncology. Thus, understanding how perceptions of these barriers among men and women differ may shed light on why the ""leaky leadership pipeline"" exists.Materials/MethodsAn anonymous survey was disseminated to the American College of Radiation Oncology (ACRO) members via email and social media between February and May 2023. In addition to demographics (age, gender, race, practice setting), respondents were asked to respond to statements about their perceptions of the gender barriers in the following domains: (a) equal access, (b) work-life balance, (c) gender bias, and (d) leadership support using a validated 5-point Likert scale. Statistical analyses with chi-square were performed using STATA.ResultsA total of 1107 respondents completed the survey. A majority of (77.1%) identified as female with 22.0% as male (the rest as either non-binary, transgendered, or decline to answer). More than half (53.8%) of participants were aged 30-39, with 76.0% identifying as (non-Hispanic) White. Only a minority (28.1%) of participants are employed at academic medical centers. Overall, we found that men and female radiation oncologists held similar perceptions, with no significant differences in rating between the two groups for 34 of the 45 statements (75.6%; p>0.05). The domains on ""leadership support"" and ""equal access"" had the most varied ratings, with significant differences in rating for five (41.7%) of 12 statements and five (26.3%) of 19 statements in the respective domain. For example, from the ""leadership support"" domain, 62.1% of women agreed that their chairs tried to ensure that women physicians were not subject to gender-based biases, compared to 52.9% of men (p = 0.01), and 61.1% of women agreed that their chairs were supportive when women physicians talked about work-family issues, compared to 56.1% of men (p = 0.02). Whereas statements from the ""equal access"" domain, 59.7% of women agreed that women physicians had equal access to career development opportunities (compared to 51.6% of men; p = 0.01) and 61.0% of women agreed that women physicians received equitable salaries (compared to 53.3% of men; p = 0.02).ConclusionIn this survey of radiation oncologists, we found that women and men shared similar perceptions of barriers to advancement for women physicians. However, there were some varied perspectives on ""leadership support"" and ""equal access"" and, unexpectedly, more men expressed concerns about gender equality within these domains than women physicians. Future studies are needed to better understand how differences in gender bias awareness may inform policy changes to overcome the ""leaky pipeline"" for women in radiation oncology. All rights reserved Elsevier.",2024,/,"International Journal of Radiation Oncology, Biology, Physics",120,2,e68-e68,,10.1016/j.ijrobp.2024.07.1928,,#19,Tam 2024,"",""
Librarian faculty status: Exploring inequality regimes in a comparative case study,"Wiser, J.","Faculty status for librarians is one of the most debated topics within academic librarianship (Bailey & Becher, 2022). Professional associations argue that faculty status benefits librarians, but little empirical work has explored how faculty status plays out in real-world settings (Galbraith, Garrison, & Hales, 2016). This study investigates whether faculty status helps librarians overcome barriers using a comparative case study of two academic libraries representing polarity on this issue. One library offers librarians tenure-track faculty appointments; the other classifies librarians as staff. Through qualitative analysis of semi-structured interviews, the study explores administrative obstacles faced by librarians and whether faculty status ameliorates them. This study also examines if debates over librarian faculty status ignore inequality regimes (Acker, 2006) that may appear in both faculty and staff settings. Surprisingly, findings reveal faculty status is associated with more workplace hierarchies and stress, especially for female librarians. Contrary to claims made by faculty status proponents, most librarians feel equally undervalued by disciplinary faculty regardless of status. Ultimately, blanket recommendations for faculty status seem ineffective, and nuanced solutions tailored to local contexts better serve librarians. This study encourages an honest dialogue to empower librarians based on individual needs, not rigid assumptions. All rights reserved Elsevier.",2024,/,Journal of Academic Librarianship,50,4,102887,,10.1016/j.acalib.2024.102887,,#20,Wiser 2024,"",""
Modelling STEM learners' academic performance in advanced level secondary schools with smart classrooms in Rwanda,"Ngendahayo, E.; Habarurema, J.B.; Limone, P.; Zhang, W.","Smart classroom setting is an effective technology-enhanced pedagogy when an instructor capitalises on the key drivers underlying its success. The objectives of the study are twofold. First, to investigate the factors that impact learners' academic performance in the smart classroom setting. Second, to determine whether learners' performance varies based on their gender and prior experience in the smart classroom. Three schools were selected and sampled from a pool of public advanced level (A' Level) STEM secondary schools with smart classrooms in Rwanda because they were among the first to set up smart classrooms. Data were randomly obtained from 389 learners, majoring in six different combinations. Exploratory factor analysis (EFA) was used to assess the validity and reliability of the measurement scale. A valid and thought-provoking learners' academic performance model, to enhance their learning outcomes, is presented. The model was validated using Structural equation modelling (SEM). The results indicated that technology self-efficacy, perceived ease of use, and learning satisfaction were all predictors of learners' performance. Learners' perceived ease of use and satisfaction were direct predictors of their performance. Besides, learners' perceived ease of use and usefulness were directly affected by technology self-efficacy. On the other hand, technology self-efficacy indirectly impacts learners' performance. The invariance analysis across gender groups revealed that male learners perceive smart classroom technology to be easier to use than females. Meanwhile, no evidence of metric invariance estimation of experience was found. We argue that effective pedagogical approaches can mitigate gender disparities in perceived usability of smart classroom technologies.",2024,/,Education and Information Technologies,29,10,12735-57,,10.1007/s10639-023-12361-9,,#21,Ngendahayo 2024,"",""
Sustainable Gender Equality: A Comparative Perspective on STEM Education and Employment in Jordan,"Sharif, A.A.; Lee, A.; Alshdiefat, A.S.; Rana, M.Q.; Abu Ghunmi, N.-A.","Gender equality is a concept that is synonymous with debates towards economic and societal advancement, as manifested through the United Nation's Sustainable Development Goal 5. This study sets out to identify the key indicators driving gender equality in Science, Technology, Engineering, and Mathematics (STEM) education and employment in Jordan. This area is both critical and timely in light of emerging challenges facing technological advancement, progressive economies, and wider societal inclusion strategies within the professional environment. This study predominantly employs a quantitative methodology, utilising a survey to evaluate and rank a comprehensive set of indicators/challenges associated with gender equality in the published literature. Feedback is gathered from both male and female participants. The findings of this study reveal certain categories and indicators that are highly ranked compared with others, with practical aspects such as workplace conditions and professional treatment, societal norms and gender stereotypes, and professional perceptions and underlying gender bias being more predominant in Jordan. This study also revealed differing challenges facing gender equality in employment compared with the ones faced in education. This finding resonates with the historical trajectory of academic progress in STEM fields in Jordan, and its divergence emphasises the need for a nuanced exploration to advance gender equality in STEM effectively.",2024,/,Sustainability,16,6,2273 (19 pp.),,10.3390/su16062273,,#22,Sharif 2024,"",""
Gender bias in first-year multiple-choice physics examinations,"Gladys, M.J.; Furst, J.E.; Holdsworth, J.L.; Dastoor, P.C.","The multiple-choice section of the final examination for the first-year Advanced Physics I course at the University of Newcastle, Australia between 2010 and 2018 was investigated for gender bias. A Mantel-Haenszel analysis revealed that approximately 20% of the multiple-choice questions exhibited statistically significant gender bias. A schema for characterizing the multiple-choice questions was proposed and used to analyze the entire question set. Male bias questions showed moderate to large bias and tended to include characteristics related to visualization, though not images. Several questions exhibited a moderate bias in favor of females and were characterized by requiring a numerical calculation involving a simple one-step equation. These results indicate that with continued development, gender bias analysis of physics questions based on a characterization schema may be used as a routine tool for testing for the presence and origin of gender gaps in student performance.",2023,/,Physical Review Physics Education Research,,,020109 (10 pp.),,10.1103/PhysRevPhysEducRes.19.020109,,#23,Gladys 2023,"",""
Evaluation of the level of problem solving skills of Turkish higher education graduates in technology-rich environments,"Acikgoz, O.; Aslan, A.; Gunay, A.","This study aims to evaluate the level of Turkish higher education graduates' problem-solving skills (PSSs) in technology-rich environments (TREs) at work and daily life as information and communication technologies are increasingly used in economic and social structure. It also investigates the effects of socio-demographic factors including gender, age, the field of study, and higher education attainment level on their PSSs in TREs. In this context, the data concerning Turkish higher education graduates' PSSs released by the Programme for the International Assessment of Adult Competencies (PIAAC) in 2016 was used. With regard to methodology, we employed descriptive and logistic regression analyses to investigate the data. The descriptive statistics results indicated that the participants use computer at a basic level in TREs and work in small and medium enterprises where technology is not highly demanded at moderate and advanced levels. The logistic regression analysis results revealed that gender and higher education level have significant impacts on their level of PSSs in TREs as opposed to age and the field of study variables. The significant differences are in favor of the female participants and associate and bachelor degree levels. These findings accounted for nearly 4% of their level of problem solving skills. Based on the study findings and the changing expectations of labor market, the policy proposals were discussed to increase the level of Turkish higher education students' PSSs in TREs. The study can contribute to the literature, thereby assisting the development of new practices or policies in Turkey to advance higher education graduates' PSSs in order to meet the needs of TREs at both work and in daily life.",2022,/,Educational Technology Research and Development,,,1893-1910,,10.1007/s11423-022-10120-0,,#24,Acikgoz 2022,"",""
