Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Survey Finds Gender Disparities Impact Both Women Mentors and Mentees in Gastroenterology.,Rabinowitz LG; Grinspan LT; Zylberberg HM; Dixon R; David YN; Aroniadis OC; Chiang A; Christie J; Fayad NF; Ha C; Harris LA; Ko CW; Kolb J; Kwah J; Lee L; Lieberman D; Raffals LE; Rex DK; Shah SC; Siddiqui UD; Smith MS; Wallace M; Williams R; Woods K; Crowe SE; Kumta NA; Kim MK; Greenwald DA,"INTRODUCTION: Gastroenterologists at all levels of practice benefit from formal mentoring. Much of the current literature on mentoring in gastroenterology is based on expert opinion rather than data. In this study, we aimed to identify gender-related barriers to successful mentoring relationships from the mentor and mentee perspectives. METHODS: A voluntary, web-based survey was distributed to physicians at 20 academic institutions across the United States. Overall, 796 gastroenterology fellows and faculty received the survey link, with 334 physicians responding to the survey (42% response rate), of whom 299 (90%; 129 women and 170 men) completed mentorship questions and were included in analysis. RESULTS: Responses of women and men were compared. Compared with men, more women preferred a mentor of the same gender (38.6% women vs 4.2% men, P < 0.0001) but less often had one (45.5% vs 70.2%, P < 0.0001). Women also reported having more difficulty finding a mentor (44.4% vs 16.0%, P < 0.0001) and more often cited inability to identify a mentor of the same gender as a contributing factor (12.8% vs 0.9%, P = 0.0004). More women mentors felt comfortable advising women mentees about work-life balance (88.3% vs 63.8%, P = 0.0005). Nonetheless, fewer women considered themselves effective mentors (33.3% vs 52.6%, P = 0.03). More women reported feeling pressured to mentor because of their gender (39.5% vs 0.9% of men, P < 0.0001). Despite no gender differences, one-third of respondents reported negative impact of the COVID-19 pandemic on their ability to mentor and be mentored. DISCUSSION: Inequities exist in the experiences of women mentees and mentors in gastroenterology, which may affect career advancement and job satisfaction.",2021,Sep,Am J Gastroenterol,116,9,1876-1884,,10.14309/ajg.0000000000001341,34140455,#13,Rabinowitz 2021,"",""
Gender Differences in Faculty Perceptions of Mentorship and Sponsorship.,Cutter CM; Griffith KA; Settles IH; Stewart AJ; Kerr EA; Feldman EL; Jagsi R,,2024,Feb,JAMA Netw Open,7,2,e2355663,,10.1001/jamanetworkopen.2023.55663,38345823,#14,Cutter 2024,"",""
Suturing the gender gap through sponsorship: The role of sponsorship in female entry and advancement through their surgical careers.,Mahendran GN; Walker ER; Bennett M; Chen AY,"BACKGROUND: Sponsorship promotes female entry and advancement through the surgical field, and can mitigate gender inequities that persist in the surgical field. METHODS: 35 women in surgery, including 14 surgeons, 11 residents, and 10 fourth-year medical students, were interviewed from July 30, 2021 to August 18, 2021 at a single institution. RESULTS: All participants had provided or received sponsorship. Main themes included: (1) Evolving needs of sponsorship, (2) Decreased Access to Sponsorship as Career Level Advances, (3) Evolving importance of sponsorship, (4) Perceived limitations of receiving sponsorship, and (5) Perceived limitations of providing sponsorship. Faculty members most frequently reported barriers to both receiving and providing sponsorship. CONCLUSIONS: The lack of sponsorship for female faculty limits their ability to rise to organizational leadership, and consequently, their ability to sponsor others. Increasing access to sponsorship for female surgeons can help to bridge the gender gap in the surgical field.",2022,Jul,Am J Surg,224,1 Pt B,266-270,,10.1016/j.amjsurg.2022.02.008,35164958,#15,Mahendran 2022,"",""
Mentoring Relationships and Gender Inequities in Academic Medicine: Findings From a Multi-Institutional Qualitative Study.,Murphy M; Record H; Callander JK; Dohan D; Grandis JR,"PURPOSE: This study examined how mentoring relationships may reinforce or mitigate gender inequities in academic medicine. METHOD: In-depth, semistructured interviews with medical school faculty members (52 women and 52 men) were conducted at 16 institutions across the United States in 2019. Institutions were recruited using a purposive sampling strategy to seek diversity in geography, ownership (private or public), and prestige. Within institutions, purposive sampling was used to recruit equal numbers of women and men and to seek diversity in degree type (MD, PhD), age, and career stage. A coding scheme was developed through iterative analysis of the interview transcripts. All interview transcripts were then coded with the goal of identifying intersections between mentorship and experiences of and responses to gender inequities. RESULTS: Four key themes at the intersection of mentoring relationships and gender inequities were identified. (1) Both women and men became aware of gender inequities in academic medicine through relationships with women mentors and mentees. (2) Both women and men mentors recognized the challenges their female mentees faced and made deliberate efforts to help them navigate an inequitable environment. (3) Both women and men mentors modeled work-family balance and created family friendly environments for their mentees. (4) Some women, but no men, reported being sexually harassed by mentors. CONCLUSIONS: This study shows that mentoring relationships may be a context in which gender inequities are acknowledged and mitigated. It also shows that mentoring relationships may be a context in which gender inequities, such as sexual harassment, may occur. Sexual harassment in academic medicine has been widely documented, and gender inequity in academic medicine has proved persistent. While mentoring relationships may have the potential to identify and mitigate gender inequities, this study suggests that this potential remains largely unrealized.",2022,Jan,Acad Med,97,1,136-142,,10.1097/ACM.0000000000004388,34495884,#16,Murphy 2022,"",""
Gender Equity in Medicine and Dermatology in the United States: The Long Road Traveled and the Journey ahead.,Tully JM; Murase JE; Grant-Kels JM; Murrell DF,"Over the past 50 years there has been an increase in the representation of women in medicine with similar rates of men and women graduating from medical training today. Nevertheless, gender gaps in leadership, research publications, and compensation persist. Herein, we review trends in gender differences among leadership positions in academic medicine with a particular focus on dermatology, evaluate the roles of mentorship, motherhood, and gender bias on gender equity, and discuss constructive solutions for addressing gender inequities that persist in academic medicine today.",2023,Apr,Dermatol Clin,41,2,265-278,,10.1016/j.det.2022.08.007,36933915,#17,Tully 2023,"",""
"Gender Discrimination, Career Aspirations, and Access to Mentorship Among Medical Students in Brazil.",Gerk A; Campos L; Naus A; Faria I; Buda AM; Moura CB; Graner M; Cazumbá ML; Jean Pierre TA; Pompermaier L; Truche P; Pendleton A; Bowder AN; Ferreira JL,"INTRODUCTION: Gender-based discrimination (GBD) creates a hostile environment that can affect medical students. Mentorship has been recognized as a mitigating factor for GBD. We aimed to investigate the impacts of GBD on career selection and well-being of medical students in Brazil and to explore access to mentorship among these students. METHODS: A cross-sectional study was performed using an anonymous survey in Portuguese. The survey was distributed in June 2021 to students enrolled in Brazilian medical schools. It contained 24 questions, including demographics, episodes of GBD experienced by responders and their impact on professional and personal life, and mentorship access. RESULTS: Of 953 respondents, 748 (78%) were cisgender women, 194 (20%) cisgender men, and 11 nonbinary (1%). Sixty-six percent (625/953) of students reported experiencing GBD, with cisgender women and nonbinary being more likely to experience it than cisgender men (P < 0.001). Responders who experiences GBD report moderate to severe impact on career satisfaction (40%, 250/624), safety (68%, 427/624), self-confidence (68%, 426/624), well-being (57%, 357/625), and burnout (62%, 389/625). Cisgender women were more likely to report these effects than men counterparts (P < 0.01). Only 21% of respondents (201/953) had mentors in their medical schools. CONCLUSIONS: Our findings demonstrate that GBD is widespread among Brazilian medical students affecting their personal and professional lives, and most of them do not have access to a mentor. There is an urgent need to increase access to mentors who could mitigate the adverse effects of GBD and help develop a diverse and inclusive medical workforce.",2022,Nov,J Surg Res,279,,702-711,,10.1016/j.jss.2022.06.064,35940048,#18,Gerk 2022,"",""
The European Urology Commitment to Gender Equity and Diversity: Expanding Cognitive Diversity through Inclusivity at the Podium.,Psutka SP; Morgan T; Albersen M; Cornu JN; Novara G; Plimack E; Ost P; Catto JWF,,2021,Oct,Eur Urol,80,4,450-453,,10.1016/j.eururo.2021.07.002,34284917,#19,Psutka 2021,"",""
Academic dermatology leadership in the United States -- Addressing the gender gap.,Nambudiri VE; Shi CR; Vleugels RA; Olbricht SM,,2018,Dec,Int J Womens Dermatol,4,4,236-237,,10.1016/j.ijwd.2018.05.003,30627624,#20,Nambudiri 2018,"",""
Checking gender bias: Parents and mentors perceive less chess potential in girls.,Arnold SH; Bailey AH; Ma WJ; Shahade J; Cimpian A,"Girls and women are underrepresented in chess. Here, we explored the role of gender bias in this phenomenon. Specifically, we investigated whether parents and mentors (e.g., coaches) show bias against the female youth players in their lives. Parents and mentors (N = 286; 90.6% men) recruited through the U.S. Chess Federation reported their evaluations of and investment in youth players (N = 654). We found evidence of bias on some, but not all, measures. Most strikingly, parents and mentors thought that female youth players' highest potential chess ratings were on average lower than male players', a bias that was exacerbated among parents and mentors who believed that success in chess requires brilliance. In addition, mentors who endorsed (vs. rejected) this belief also reported that female mentees were more likely to drop out of chess due to low ability. These findings provide the first large-scale evidence of bias against youth female players and hold implications for the role of parents and mentors in other domains that, like chess, are culturally associated with intellectual ability and exhibit substantial gender imbalances (e.g., science and technology). (PsycInfo Database Record (c) 2024 APA, all rights reserved).",2024,Jan,J Exp Psychol Gen,153,1,1-14,,10.1037/xge0001466,37796575,#21,Arnold 2024,"",""
Sex Differences in Science: Do We Have a Problem?,van Rooij E; Bishopric NH,,2019,Aug,JACC Basic Transl Sci,4,4,478-479,,10.1016/j.jacbts.2019.07.007,31468002,#22,vanRooij 2019,"",""
Race and Gender Differences in Undergraduate Research Mentoring Structures and Research Outcomes.,Aikens ML; Robertson MM; Sadselia S; Watkins K; Evans M; Runyon CR; Eby LT; Dolan EL,"Participating in undergraduate research with mentorship from faculty may be particularly important for ensuring the persistence of women and minority students in science. Yet many life science undergraduates at research universities are mentored by graduate or postdoctoral researchers (i.e., postgraduates). We surveyed a national sample of undergraduate life science researchers about the mentoring structure of their research experiences and the outcomes they realized from participating in research. We observed two common mentoring structures: an open triad with undergraduate-postgraduate and postgraduate-faculty ties but no undergraduate-faculty tie, and a closed triad with ties among all three members. We found that men and underrepresented minority (URM) students are significantly more likely to report a direct tie to their faculty mentors (closed triad) than women, white, and Asian students. We also determined that mentoring structure was associated with differences in student outcomes. Women's mentoring structures were associated with their lower scientific identity, lower intentions to pursue a science, technology, engineering, and mathematics (STEM) PhD, and lower scholarly productivity. URM students' mentoring structures were associated with higher scientific identity, greater intentions to pursue a STEM PhD, and higher scholarly productivity. Asian students reported lower scientific identity and intentions to pursue a STEM PhD, which were unrelated to their mentoring structures.",2017,Summer,CBE Life Sci Educ,16,2,,,10.1187/cbe.16-07-0211,28550078,#23,Aikens 2017,"",""
Gender bias in academic medicine: a resumé study.,Burke E; Heron EA; Hennessy M,"BACKGROUND: Minimising the effects of unconscious bias in selection for clinical academic training is essential to ensure that allocation of training posts is based on merit. We looked at the effect of anonymising applications to a training programme for junior doctors on the scores of the applications and on gender balance; and whether female candidates were more likely to seek gender-concordant mentors. METHODS: Applications to the training programme were reviewed and scored independently by reviewers who received either an anonymised or named copy. Scores were compared using a paired t-test, and differences in scores compared by gender. The gender of named supervisors for male and female candidates was compared. RESULTS: Scores of 101 applications were reviewed. When their identity was known, male candidates scored 1.72% higher and female candidates scored 0.74% higher, but these findings were not statistically significant (p value = 0.279 and 0.579). Following introduction of anonymisation, the proportion of successful female candidates increased from 27 to 46%. Female candidates were more likely to name a female supervisor compared to male (41% vs. 25% of supervisors). CONCLUSIONS: Anonymising applications did not significantly change scores, although gender balance improved. Gender-concordant mentoring initiatives should consider effects on mentors as well as mentees.",2023,May,BMC Med Educ,23,1,291,,10.1186/s12909-023-04192-6,37127591,#24,Burke 2023,"",""
Exploring Gaps in Concussion Knowledge and Knowledge Translation Among Coaches of Youth Female Hockey.,Guo D; Verweel L; Reed N,"OBJECTIVE: To better understand the level of concussion knowledge of youth female hockey coaches and to identify preferred methods of knowledge translation for this population. DESIGN: Cross-sectional survey. SETTING: Participants independently completed written surveys before in-person concussion information sessions or online surveys through link provided in emails. PARTICIPANTS: Convenience sampling yielded 130 coaches of youth female hockey from Canada. MAIN OUTCOME MEASURES: Knowledge level on concussion, resources from which coaches obtained information on concussion, opinions on the current level of concussion knowledge, and knowledge translation. RESULTS: Coaches demonstrated adequate knowledge on concussion, achieving 84% correct on true-false questions and 92% correct on symptom identification accuracy. However, coaches showed limited awareness of concussion specific to mechanisms for injury (identification) and postconcussion symptoms. Internet resources were rated as the most used resources for concussion yet were not rated very helpful. Nonetheless, coaches indicated online courses and web sites as the most preferred method for concussion knowledge translation. CONCLUSIONS: Youth female hockey coaches have overall adequate knowledge of concussion; however, gaps in knowledge do exist. Future efforts to raise the concussion knowledge among coaches of female youth hockey should include information specific to the mechanism of injury, along with sign and symptom identification, with particular attention paid to emotional symptoms. Given the reported preferences and the widespread availability of the Internet, further exploration and research validation of online courses and web sites tailored to the youth female hockey community is encouraged.",2019,Nov,Clin J Sport Med,29,6,486-493,,10.1097/JSM.0000000000000542,31688180,#25,Guo 2019,"",""
Closing the Mentorship Gap: Implementation of Speed Mentoring Events for Women Faculty and Trainees in Anesthesiology.,Pollard EM; Sharpe EE; Gali B; Moeschler SM,"Introduction: Mentorship is a key component to success in academic medicine. Women are under-represented in leadership positions within medicine. Women are less likely to identify mentors than men. Speed mentoring is an innovative strategy to facilitate mentorship in academic medicine. Materials and Methods: A speed mentoring event for women faculty members in an academic anesthesiology department was held, followed by a second event for trainees. Attendees completed surveys about mentorship experiences at baseline and in follow-up. Questions were rated on a 7-point Likert scale with 1 = strongly disagree and 7 = strongly agree with values reported as median (1st, 3rd quartile). Results: Baseline surveys indicated poor satisfaction with mentoring in the prior 6 months as 4.5 (3, 5.25). Twelve months later, mentees reported increased satisfaction with mentoring 6 (6, 6). Mentors and mentees felt their time was well spent during both events. There was an increase in the number of mentors identified after the events by both groups. Conclusions: Our results suggest speed mentoring is well received and impactful with minimal time and monetary investment. The attendees of the events identified an increased number of mentors after speed mentoring events, and this effect was maintained at 6-12 months. Speed mentoring may be one path to providing support for women to advance their careers in academic medicine. More research is warranted to better evaluate effectiveness of formats such as speed mentoring to facilitate improved mentorship for women in academic anesthesiology.",2021,,Womens Health Rep (New Rochelle),2,1,32-36,,10.1089/whr.2020.0095,33786528,#26,Pollard 2021,"",""
Perceptions of Gender Disparities Among Women in Cardiothoracic Anesthesiology.,Methangkool E; Brodt J; Kolarczyk L; Ivascu NS; Hicks MH; Herrera E; Oakes D,"OBJECTIVE: In this study of women in cardiothoracic anesthesiology, the authors aimed to characterize demographics, roles in leadership, and perceived professional challenges. DESIGN: A prospective cross-sectional survey of female cardiothoracic anesthesiologists in the United States. SETTING: An internet-based survey of 43 questions was sent to women in cardiothoracic anesthesiology. The survey included questions on demographics, leadership, and perceptions of professional challenges including career advancement, compensation, promotion, harassment, and intimidation. PARTICIPANTS: A database of women in cardiothoracic anesthesiology was created via personal contacts and snowball sampling. INTERVENTIONS: None. MEASUREMENTS AND MAIN RESULTS: A total of 153 responses were analyzed, for a response rate of 65.1%. Most respondents were at the Clinical Instructor or Assistant Professor rank. Many women perceived that compensation, promotion, authorship, and career advancement were affected by gender. Furthermore, 67% of respondents identified having children as having a negative impact on career advancement. Many women reported experiencing derogatory comments (55.6%), intimidation (57.8%), microaggression (69.6%), sexual harassment (25.2%), verbal harassment (45.2%), and unwanted physical or sexual advances (24.4%). These behaviors were most often from a surgical attending, anesthesia attending, or patient. CONCLUSION: This survey study of women in cardiothoracic anesthesiology found that many women perceived inequities in financial compensation, authorship opportunities, and promotion; in addition, many felt that their career advancement was impacted negatively by having children. A striking finding was that the majority of women have experienced intimidation, derogatory comments, and microaggressions in the workplace.",2022,Jul,J Cardiothorac Vasc Anesth,36,7,1859-1866,,10.1053/j.jvca.2021.11.015,34903458,#27,Methangkool 2022,"",""
Gender Equity Efforts in Sports Medicine.,Johnson EE; Ode GE; Ireland ML; Middleton K; Hammoud S,"Great progress has been made toward gender equality in athletics, whereas true equality has not yet been realized. Concurrently, women orthopedists along with advocate men have paved the way toward gender equity in orthopedics as a whole and more specifically in sports medicine. The barriers that contribute to gender disparities include lack of exposure, lack of mentorship, stunted career development, childbearing considerations and implicit gender bias and overt gender discrimination.",2024,Apr,Clin Sports Med,43,2,221-232,,10.1016/j.csm.2023.06.020,38383105,#28,Johnson 2024,"",""
Ten actions to achieve gender equity among intensivists: the French Society of Intensive Care (FICS) model.,Hamzaoui O; Boissier F; Salmon Gandonnière C; Aubron C; Bodet-Contentin L; Fartoukh MS; Faure M; Jourdain M; Le Marec J; Tamion F; Terzi N; Hauw-Berlemont C; Aissaoui N,"In our recent survey, we aimed to collect information on perceived inequity as well as professional and personal fulfillment among women intensivists in France. For the 371 respondents out of the 732 persons who received the survey, the findings were unequivocal: for one-third of the respondents, being a woman was considered as an obstacle to careers or academic advancement, and for two thirds, pregnancy was viewed as a barrier to their career advancement. Gender discrimination had been experienced by 55% of the respondents. In 2019, to promote and achieve gender equity in the French Intensive Care Society (FICS), ten actions were initiated and are detailed in the present manuscript together with supporting data: (1) creation of a working group: the FEMMIR group; (2) promotion of mentorship; (3) implementation of concrete sponsorship; (4) transparency and public reporting of gender ratios in editorial boards; (5) workshops dedicated to unconscious gender bias; (6) workshops dedicated to improved women assertiveness; (7) role models; (8) creation of educational/information programs for young intensivists; (9) development of research on gender inequity and, as a perspective; and (10) development of a wide-ranging program. This review is aimed at providing a toolbox of organizational best practices designed to achieve gender equity. It is particularly important to share promising practical action engaged in our FEMMIR group with other concerned professionals around the world.",2022,Jul,Ann Intensive Care,12,1,59,,10.1186/s13613-022-01035-3,35779125,#29,Hamzaoui 2022,"",""
The gender gap in European neurosurgical conference presentations.,Woodfield J; Copley PC; Hughes M; Edlmann E,"OBJECTIVE: Within neurosurgery, there are fewer women than men at all levels. The authors aimed to assess whether opportunities and representation within neurosurgery are proportional to the existing gender gap. METHODS: The authors analyzed the program of the 2019 joint European Association of Neurosurgical Societies (EANS)/Society of British Neurological Surgeons (SBNS) conference to assess the proportions of presentations given through abstract submission and invitation by men and women. They compared proportions to the previous joint conference in 2007 and to the gender proportions of board-certified European neurosurgeons. RESULTS: Women delivered 75/577 (13%) presentations at the 2019 EANS/SBNS conference: 54/283 (19%) abstract submissions and 21/294 (7%) invited presentations. Fifteen of 152 (10%) session chairs were women. This increased significantly from 4/121 (3%) presentations delivered by women in 2007. When only presentations given by neurosurgeons (residents or consultants) were analyzed, the proportion of female speakers increased from 1/111 (1%) in 2007 to 60/545 (11%) in 2019. Pediatrics was the subspecialty with the highest proportion of invited female speakers. Across subspecialties, there were no differences in gender proportions for presentations from abstract submissions. Across the top 5 participating European countries, the proportion of female invited speakers (8%) and chairs (8%) was half the proportion of female board-certified neurosurgeons (16%). CONCLUSIONS: The proportion of women delivering invited presentations and chairing sessions at a European neurosurgical conference is lower than expected from the available pool of board-certified neurosurgeons. The proportion of women participating is higher through application (abstract submission) than through invitation. The higher proportion of presentations from abstract submission may reflect submission from a pool of trainees with a higher proportion of women. The authors suggest implementation of strategies that increase invited speakers from minority groups and have been shown to be effective in other disciplines, such as improving minority group representation in organizing committees.",2021,Mar,Neurosurg Focus,50,3,E7,,10.3171/2020.12.FOCUS20885,33789241,#30,Woodfield 2021,"",""
Beyond stereotypes: The role of exposure in reshaping Children's biases towards women as coaches in sports.,Sambol S; Dadswell K; Hanlon C,"The underrepresentation of women in sports coaching, linked to discrimination and bias may, according to contact theory, be mitigated by increasing the visibility of women coaches, especially among children. Our study examined whether young athletes exposed to women coaches affected their explicit and implicit biases compared to unexposed peers. Seventy-five children aged between 4 and 17 years were evaluated using two explicit attitude measures and an Implicit Association Task. Results indicated that participants with women coach experience were more explicitly satisfied with woman coaches, preferred them more as potential coaches, and associated men with sports less than those without such exposure. Whilst exposure and implicit bias significantly predicted explicit satisfaction, exposure did not moderate the bias relationship. This suggests that exposure to women coaches reduces negative attitudes in young athletes but does not significantly affect the underlying influence of implicit biases, indicating a need for more comprehensive strategies to address gender inequalities in sports coaching.",2024,Jul,Psychol Sport Exerc,73,,102634,,10.1016/j.psychsport.2024.102634,38554927,#31,Sambol 2024,"",""
Kinematic Differences Based on Shooting Proficiency and Distance in Female Basketball Players.,Cabarkapa D; Cabarkapa DV; Philipp NM; Myers CA; Whiting SM; Jones GT; Fry AC,"The purpose of the present study was to examine differences in kinematic characteristics between (a) proficient and non-proficient two-point and three-point shooters, (b) made and missed two-point and three-point shots within a proficient group of shooters, and (c) shots attempted from two-point and three-point shooting distances. Eighteen recreationally active females with previous basketball playing experience attempted 10 two-point (5.10 m) and 10 three-point shots (6.32 m) while facing directly to the basket. To eliminate the possible influence of fatigue, each shot was separated by a 5-10 s rest interval. Participants who made ≥50% of their two-point and ≥40% of their three-point shooting attempts were classified as proficient. A high-definition video camera recording at 30 fps and video analysis software (Kinovea) were used to obtain the kinematic variables of interest during both the preparatory phase (PP) and release phase (RP) of the shooting motion. The results indicate that proficient two-point shooters attained less hip and shoulder flexion during the PP and had greater release height and vertical displacement during the RP. Hip angle differentiated made from missed two-point shots within the proficient group of shooters, with made shots being depicted by less hip flexion. Significantly greater vertical displacement was observed in proficient three-point shooters during the RP. Additionally, the greater elbow and release angles separated made from missed three-point shots within the proficient group of shooters. In response to an increase in shooting distance, hip, knee, ankle, and shoulder angles during the PP all decreased. Moreover, an increase in shooting distance caused a decrease in release angle and an increase in vertical displacement during the RP, while the relative release height remained unchanged.",2023,Sep,J Funct Morphol Kinesiol,8,3,,,10.3390/jfmk8030129,37754961,#32,Cabarkapa 2023,"",""
"Sex Differences in Relationships Between Perceived Coach-Induced Motivational Climates, Basic Psychological Needs, and Behavior Regulation Among Young Swimmers.",Rodrigues F; Macedo R; Cid L; Teixeira DS; Marinho DA; Monteiro D,"This study analyzed independent and codependent effects of task- and ego-involving motivational climates on basic psychological need satisfaction and behavioral regulation (i.e., autonomous and controlled motivation) among young athletes. Participants were young Portuguese female (n = 114) and male (n = 324) swimmers, nested within four different clubs. Participants completed a multisection survey, assessing motivational climates, basic psychological needs satisfaction, and behavioral regulation. We used polynomial regression analysis with surface response methodology to analyze the interactions between these constructs. We found that perceived task- and ego-involving motivational climates were not mutually exclusive; rather, their relationship depended on how athletes perceived coaches' behaviors and how coaches emphasized one or both climates. Coaches who fostered both motivational climates promoted positive outcomes among male (but not female) athletes.",2020,Oct,Percept Mot Skills,127,5,891-911,,10.1177/0031512520926805,32460614,#33,Rodrigues 2020,"",""
Gender Differences in the Relationships Between Coach Transformational Leadership and Player Satisfaction and Commitment: A Meta-Analytic Review.,Kim HD; Cruz AB,"This study meta-analyzed the relationships between coach transformational leadership and player satisfaction and commitment. We also examined the potential moderating effect of player gender on these relationships. In total, 182 effect sizes were obtained from 26 studies comprised of 6,715 participants. The analyses revealed that the overall direct effect of transformational leadership was moderate on both athletic satisfaction and exercise commitment. The effect of charismatic construct of transformational leadership was moderate on athletic satisfaction as well as exercise commitment. Finally, player gender was found to moderate the effects of the relationship between transformational leadership and athletic satisfaction and exercise commitment of players. Specifically, female players' satisfaction and commitment were more positively affected by transformational leadership compared with their male counterparts. Our findings suggests that effective leadership in sports is dependent on the interaction among leadership behaviors of the coach, personal characteristics of the players, and situational factors and highlights the importance of transformational leadership as an important requirement for creating a more positive and sustainable sports environment.",2022,,Front Psychol,13,,915391,,10.3389/fpsyg.2022.915391,35800950,#34,Kim 2022,"",""
